"koi_disposition","kepid","kepoi_name","tce_incl","tce_impact","tce_slogg_prov","tce_albedo_stat","tce_fwm_pdeco","tce_ingress_sn"
"FALSE POSITIVE",6067545,"K05236.01",89.86,0.5801,26,1.492,3.208e-05,0.344950848972297
"FALSE POSITIVE",6139220,"K05241.01",89.68,0.9469,26,1.933,-0.001422,99.8553519768563
"FALSE POSITIVE",6145939,"K05243.01",88.37,1,7,-4.886,-0.03275,14.5836403831982
"CANDIDATE",6184894,"K05245.01",86.14,0.8102,7,3.497,-4.729e-05,5.15582450832073
"CANDIDATE",6203955,"K05249.01",86.32,0.8783,7,1.117,-0.0001108,0.238679245283019
"FALSE POSITIVE",6205384,"K05250.01",56.29,0.9082,18,1.758,-7.836e-05,0.370431893687708
"FALSE POSITIVE",6205405,"K05251.01",18.33,1,54,0.2017,-0.0001038,4.16284987277354
"FALSE POSITIVE",6206470,"K05252.01",68.73,0.9048,7,0.8085,2.849e-05,0.21808704717227
"FALSE POSITIVE",6277594,"K05255.01",35.91,0.9364,5,0.1239,6.355e-06,0.783492279745686
"FALSE POSITIVE",6289897,"K05260.01",62.56,0.903,5,0.4607,3.479e-05,0.255030181086519
"FALSE POSITIVE",6350031,"K05267.01",74.3,0.9045,26,0.7728,-3.665e-05,0.199077277970012
"FALSE POSITIVE",6364064,"K05271.01",28.31,0.9967,7,0.3506,6.501e-05,11.5025684931507
"FALSE POSITIVE",6364143,"K05272.01",28.45,0.9899,7,0.7871,1.976e-05,12.1150539315304
"FALSE POSITIVE",6364307,"K05273.01",32.44,0.9991,7,0.266,-0.0002488,14.3198494825964
"FALSE POSITIVE",6366559,"K05274.01",89.26,0.9124,26,0.5698,-8.845e-05,0.118559377027904
"FALSE POSITIVE",6367663,"K05275.01",52.91,0.9005,7,0.9977,-0.0003745,0.273898305084746
"CANDIDATE",6368905,"K05276.01",89.85,0.5333,7,0.5931,-0.0001856,0.141654210264076
"CANDIDATE",6372194,"K05278.01",89.88,0.6789,7,2.947,0.001977,4.66101694915254
"CANDIDATE",6387557,"K05279.01",89.41,0.8083,26,0.7228,0.0008022,0.15041975308642
"FALSE POSITIVE",6387887,"K05280.01",88.61,0.1,7,0,0.2597,-0.2826
"CANDIDATE",6443093,"K05284.01",89.79,0.9524,7,1.749,-0.0009948,23.0086206896552
"CANDIDATE",6509282,"K05287.01",83.8,0.9011,29,0,4.276e-05,0.405226960110041
"CANDIDATE",6511182,"K05288.01",89.96,0.09775,7,0.2932,-0.0002108,0.0624708624708625
"FALSE POSITIVE",6525196,"K05293.01",79.82,0.7365,18,0,0.05241,10327.6131045242
"FALSE POSITIVE",6526377,"K05295.01",65.36,0.9133,58,0,-9.844e-05,1.63088356729975
"FALSE POSITIVE",6527229,"K05296.01",89.76,0.9014,7,1.983,-0.002696,512.899758129535
"CANDIDATE",6543192,"K05297.01",83.55,0.9358,26,0.7011,-0.0002626,0.141540404040404
"FALSE POSITIVE",6543674,"K05298.01",88.66,0.1,13,0,-0.2085,-0.8439
"FALSE POSITIVE",6594945,"K05300.01",89.1,0.8147,5,1.338,-6.971e-05,0.373175416133163
"FALSE POSITIVE",6612411,"K05305.01",35.95,1,7,1.037,-4.604e-05,21.0734702519585
"FALSE POSITIVE",6615600,"K05307.01",78.62,0.8913,7,0.5732,0.006027,0.153019507066931
"FALSE POSITIVE",6634112,"K05308.01",87.87,0.9395,7,-3.579,-0.01362,782.222222222222
"CANDIDATE",6675757,"K05310.01",88.96,0.9037,26,0.6231,0.0001347,0.125375896368263
"FALSE POSITIVE",6681473,"K05312.01",89.11,0.9836,5,0.9415,-0.001616,21.4157303370786
"FALSE POSITIVE",6695801,"K05316.01",64.96,0.9014,7,0.8573,0.000119,0.220318100358423
"FALSE POSITIVE",6699562,"K05317.01",88.73,0.8663,7,0.3956,-0.001477,2961.48738379814
"CANDIDATE",6721603,"K05321.01",89.33,0.8749,13,1.109,-0.0002525,0.27598814229249
"CANDIDATE",6762188,"K05323.01",82.62,0.8878,7,-7.788,3.952e-05,38.0052890064224
"CANDIDATE",6776555,"K05327.01",87.49,0.8991,7,1.202,0.00136,0.315918869084204
"FALSE POSITIVE",6784887,"K05328.01",89.18,0.9085,7,0.9688,-0.003593,1745.75242718447
"CANDIDATE",6805414,"K05329.01",89.33,0.6669,7,1.466,0.0004163,25.9803232607168
"FALSE POSITIVE",6864891,"K05330.01",88.45,0.8398,54,1.213,-0.0009565,0.239582013932869
"CANDIDATE",6869373,"K05331.01",88.71,0.8275,26,0.4084,-9.498e-05,0.0925013683634373
"CANDIDATE",6875342,"K05332.01",87.44,0.7381,7,0.6253,-8.912e-05,0.118659881255301
"CANDIDATE",6879183,"K05333.01",86.74,0.8959,7,1.297,0.0001756,0.320826446280992
"FALSE POSITIVE",6891512,"K05335.01",81.33,0.5228,7,-2580,0,31375.7202062064
"CANDIDATE",6934045,"K05336.01",89.49,0.6814,5,1.573,-0.0002052,0.615055145090481
"FALSE POSITIVE",6948815,"K05339.01",78.29,0.7223,7,-3.822,-0.01745,1106.03112840467
"CANDIDATE",7009548,"K05341.01",89.8,0.5,7,1.255,-0.0002083,0.270696189906244
"FALSE POSITIVE",7022603,"K05346.01",89.99,0.01555,7,-5.3,0.00109,0.442663817663818
"FALSE POSITIVE",7047299,"K05351.01",89.33,0.8998,7,0.5724,0.0006981,2627.10739413248
"CANDIDATE",7107567,"K05353.01",67.39,0.942,7,-17.36,0.0003726,89.8529411764706
"FALSE POSITIVE",7115671,"K05355.01",87.49,0.1,13,0,3.484e-05,-0.04757
"CANDIDATE",7138841,"K05361.01",88.53,0.7738,7,1.119,7.506e-05,0.230918918918919
"FALSE POSITIVE",7204233,"K05371.01",88.91,0.872,7,0.5869,-0.0002413,0.138720103425986
"CANDIDATE",7213311,"K05375.01",89.8,0.8581,7,0.479,0.0001339,0.320123839009288
"FALSE POSITIVE",7352727,"K05382.01",73.11,0.9325,74,0,0.000453,0.451252538930264
"CANDIDATE",7377343,"K05384.01",88.53,0.3404,7,1.462,0.000865,5.13605926770195
"FALSE POSITIVE",7416306,"K05388.01",88.69,0.794,7,0.702,-0.0001252,0.389281129653402
"FALSE POSITIVE",7458433,"K05392.01",72.67,0.5254,7,0,5.677e-05,0.292770487744491
"FALSE POSITIVE",7516073,"K05395.01",88.9,0.9094,13,1.587,-4.935e-05,0.986386138613861
"FALSE POSITIVE",7538450,"K05396.01",89.58,0.8259,7,1.015,4.92e-06,0.559323995832851
"FALSE POSITIVE",7599004,"K05403.01",72.5,0.9981,7,-3.356,0.0005727,44.3697478991597
"FALSE POSITIVE",7658229,"K05409.01",88.55,0.9889,7,0.8031,0.001002,57.659632776103
"CANDIDATE",7662502,"K05410.01",88.18,0.9165,13,0.7362,-2.705e-05,0.1322528363047
"CANDIDATE",7672215,"K05411.01",83.63,0.8914,7,1.23,-6.418e-05,0.229949955087899
"FALSE POSITIVE",7674050,"K05412.01",89.94,0.8948,7,0.7406,0.01029,157.216828478964
"FALSE POSITIVE",7700561,"K05414.01",67.63,0.9038,7,1.112,0.02399,1.36301369863014
"CANDIDATE",7731281,"K05416.01",89.55,0.7275,7,2.213,-0.002999,1.98155822627435
"FALSE POSITIVE",7743464,"K05417.01",89.55,0.8808,7,0.1323,0.001725,481.308411214953
"CANDIDATE",7747091,"K05418.01",85.4,0.8621,7,0.9641,0.0002248,0.216198224852071
"CANDIDATE",7770901,"K05426.01",89.32,0.8037,7,1.176,-2.823e-05,0.284642541924095
"FALSE POSITIVE",7800285,"K05427.01",75.2,0.929,7,-0.3186,0.00797,83.5415325177077
"CANDIDATE",7829836,"K05433.01",88.88,0.9528,26,2.842,0.0003827,2.18427518427518
"CANDIDATE",7836096,"K05435.01",89.85,0.1865,7,0.2911,0.0001021,0.0784791965566714
"FALSE POSITIVE",7837526,"K05436.01",88.59,0.9998,5,-2.214,0.00449,2089.50452850293
"FALSE POSITIVE",7885558,"K05439.01",45.25,0.9003,7,0.4602,0.0003309,0.221954806792352
"CANDIDATE",7888863,"K05440.01",88.77,0.8143,7,1.233,0.0009787,0.280011422044546
"CANDIDATE",7900450,"K05441.01",83.44,0.9005,7,1.834,6.126e-05,1.7587539790814
"FALSE POSITIVE",7916058,"K05445.01",33.55,0.9957,7,0.2615,0.0003281,7.55087440381558
"FALSE POSITIVE",7938499,"K05448.01",32.95,0.9987,7,0.3729,-0.0001562,15.622641509434
"CANDIDATE",7941635,"K05449.01",65.79,0.9035,7,-56.6,-0.0002862,436.822603056971
"FALSE POSITIVE",7941635,"K05449.02",88.08,0.82,7,1.078,0.0002642,0.290956887486856
"CANDIDATE",8007174,"K05458.01",89.31,0.7858,7,0.7067,-0.0009903,0.175585696670777
"CANDIDATE",8009811,"K05459.01",88.87,0.8262,5,0.8834,1.641e-05,0.207351050150021
"FALSE POSITIVE",8016211,"K05460.01",41.43,0.9514,7,-6.463,0.1005,8.63977151017494
"FALSE POSITIVE",8029848,"K05463.01",60.7,0.9817,7,-5.562,0.002205,24.2815116542204
"CANDIDATE",8037038,"K05466.01",81.75,0.9318,7,0.7481,0.0001374,0.169316239316239
"FALSE POSITIVE",8043968,"K05469.01",57.96,0.8922,7,1.048,2.408e-06,0.219123968862554
"FALSE POSITIVE",8075618,"K05471.01",87.72,0.9009,7,-4.2,0.008324,1220.09202453988
"CANDIDATE",8105398,"K05475.01",89.5,0.771,5,1.66,0.0002208,1.10467289719626
"CANDIDATE",8105398,"K05475.02",85.38,0.8994,5,0.6099,3.912e-05,0.134155007772596
"CANDIDATE",8105719,"K05476.01",89.42,0.6501,26,0.7869,-0.0008715,0.182576687116564
"FALSE POSITIVE",8108437,"K05478.01",89.82,0.8977,7,1.184,-0.004186,720.241149307337
"FALSE POSITIVE",8155368,"K05481.01",74.27,0.741,7,0.71,0,967.716535433071
"CANDIDATE",8158429,"K05482.01",87.91,0.8164,7,1.712,0.0003178,0.731730924342636
"FALSE POSITIVE",8179747,"K05483.01",87.67,0.7624,7,-6.629,0.0175,2832.52258512856
"CANDIDATE",8197176,"K05485.01",84.86,0.9111,7,0.9188,-0.001317,0.554256106587713
"CANDIDATE",8197406,"K05486.01",86.13,0.9017,5,-0.4243,-0.0001595,3.13713212273012
"FALSE POSITIVE",8223655,"K05488.01",89.9,0.932,7,0,-0.01622,29.4426229508197
"FALSE POSITIVE",8242350,"K05493.01",49.04,1,5,-16.8,-3.797e-06,7.62258313998453
"FALSE POSITIVE",8255058,"K05495.01",72.02,1,7,-23.47,-0.008099,1.61748329621381
"FALSE POSITIVE",8288404,"K05498.01",89.81,0.9013,5,1.96,-0.001936,1215.96091205212
"FALSE POSITIVE",8364969,"K05508.01",88.84,0.9026,7,0.8874,0.001675,981.35426889107
"FALSE POSITIVE",8380743,"K05510.01",88.05,0.1,7,0,0.0006078,-0.8028
"CANDIDATE",8396288,"K05512.01",88.22,0.6021,7,0.4009,-0.0007064,0.090990990990991
"FALSE POSITIVE",8414914,"K05513.01",89.96,0.1,7,0,-0.3813,-2.523
"CANDIDATE",8429817,"K05515.01",87.31,0.958,7,0.8553,7.498e-05,34.3191620455946
"FALSE POSITIVE",8432034,"K05516.01",88.82,0.1,15,0,0.02501,-0.6774
"FALSE POSITIVE",8439618,"K05518.01",89.94,0.6365,7,0.434,-0.002594,0.0883099352051836
"FALSE POSITIVE",8480642,"K05521.01",88.44,0.989,7,0.4994,0.0001834,36.1095426312818
"FALSE POSITIVE",8495232,"K05524.01",88.08,0.6074,58,0.9851,-0.0003411,0.294781864841745
"FALSE POSITIVE",8507073,"K05527.01",89.81,0.7221,7,1.703,-0.04469,1467.4262342974
"FALSE POSITIVE",8509781,"K05529.01",89.34,0.9945,5,1.575,-0.0002632,1675.81227436823
"FALSE POSITIVE",8552607,"K05542.01",65.29,0.9,7,0.9612,0.0001234,0.295009784735812
"CANDIDATE",8560475,"K05543.01",83.94,0.986,29,-30.66,-9.763e-05,24.9142857142857
"FALSE POSITIVE",8561192,"K05544.01",88.8,0.1,7,0,0.463,-1.594
"CANDIDATE",8644545,"K05552.01",89.81,0.8749,32,1.393,0.0007588,0.325853242320819
"CANDIDATE",8644911,"K05553.01",89.47,0.6976,7,1.129,-0.0004327,0.295536869340233
"CANDIDATE",8715589,"K05563.01",88.22,0.6958,7,0.5068,0.0001219,0.278284547311096
"FALSE POSITIVE",8718273,"K05564.01",72.1,1,58,0,3.666e-05,44.24616792496
"CANDIDATE",8741367,"K05566.01",64.09,0.8994,13,-1.359,0.0001374,0.164698472681467
"FALSE POSITIVE",8742270,"K05567.01",89.86,0.9524,26,2.032,-0.0006697,202.744310575636
"CANDIDATE",8745553,"K05568.01",88.44,0.7733,5,0.7749,3.98e-05,0.215022860875245
"FALSE POSITIVE",8747222,"K05569.01",76.62,0.9017,29,0,-0.01155,1.32292460015232
"FALSE POSITIVE",8766285,"K05571.01",47.99,0.8575,15,3.584,-0.0001377,1.00805008944544
"FALSE POSITIVE",8823893,"K05575.01",59.98,0.9011,7,0.8352,8.82e-05,0.204781894506297
"CANDIDATE",8891684,"K05581.01",89.57,0.91,7,1.819,-0.000438,2.21067917783735
"FALSE POSITIVE",8904714,"K05582.01",81.86,0.9817,7,-0.04351,-0.05243,16.0100888782128
"FALSE POSITIVE",8935352,"K05584.01",89.4,0.1,7,0,0,-1.789
"FALSE POSITIVE",8939211,"K05586.01",50.38,1,7,0.5911,-3.746e-05,1.25368731563422
"FALSE POSITIVE",8939650,"K05587.01",73.14,0.9702,7,-206.3,0.0001944,3087.54314402259
"CANDIDATE",9011877,"K05597.01",82.82,0.918,26,1.013,4.68e-06,0.229028397345229
"CANDIDATE",9018021,"K05600.01",80.31,0.8509,7,0.6762,0.000241,0.411727912431587
"FALSE POSITIVE",9026007,"K05602.01",89.89,0.6926,26,0.8894,1.517e-05,0.194828744123573
"CANDIDATE",9047416,"K05605.01",82.66,0.9446,7,1.053,0.0007708,1.24929402462442
"FALSE POSITIVE",9049550,"K05606.01",89.45,0.8998,7,-0.03618,-0.006712,80.5379746835443
"FALSE POSITIVE",9049697,"K05607.01",55.05,0.901,7,0.9531,0.001099,0.259819413092551
"FALSE POSITIVE",9101279,"K05614.01",88.56,0.1,7,0,0,-0.9834
"FALSE POSITIVE",9108058,"K05615.01",88.52,0.1,7,0,0,-0.6635
"FALSE POSITIVE",9116075,"K05617.01",81.44,0.9998,7,0.2049,-0.006806,12.6137689614936
"CANDIDATE",9141355,"K05622.01",89.64,0.8981,7,2.784,0.0009816,2.00843170320405
"FALSE POSITIVE",9142225,"K05623.01",89.85,0.6067,26,0.7995,0.0004997,0.163380855397149
"CANDIDATE",9147012,"K05625.01",87.3,0.919,7,3.236,0.0001779,3.27541142303969
"CANDIDATE",9157030,"K05628.01",88.74,0.75,7,0.4209,-0.0005274,0.107484407484407
"CANDIDATE",9166700,"K05632.01",89.76,0.8008,5,2.157,7.249e-05,1.66876839007987
"FALSE POSITIVE",9180282,"K05636.01",75.17,0.9016,7,1.847,-0.007168,0.61250417920428
"FALSE POSITIVE",9268456,"K05647.01",89.87,0.1,72,0,-0.001312,-0.2478
"CANDIDATE",9282853,"K05651.01",87.93,0.8437,7,2.227,0.0004665,0.733876017532874
"FALSE POSITIVE",9304976,"K05654.01",87.78,0.9516,13,2.525,0.0003155,1.4316715542522
"FALSE POSITIVE",9390655,"K05662.01",86.95,0.899,7,0.9846,0.0004458,0.252514919011083
"CANDIDATE",9391817,"K05663.01",89.3,0.7769,26,1.479,-4.871e-05,0.363764501789006
"FALSE POSITIVE",9394762,"K05664.01",89.48,0.7272,7,0.9524,0.004943,0.213544415127529
"FALSE POSITIVE",9402670,"K05667.01",68.06,0.4374,7,0.1612,0.000157,0.095999338733675
"FALSE POSITIVE",9418508,"K05672.01",86.36,0.9746,7,0.4113,9.188e-05,11.3141862489121
"CANDIDATE",9456887,"K05677.01",87.37,0.9042,26,0.623,5.948e-05,0.137320574162679
"FALSE POSITIVE",9474485,"K05683.01",88.41,0.1,7,0,0,-0.4012
"FALSE POSITIVE",9489348,"K05686.01",14.47,0.9901,7,0,-0.0001299,15.5174740250978
"CANDIDATE",9532603,"K05688.01",84.11,0.9892,7,0.1619,-0.0009205,4.47643371256095
"CANDIDATE",9575728,"K05692.01",76.13,0.9021,26,0.6338,-0.0001907,0.166540499621499
"FALSE POSITIVE",9591728,"K05695.01",87.19,0.8996,7,-3.979,-0.004668,404.576856649395
"FALSE POSITIVE",9594184,"K05696.01",89.24,0.6786,7,0.4872,-0.0004015,0.126861838726246
"FALSE POSITIVE",9602595,"K05700.01",88.56,0.1,7,0,0,-0.6475
"CANDIDATE",9715631,"K05706.01",89.94,0.1991,7,0.7824,-0.001388,0.171975877970912
"CANDIDATE",9724993,"K05708.01",86.16,0.8765,26,-7.398,0.01187,1753.65131242978
"FALSE POSITIVE",9775475,"K05711.01",89.71,0.8465,15,1.636,0.0005151,73.9489194499018
"FALSE POSITIVE",9780149,"K05713.01",83.32,0.9092,13,0.535,0.001818,0.134476667157368
"FALSE POSITIVE",9786017,"K05714.01",71.1,0.6962,7,-225.8,0.0007789,1634.22291993721
"FALSE POSITIVE",9838414,"K05717.01",55.85,0.9043,7,0.247,-0.001556,0.576943699731903
"FALSE POSITIVE",9839030,"K05719.01",87.56,0.7952,7,0.5123,-0.0002791,0.0905163329820864
"FALSE POSITIVE",9845931,"K05721.01",89.37,0.8029,7,0.6916,-0.004523,0.129643041903777
"FALSE POSITIVE",9847239,"K05722.01",88.97,0.9494,7,0.8977,-0.0005375,294.306184012066
"FALSE POSITIVE",9850843,"K05724.01",82.59,0.8517,7,0.7381,-0.0001549,0.147668038408779
"FALSE POSITIVE",9896438,"K05728.01",88.6,0.8835,15,0.7857,-0.01309,12.5649350649351
"FALSE POSITIVE",9899514,"K05729.01",55.47,0.8734,7,0.8217,0.0006939,0.2204
"FALSE POSITIVE",9899607,"K05730.01",53.54,0.891,7,0.8438,0.0001715,0.199736466454376
"FALSE POSITIVE",9908486,"K05731.01",88.77,0.9802,29,0.09934,0.002045,9.38660209846651
"CANDIDATE",9910043,"K05732.01",87.82,0.8381,7,1.171,0.0008732,0.237754010695187
"FALSE POSITIVE",9911112,"K05733.01",73.54,0.9,7,-62.14,-0.00329,224.43617254215
"FALSE POSITIVE",9934274,"K05735.01",66.08,0.9842,5,1.102,-3.558e-05,1.16666666666667
"CANDIDATE",9935983,"K05736.01",89.84,0.816,26,0.24,-0.0002445,0.0481316003249391
"FALSE POSITIVE",9941387,"K05738.01",89.95,0.1,7,0,0.003534,-0.8408
"FALSE POSITIVE",9941550,"K05739.01",89.89,0.6225,29,1.899,-0.0004244,0.526479378362224
"FALSE POSITIVE",9954225,"K05742.01",88.94,0.1,7,0,0,-0.6029
"FALSE POSITIVE",9957659,"K05743.01",88.49,0.8474,7,1.894,-0.09408,7.55548890221956
"FALSE POSITIVE",9957668,"K05744.01",88.71,0.9398,5,-7.563,-0.03083,6123.24814509481
"FALSE POSITIVE",9962595,"K05745.01",88.18,0.9479,7,-1.268,-0.01511,527.107061503417
"CANDIDATE",9993683,"K05748.01",87.92,0.8596,26,0.8597,0.0002777,0.201615271659324
"FALSE POSITIVE",10002266,"K05750.01",89.56,0.3853,7,0.4526,-0.001798,0.0909572706194104
"CANDIDATE",10004772,"K05752.01",78.86,0.8925,14,0,-2.277e-05,0.32430613961312
"FALSE POSITIVE",10006096,"K05753.01",89.98,0.1,7,0,0.009374,-0.8217
"FALSE POSITIVE",10007492,"K05754.01",70.35,0.9799,58,-37.08,-0.005959,117.427385892116
"FALSE POSITIVE",10023469,"K05757.01",88.38,0.8619,7,0.8708,0.02233,0.198088531187123
"CANDIDATE",10083325,"K05761.01",86.27,0.8985,5,0.6122,-5.074e-05,0.14072854948431
"CANDIDATE",10090854,"K05762.01",87.21,0.9022,7,0.699,-0.0004612,0.142560103963613
"FALSE POSITIVE",10141271,"K05768.01",87.38,0.8835,7,0.8207,-0.0001733,0.1790820165538
"CANDIDATE",10146103,"K05769.01",84.15,0.8793,26,0.6528,0.0001279,0.13218163869694
"FALSE POSITIVE",10189542,"K05773.01",88.93,0.8344,7,0.4848,-0.001943,0.0982215036378334
"FALSE POSITIVE",10191056,"K05774.01",68.42,0.8937,7,0,0.08165,14846.7532467532
"FALSE POSITIVE",10227881,"K05780.01",32.67,0.9959,7,0.3591,-0.0003947,12.8143240258716
"FALSE POSITIVE",10320341,"K05786.01",88.79,0.9047,7,0.1509,-0.0168,2002.81888653982
"CANDIDATE",10394802,"K05790.01",89.66,0.8828,26,2.369,0.0005828,1.15974400803112
"FALSE POSITIVE",10416390,"K05792.01",89.61,0.9233,7,1.754,-0.006552,26.1748251748252
"FALSE POSITIVE",10470779,"K05796.01",89.84,0.7903,26,1.252,0.0001243,0.307308584686775
"FALSE POSITIVE",10480952,"K05797.01",89.16,0.1,13,0,0,-0.7132
"CANDIDATE",10525077,"K05800.01",85.05,0.8436,7,0.6786,-7.34e-05,0.129054520358868
"FALSE POSITIVE",10547378,"K05802.01",53.84,1,7,0.6287,-1.635e-05,1.76525336091003
"FALSE POSITIVE",10551346,"K05804.01",82.35,0.9035,7,1.949,0.0003185,0.851166965888689
"FALSE POSITIVE",10552151,"K05805.01",89.6,0.9941,26,0.2136,5.928e-07,7.95283327874222
"FALSE POSITIVE",10616656,"K05814.01",88.59,0.9676,5,-12.62,0.0004715,4100.70701845146
"CANDIDATE",10658177,"K05817.01",88.94,0.8688,26,1.362,0.0001415,0.390076335877863
"FALSE POSITIVE",10661679,"K05818.01",49.78,0.9018,7,0.9321,-0.0002386,0.215751320801081
"FALSE POSITIVE",10724569,"K05823.01",43.85,0.8993,7,0.4978,-0.0001547,0.148349514563107
"CANDIDATE",10777591,"K05827.01",65.43,0.9689,13,1.346,-2.691e-05,1.11964631113567
"CANDIDATE",10813078,"K05831.01",86.15,0.8974,7,1.439,0.001006,0.322254335260116
"FALSE POSITIVE",10817600,"K05832.01",80.29,0.9013,7,-0.02742,-0.005413,0.405210420841683
"CANDIDATE",10850327,"K05833.01",89.52,0.9529,5,1.879,1.053e-05,5.15642369382245
"FALSE POSITIVE",10855545,"K05834.01",88.72,0.8428,7,0.7589,0.0006026,0.158347876672484
"FALSE POSITIVE",10905641,"K05840.01",89.71,0.8256,5,1.133,0.0002903,0.284518167456556
"FALSE POSITIVE",10920086,"K05841.01",88.82,0.6999,5,1.933,7.567e-05,0.762892078681552
"CANDIDATE",10933306,"K05842.01",88.96,0.8228,7,0.9637,-0.000653,0.190064516129032
"CANDIDATE",10967168,"K05845.01",87.22,0.8756,5,1.77,-0.0001129,0.455363658477256
"FALSE POSITIVE",10977671,"K05846.01",87.79,0.9734,32,2.131,0.0001378,1.7664851784634
"CANDIDATE",11026582,"K05854.01",89.69,0.6741,7,1.967,6.771e-05,1.09873751648766
"CANDIDATE",11036168,"K05855.01",89.69,0.9263,26,2.454,-0.001473,1.65934669228658
"CANDIDATE",11037818,"K05856.01",89.49,0.7473,26,0.8835,0.0001785,0.223937677053824
"FALSE POSITIVE",11046870,"K05858.01",87.3,0.8983,7,0.6876,-0.007549,0.12131455399061
"FALSE POSITIVE",11076176,"K05862.01",88.42,0.1,7,0,0.0002091,-0.505
"FALSE POSITIVE",11090561,"K05865.01",87.54,0.9692,29,1.34,0.003645,38.9926332019873
"CANDIDATE",11152511,"K05874.01",89.69,0.6886,26,1.153,0.0001057,0.283353884093711
"CANDIDATE",11176166,"K05875.01",82.69,0.9643,7,1.892,-0.0001504,1.12804209603157
"FALSE POSITIVE",11176166,"K05875.02",85.34,0.8866,7,0.5139,-0.0003425,0.083392786365438
"FALSE POSITIVE",11341314,"K05887.01",84.56,0.4205,26,1.029,3.864e-05,0.287701317715959
"FALSE POSITIVE",11401845,"K05894.01",88,0.1,7,0,-0.0006735,-0.5695
"CANDIDATE",11407847,"K05895.01",80.25,0.8892,7,1.258,-6.667e-05,0.342836676217765
"CANDIDATE",11456256,"K05901.01",84.49,0.958,5,1.483,-1.467e-05,1.87013564598621
"FALSE POSITIVE",11506938,"K05906.01",59.22,1,5,-0.0254,1.541e-05,14.2480620155039
"FALSE POSITIVE",11513441,"K05908.01",88.62,0.9852,7,0.5229,-0.005617,12.0776147657359
"CANDIDATE",11520114,"K05909.01",83.2,0.9447,7,1.481,0.0006161,0.471683168316832
"FALSE POSITIVE",11599937,"K05915.01",89.07,0.772,7,0.6483,0.0003558,0.133425605536332
"CANDIDATE",11601425,"K05917.01",88.65,0.9287,7,1.386,0.0006608,0.329475982532751
"FALSE POSITIVE",11601972,"K05919.01",89.62,0.7362,13,1.348,-0.0001107,0.328727025187202
"FALSE POSITIVE",11615258,"K05922.01",89.8,0.8709,7,0.9326,-0.001309,0.174603759675636
"CANDIDATE",11674709,"K05928.01",90,0.03868,5,0,0,0.062962962962963
"CANDIDATE",11716643,"K05929.01",89.93,0.4726,7,2.112,-0.0003525,1.01988351074513
"CANDIDATE",11803074,"K05932.01",88.87,0.919,7,2.392,-0.001642,1.91759465478842
"FALSE POSITIVE",11905398,"K05940.01",88.97,0.7431,7,0.6337,0.0002387,0.138943661971831
"CANDIDATE",11923213,"K05943.01",88.88,0.9013,26,0.6553,0.0001892,0.124505928853755
"FALSE POSITIVE",11924426,"K05944.01",89.97,0.1,7,0,-0.04084,-1.035
"FALSE POSITIVE",11968514,"K05947.01",67.59,0.9239,58,0,0.04534,0.926862611073137
"FALSE POSITIVE",12253490,"K05961.01",88.6,0.9506,7,2.44,-0.00274,448.62518089725
"FALSE POSITIVE",12257851,"K05962.01",72.8,0.4353,7,0,-1.08e-05,0.0903762662807525
"FALSE POSITIVE",12265150,"K05963.01",79.42,0.9007,7,1.462,0.0006147,0.418064976794002
"CANDIDATE",12300524,"K05964.01",87.84,0.8703,7,0.81,0.0001401,0.162758051197358
"CANDIDATE",12349560,"K05965.01",89.29,0.6883,7,0.3678,0.0001276,0.095273631840796
"CANDIDATE",12554212,"K05974.01",82.91,0.901,13,0.6112,0.0001091,0.148376903188739
"FALSE POSITIVE",12645761,"K05976.01",67.86,1,7,-620.5,-0.0007391,447.312875466796
"FALSE POSITIVE",12736658,"K05980.01",58.89,0.9007,7,2.308,0.002411,96.1438561438562
"FALSE POSITIVE",2309587,"K05982.01",82.24,0.6986,7,-20.11,0,2076.95327836671
"FALSE POSITIVE",2445134,"K05983.01",89.76,0.1,7,0,0.01428,-0.8721
"FALSE POSITIVE",3241344,"K05984.01",89.67,0.1,7,0,-0.07409,-0.7834
"FALSE POSITIVE",3347485,"K05985.01",75.74,1,7,0.9525,0.0001364,127.138157894737
"FALSE POSITIVE",3530668,"K05986.01",87.14,0.247,13,-2.745,0.001262,869.958847736626
"FALSE POSITIVE",3532985,"K05987.01",81.35,0.9324,58,-15.59,0.0004389,52.8571428571429
"FALSE POSITIVE",3831911,"K05988.01",89.08,0.9999,54,1.309,-0.02502,37.7816291161178
"FALSE POSITIVE",3852258,"K05989.01",76.84,1,29,0,-0.005822,17.8283350568769
"FALSE POSITIVE",3858919,"K05990.01",72.88,0.9807,7,0.7454,-0.001,8.15070774354704
"FALSE POSITIVE",3869326,"K05991.01",81.77,1,78,-3.666,0,1.8663318986131
"FALSE POSITIVE",3971315,"K05992.01",83.12,1,7,2.139,0.0106,46.06135986733
"FALSE POSITIVE",4037428,"K05993.01",85.45,0.9001,7,0.1805,-0.0004055,1108.31234256927
"FALSE POSITIVE",4049124,"K05994.01",87.46,0.5665,7,3.22,0.02935,792.47572815534
"FALSE POSITIVE",4275328,"K05995.01",77.39,0.9996,7,1.438,-0.001957,257.358135154226
"FALSE POSITIVE",4753561,"K05996.01",76.13,0.9865,18,1.141,-0.00726,28.2168961414244
"FALSE POSITIVE",4912991,"K05997.01",84.83,0.9591,5,-5.585,-0.03816,2615.84454409566
