"koi_disposition","kepid","kepoi_name","tce_chisq1","tce_steff_prov","boot_fap","tce_fwm_pdeco"
"CANDIDATE",7050989,"K00312.02",458.3,23,0,-4.267e-05
"CANDIDATE",7419318,"K00313.01",517.7,15,0,-3.009e-05
"CANDIDATE",7419318,"K00313.02",1163,15,0,3.286e-06
"CANDIDATE",7603200,"K00314.01",668.5,41,0,6.723e-05
"CANDIDATE",7603200,"K00314.02",442.5,41,0,8.338e-05
"CANDIDATE",7603200,"K00314.03",656.8,41,1.0372e-42,-4.545e-05
"CANDIDATE",7700622,"K00315.01",890.6,23,0,-3.147e-05
"CANDIDATE",8008067,"K00316.01",705.7,23,0,-0.0008024
"CANDIDATE",8008067,"K00316.02",66.95,23,7.62689999999999e-160,-0.0009338
"CANDIDATE",8008067,"K00316.03",1004,23,4.953e-234,-0.0003585
"CANDIDATE",8121310,"K00317.01",311,23,0,8.469e-05
"CANDIDATE",8121310,"K00317.02",667,23,2.0123e-13,-2.532e-05
"CANDIDATE",8156120,"K00318.01",520.9,23,0,2.315e-05
"CANDIDATE",8684730,"K00319.01",895.7,0,0,-0.0001013
"FALSE POSITIVE",8700558,"K00320.01",1724,5,0,0.0004418
"CANDIDATE",8753657,"K00321.01",3694,23,0,2.52e-05
"CANDIDATE",8753657,"K00321.02",1593,23,4.6605e-89,-3.827e-05
"FALSE POSITIVE",8948424,"K00322.01",2746,14,0,-0.003887
"CANDIDATE",9139084,"K00323.01",1151,23,0,9.678e-05
"FALSE POSITIVE",9641041,"K00324.01",4029,5,0,-0.0001347
"FALSE POSITIVE",9724984,"K00325.01",914.7,5,0,0.01469
"CANDIDATE",9880467,"K00326.01",735.1,4,0,0.0001289
"CANDIDATE",9880467,"K00326.02",53.32,4,3.9025e-25,0.0005978
"CANDIDATE",9881662,"K00327.01",2429,23,0,6.348e-06
"CANDIDATE",9881662,"K00327.02",101.4,23,1.7849e-46,-0.0001094
"FALSE POSITIVE",9895004,"K00328.01",3302,4,0,0.001032
"FALSE POSITIVE",10031885,"K00329.01",755.6,5,2.3763e-218,-0.0004832
"CANDIDATE",11361646,"K00330.01",993.8,31,0,1.957e-05
"CANDIDATE",11361646,"K00330.02",3692,31,1.3874e-46,5.368e-05
"CANDIDATE",10285631,"K00331.01",457.1,23,1.0899e-300,-7.162e-05
"CANDIDATE",10285631,"K00331.02",503.6,23,6.4338e-14,1.633e-05
"CANDIDATE",10290666,"K00332.01",1142,23,0,1.265e-05
"CANDIDATE",10290666,"K00332.02",848.8,23,1.5494e-18,1.767e-05
"CANDIDATE",10337258,"K00333.01",527,5,0,0.0001279
"FALSE POSITIVE",10383687,"K00334.01",1040,13,3.7691e-133,-0.006247
"FALSE POSITIVE",10470206,"K00335.01",174.4,8,0,0.000406
"FALSE POSITIVE",10518725,"K00336.01",456.1,5,5.025e-43,0.003171
"CANDIDATE",10545066,"K00337.01",316.7,31,3.8537e-170,-2.486e-05
"CANDIDATE",10552611,"K00338.01",846.1,15,0,-7.746e-05
"CANDIDATE",10552611,"K00338.02",1876,15,2.3095e-33,6.066e-05
"CANDIDATE",10587105,"K00339.01",3322,15,0,-9.879e-05
"CANDIDATE",10587105,"K00339.02",443.3,15,1.1731e-149,-9.701e-05
"CANDIDATE",10587105,"K00339.03",135.2,15,2.7305e-72,-1.611e-06
"FALSE POSITIVE",10616571,"K00340.01",77800,2,0,0
"CANDIDATE",10878263,"K00341.01",804.3,23,0,9.287e-06
"CANDIDATE",10878263,"K00341.02",1172,23,0,0.0001348
"CANDIDATE",10982872,"K00343.01",1745,15,0,4.288e-05
"CANDIDATE",10982872,"K00343.02",3508,15,0,-7.255e-06
"CANDIDATE",10982872,"K00343.03",153.4,15,4.8282e-40,-2.603e-05
"CANDIDATE",11015108,"K00344.01",261.5,23,0,-0.000164
"CANDIDATE",11074541,"K00345.01",253.8,2,0,-5.119e-05
"CANDIDATE",11100383,"K00346.01",449.2,31,0,-0.0001493
"CANDIDATE",11189127,"K00347.01",25490,13,0,-0.00302
"CANDIDATE",11194032,"K00348.01",401.9,31,0,4.054e-05
"CANDIDATE",11394027,"K00349.01",480.1,31,0,-0.0004363
"CANDIDATE",11395587,"K00350.01",561,31,1.2897e-173,-5.194e-05
"CANDIDATE",11442793,"K00351.01",894.2,23,0,0.000427
"CANDIDATE",11442793,"K00351.02",1046,23,0,0.0004105
"CANDIDATE",11442793,"K00351.03",97.79,23,9.74009999999999e-153,-0.0002498
"CANDIDATE",11442793,"K00351.04",77.89,23,2.0642e-100,0.0001046
"CANDIDATE",11442793,"K00351.05",61.44,23,4.8741e-51,-0.0001436
"CANDIDATE",11442793,"K00351.06",958.5,23,2.3352e-47,4.227e-05
"CANDIDATE",11442793,"K00351.07",806.7,23,4.4487e-44,-0.0001304
"CANDIDATE",11521793,"K00352.01",375.8,15,6.30589999999999e-262,0
"CANDIDATE",11521793,"K00352.02",519.6,15,4.0391e-40,0
"CANDIDATE",11566064,"K00353.01",489.3,15,0,-0.0002041
"CANDIDATE",11566064,"K00353.02",257.9,15,4.3062e-63,-4.687e-06
"CANDIDATE",11566064,"K00353.03",687.1,15,4.4671e-15,7.65e-06
"CANDIDATE",11568987,"K00354.01",492.4,4,0,-5.72e-05
"CANDIDATE",11568987,"K00354.02",1030,4,8.4615e-63,-1.761e-05
"CANDIDATE",11621223,"K00355.01",1567,23,0,-1.855e-05
"CANDIDATE",11624249,"K00356.01",6018,5,0,-6.571e-05
"FALSE POSITIVE",12017140,"K00358.01",181000,18,0,-0.006728
"FALSE POSITIVE",12106929,"K00359.01",1351,5,0,-0.001072
"FALSE POSITIVE",12107021,"K00360.01",753.8,4,1.1609e-190,0.000375
"CANDIDATE",12404954,"K00361.01",2402,23,4.3312e-294,-1.063e-05
"FALSE POSITIVE",1571511,"K00362.01",28260,5,0,9.951e-05
"FALSE POSITIVE",2438070,"K00363.01",3502,5,0,-0.004085
"CANDIDATE",11623629,"K00365.01",304.7,23,0,-0.0001404
"CANDIDATE",3545478,"K00366.01",662.3,4,0,-8.289e-05
"CANDIDATE",4815520,"K00367.01",471,23,0,8.014e-08
"FALSE POSITIVE",6603043,"K00368.01",11380,8,0,0.0001117
"CANDIDATE",7175184,"K00369.01",1287,23,8.90399999999999e-209,-2.911e-06
"CANDIDATE",7175184,"K00369.02",740.7,23,2.2959e-143,1.473e-05
"CANDIDATE",8494142,"K00370.01",243.9,17,0,-2.254e-05
"CANDIDATE",8494142,"K00370.02",338.7,17,2.4537e-129,4.971e-05
"FALSE POSITIVE",5652983,"K00371.01",36.94,0,1.0553e-245,0.0004052
"CANDIDATE",6471021,"K00372.01",1751,42,0,0.0007538
"CANDIDATE",7364176,"K00373.01",76.88,23,0,-1.887e-05
"CANDIDATE",8686097,"K00374.01",132.2,23,0,-0.00026
"FALSE POSITIVE",12643589,"K00376.01",729.4,5,0,0.04227
"FALSE POSITIVE",12643589,"K00376.02",5054,5,3.156e-224,0.000995
"CANDIDATE",3323887,"K00377.01",10610,43,-1,0.0004035
"FALSE POSITIVE",2449074,"K00378.01",1674,13,8.55319999999999e-157,-0.008007
"FALSE POSITIVE",2446113,"K00379.01",1116,15,0,-4.298e-05
"CANDIDATE",2446113,"K00379.02",322.3,15,8.248e-29,-0.0001179
"FALSE POSITIVE",2452450,"K00380.01",1382,18,0,0.00778
"FALSE POSITIVE",3230578,"K00381.01",1560,13,0,0.0002694
"FALSE POSITIVE",3231137,"K00382.01",2179,5,0,0.00862
"CANDIDATE",3353050,"K00384.01",1292,23,0,-3.706e-05
"CANDIDATE",3446746,"K00385.01",542.1,31,7.21359999999999e-236,0.0001171
"CANDIDATE",3656121,"K00386.01",211.5,15,0,-0.0001187
"CANDIDATE",3656121,"K00386.02",83.12,15,4.3212e-151,0.0006536
"CANDIDATE",3733628,"K00387.01",634.2,4,0,-0.0001153
"CANDIDATE",3831053,"K00388.01",1482,2,0,-1.078e-05
"FALSE POSITIVE",3847708,"K00389.01",2309,5,0,-0.002733
"FALSE POSITIVE",3849155,"K00390.01",6898,5,0,0.0006628
"FALSE POSITIVE",3858804,"K00391.01",628.3,4,1.3979e-259,-0.001892
"CANDIDATE",3942670,"K00392.01",245.6,15,7.6925e-99,-0.0004271
"CANDIDATE",3942670,"K00392.02",636.1,15,4.0682e-23,9.193e-06
"CANDIDATE",3964109,"K00393.01",271.7,23,1.7421e-233,-3.387e-05
"FALSE POSITIVE",4159347,"K00394.01",688.7,5,0,0.001621
"FALSE POSITIVE",4165960,"K00395.01",958,18,7.06289999999999e-272,0.002168
"CANDIDATE",4252322,"K00396.01",748.7,5,0,0.001457
"FALSE POSITIVE",4376644,"K00397.01",2097,5,0,-0.004124
"CANDIDATE",9946525,"K00398.01",531.1,26,0,-0.001273
"CANDIDATE",9946525,"K00398.02",1998,26,0,-0.0001652
"CANDIDATE",9946525,"K00398.03",3901,26,9.58449999999999e-271,-0.0001254
"FALSE POSITIVE",7289157,"K00399.01",2350000,4,-1,0
"FALSE POSITIVE",2695110,"K00400.01",928,5,0,0.02695
"CANDIDATE",3217264,"K00401.01",326.2,15,0,-0.0001831
"CANDIDATE",3217264,"K00401.02",54.49,15,0,0.0002509
"CANDIDATE",3217264,"K00401.03",114.1,15,2.0674e-62,-0.0003375
"FALSE POSITIVE",3342592,"K00402.01",44510,5,0,0.02083
"FALSE POSITIVE",4247092,"K00403.01",682.4,31,0,-0.0002615
"FALSE POSITIVE",4949751,"K00404.01",1184,5,0,0.01915
"FALSE POSITIVE",5003117,"K00405.01",153600,5,0,0.001177
"FALSE POSITIVE",5035972,"K00406.01",4033,5,0,-0.003767
"FALSE POSITIVE",5218441,"K00407.01",7329,5,-1,0.0002254
"CANDIDATE",5351250,"K00408.01",979.2,15,0,-0.0001835
"CANDIDATE",5351250,"K00408.02",548.1,15,0,-0.0001034
"CANDIDATE",5351250,"K00408.03",236,15,2.0811e-112,-0.0003213
"CANDIDATE",5351250,"K00408.04",1926,15,2.6847e-53,-0.0001644
"FALSE POSITIVE",5351250,"K00408.05",79.46,15,2.2888e-13,0.0004378
"CANDIDATE",5444548,"K00409.01",671.6,31,0,-4.695e-05
"FALSE POSITIVE",5449777,"K00410.01",1984,5,0,0.0006684
"FALSE POSITIVE",5478055,"K00411.01",471.6,5,4.703e-233,0.006505
"CANDIDATE",5683743,"K00412.01",4081,5,0,-0.0006801
"CANDIDATE",5791986,"K00413.01",524.6,5,0,-7.136e-05
"CANDIDATE",5791986,"K00413.02",267,5,3.711e-140,0.0003534
"FALSE POSITIVE",5872150,"K00414.01",14420,5,0,-0.003894
"FALSE POSITIVE",5872150,"K00414.02",1768,5,1.4316e-252,0.003217
"CANDIDATE",6289650,"K00415.01",330.6,31,0,0.001017
"CANDIDATE",6508221,"K00416.01",574.1,23,0,5.89e-05
"CANDIDATE",6508221,"K00416.02",150,23,0,0.0001687
"CANDIDATE",6508221,"K00416.03",733.6,23,2.097e-19,-0.0002065
"FALSE POSITIVE",6879865,"K00417.01",1835,5,0,-1.645e-07
"FALSE POSITIVE",7975727,"K00418.01",7633,5,0,0.0008023
"FALSE POSITIVE",8219673,"K00419.01",3642,5,0,-0.006949
"CANDIDATE",8352537,"K00420.01",1505,5,0,0.0003133
"CANDIDATE",9115800,"K00421.01",7382,5,0,0.001585
"FALSE POSITIVE",9214713,"K00422.01",309.8,5,0,-0.00216
"CANDIDATE",9478990,"K00423.01",1923,44,0,2.354e-05
"FALSE POSITIVE",9597411,"K00424.01",199200,5,0,-3.618e-05
"FALSE POSITIVE",9967884,"K00425.01",4137,5,0,0.00222
"CANDIDATE",10016874,"K00426.01",410.6,5,0,0.0001953
"CANDIDATE",10189546,"K00427.01",304,26,0,-0.002415
"CANDIDATE",10189546,"K00427.02",152.5,26,1.9371e-154,-0.0008018
"CANDIDATE",10189546,"K00427.03",77.04,26,3.5372e-34,-0.0006225
"CANDIDATE",10418224,"K00428.01",3624,45,0,0.0001109
"CANDIDATE",10616679,"K00429.01",1009,5,0,-0.0004517
"CANDIDATE",10717241,"K00430.01",454.4,46,0,-0.0002181
"CANDIDATE",10717241,"K00430.02",604.2,46,2.3488e-23,0.0004113
"CANDIDATE",10843590,"K00431.01",389.9,5,0,2.126e-05
"CANDIDATE",10843590,"K00431.02",181.4,5,2.0783e-179,0.0002681
"CANDIDATE",10858832,"K00432.01",1334,5,0,-0.000224
"CANDIDATE",10937029,"K00433.01",1019,23,0,0.002356
"CANDIDATE",10937029,"K00433.02",1948,23,0,0.0003548
"FALSE POSITIVE",11656302,"K00434.01",24740,5,0,-0.006245
"CANDIDATE",11709124,"K00435.01",420.2,15,0,0.0004661
"CANDIDATE",11709124,"K00435.03",1160,15,1.2675e-273,0.0002762
"CANDIDATE",11709124,"K00435.04",1775,15,1.6241e-129,4.654e-05
"CANDIDATE",11709124,"K00435.05",176.9,15,1.7809e-93,1.688e-06
"CANDIDATE",11709124,"K00435.06",702.5,15,1.6771e-45,0.0002928
"CANDIDATE",11805075,"K00436.01",12080,5,0,-0.000392
"FALSE POSITIVE",11824222,"K00437.01",5482,5,0,0.002232
"CANDIDATE",12302530,"K00438.01",1344,29,0,-0.0002905
"CANDIDATE",12302530,"K00438.02",128.7,29,3.5245e-148,-0.00095
"CANDIDATE",12470954,"K00439.01",6313,15,0,0.0001804
"CANDIDATE",2438264,"K00440.01",547.2,15,0,-0.0004335
"CANDIDATE",2438264,"K00440.02",1320,15,0,-0.0005214
"FALSE POSITIVE",3340312,"K00441.01",320.2,18,3.7667e-304,0.03376
"CANDIDATE",3745690,"K00442.01",618.7,15,0,-0.0003827
"CANDIDATE",3745690,"K00442.02",4819,15,1.0623e-232,-0.0001034
"CANDIDATE",3745690,"K00442.03",916.2,15,3.6055e-54,-0.0004404
"CANDIDATE",3833007,"K00443.01",477.5,5,0,6.349e-06
"CANDIDATE",3847138,"K00444.01",672.7,31,0,6.365e-06
"CANDIDATE",4633570,"K00446.01",382,5,4.1417e-226,-0.0004529
"CANDIDATE",4633570,"K00446.02",193.2,5,2.4029e-163,0.0003033
"FALSE POSITIVE",5021176,"K00447.01",1730,5,0,-0.03819
"CANDIDATE",5640085,"K00448.01",735.8,29,0,0.0001894
"CANDIDATE",5640085,"K00448.02",545.6,29,8.85039999999999e-135,0.001232
"FALSE POSITIVE",5779852,"K00449.01",328.3,5,0,0.0003162
"FALSE POSITIVE",6042214,"K00450.01",369.9,5,0,-0.003059
"FALSE POSITIVE",6200715,"K00451.01",2082,5,0,-0.004278
"CANDIDATE",6291033,"K00452.01",2519,8,0,-9.277e-05
"FALSE POSITIVE",6758917,"K00453.01",19030,5,-1,-0.0001041
"CANDIDATE",7098355,"K00454.01",236.7,5,6.15039999999999e-282,-0.0003893
"FALSE POSITIVE",7101828,"K00455.01",145.5,5,7.34389999999999e-211,-0.01643
"CANDIDATE",7269974,"K00456.01",650.3,26,0,6.969e-05
"CANDIDATE",7269974,"K00456.02",1577,26,1.7409e-191,-0.0001496
"CANDIDATE",7440748,"K00457.01",1508,15,0,5.694e-05
"CANDIDATE",7440748,"K00457.02",918.6,15,0,0.000215
"CANDIDATE",7504328,"K00458.01",224.6,26,0,-0.0006239
"CANDIDATE",7977197,"K00459.01",440,5,0,-0.0001777
"CANDIDATE",7977197,"K00459.02",1118,5,1.5644e-99,-4.035e-05
"CANDIDATE",8043638,"K00460.01",474.5,26,0,-0.002068
"FALSE POSITIVE",8621348,"K00461.01",891.6,5,0,0.01194
"FALSE POSITIVE",8773869,"K00462.01",5336,5,3.0628e-226,0.0001171
"CANDIDATE",8845205,"K00463.01",512,41,0,0.001106
"CANDIDATE",8890783,"K00464.01",221.9,5,0,0.0001048
"CANDIDATE",8890783,"K00464.02",1601,5,0,0.0001053
"FALSE POSITIVE",9008220,"K00466.01",1279,26,0,5.969e-05
"CANDIDATE",9583881,"K00467.01",583,5,0,0.0008722
"CANDIDATE",9589524,"K00468.01",377.8,5,0,1.071e-06
"CANDIDATE",9703198,"K00469.01",940,5,0,-0.0001137
"CANDIDATE",9844088,"K00470.01",1756,5,0,5.582e-05
"CANDIDATE",10019643,"K00471.01",370.8,26,0,-2e-04
"CANDIDATE",10019643,"K00471.02",905.7,26,6.4822e-43,0.0001664
"CANDIDATE",10123064,"K00472.01",1772,5,0,-0.0007264
"CANDIDATE",10155434,"K00473.01",590.1,5,0,6.985e-05
"CANDIDATE",10460984,"K00474.01",640.6,15,0,-8.228e-05
"CANDIDATE",10460984,"K00474.02",232.9,15,8.56079999999999e-126,-0.0003127
"CANDIDATE",10460984,"K00474.03",131.2,15,4.4258e-69,-0.0001052
"CANDIDATE",10460984,"K00474.04",1271,15,7.2396e-45,-3.356e-05
"CANDIDATE",10577994,"K00475.01",955.2,26,0,-0.0003212
"CANDIDATE",10577994,"K00475.02",489.5,26,2.802e-280,-0.0003631
"CANDIDATE",10599206,"K00476.01",423.5,26,7.37379999999999e-208,0.0001957
"CANDIDATE",10934674,"K00477.01",316.4,5,1.6573e-204,-0.0001353
"CANDIDATE",10990886,"K00478.01",561,41,0,-0.0001004
"CANDIDATE",11015323,"K00479.01",367.3,31,0,-7.755e-05
"CANDIDATE",11134879,"K00480.01",1790,5,0,-2.759e-05
"CANDIDATE",11192998,"K00481.01",1042,5,0,-0.000649
"CANDIDATE",11192998,"K00481.02",5081,5,0,-0.000203
"CANDIDATE",11192998,"K00481.03",199.5,5,0,-0.0005788
"FALSE POSITIVE",11255761,"K00482.01",1627,5,2.4094e-287,0.003536
"CANDIDATE",11497977,"K00483.01",1316,5,0,0.0001952
"CANDIDATE",12061222,"K00484.01",421,5,0,-0.0002448
"FALSE POSITIVE",12316431,"K00485.01",707.9,5,0,0.003621
"CANDIDATE",12404305,"K00486.01",370.5,31,0,5.896e-05
"CANDIDATE",12834874,"K00487.01",962.1,5,0,0.0001231
"CANDIDATE",2557816,"K00488.01",757.2,5,1.0546e-278,2.246e-05
"FALSE POSITIVE",2576197,"K00489.01",3915,5,0,-0.002826
"CANDIDATE",3239945,"K00490.01",1281,15,0,-0.0004655
"CANDIDATE",3239945,"K00490.02",1833,15,0,-1.346e-05
"CANDIDATE",3239945,"K00490.03",948,15,0,-5.589e-05
"CANDIDATE",3239945,"K00490.04",289.3,15,4.5068e-48,0.000133
"FALSE POSITIVE",3541800,"K00491.01",1697,5,1.8448e-172,0.003545
"CANDIDATE",3559935,"K00492.01",271.7,26,1.5684e-213,-0.0005795
"FALSE POSITIVE",3834360,"K00493.01",2894,5,1.5593e-234,0.02108
"CANDIDATE",3966801,"K00494.01",223.3,29,3.8661e-284,-5.89e-05
"FALSE POSITIVE",4049108,"K00495.01",1933,5,0,0.02273
"CANDIDATE",4454752,"K00496.01",4685,18,0,8.481e-06
"CANDIDATE",4757437,"K00497.01",564.4,26,0,-2.965e-06
"CANDIDATE",4757437,"K00497.02",1365,26,1.9386e-76,5.377e-06
"CANDIDATE",4847534,"K00499.01",619.3,5,1.4694e-232,7.884e-05
"CANDIDATE",4852528,"K00500.01",1083,29,0,-4.245e-05
"CANDIDATE",4852528,"K00500.02",702.1,29,0,0.0004591
"CANDIDATE",4852528,"K00500.03",1888,29,2.0105e-186,5.26e-05
"CANDIDATE",4852528,"K00500.04",5246,29,1.0808e-144,3.915e-05
"CANDIDATE",4852528,"K00500.05",836,29,4.6893e-111,-0.0004079
"CANDIDATE",4951877,"K00501.01",324,26,1.399e-238,-8.222e-05
"FALSE POSITIVE",5282051,"K00502.01",943.5,5,5.3673e-164,0.02132
"CANDIDATE",5340644,"K00503.01",807.4,46,0,0.0002148
"CANDIDATE",5461440,"K00504.01",123.5,26,4.4434e-176,-0.000448
"CANDIDATE",5689351,"K00505.01",438.4,15,5.2471e-253,-9.423e-05
"CANDIDATE",5689351,"K00505.02",64.97,15,1.0252e-154,-4.687e-05
"CANDIDATE",5689351,"K00505.03",1579,15,1.0026e-86,-5.135e-05
"CANDIDATE",5689351,"K00505.04",588.2,15,1.3152e-83,-6.378e-05
"CANDIDATE",5689351,"K00505.05",646.9,15,2.9026e-69,-9.191e-05
"CANDIDATE",5780715,"K00506.01",4852,5,0,-0.0005836
"CANDIDATE",5812960,"K00507.01",424.2,5,0,0.0002424
"CANDIDATE",6266741,"K00508.01",799.2,15,0,-8.915e-05
"CANDIDATE",6266741,"K00508.02",400.1,15,0,-0.0001111
"CANDIDATE",6381846,"K00509.01",1728,26,0,0.0001199
"CANDIDATE",6381846,"K00509.02",556.3,26,0,0.0001034
"CANDIDATE",6381846,"K00509.03",184.5,26,3.4733e-34,0.0001138
"CANDIDATE",6422155,"K00510.01",1989,15,0,-5.661e-05
"CANDIDATE",6422155,"K00510.02",783.7,15,2.1745e-217,7.884e-05
"CANDIDATE",6422155,"K00510.03",329,15,6.8679e-56,0.0003527
"CANDIDATE",6422155,"K00510.04",126.4,15,4.99e-45,0.0005304
"CANDIDATE",6451936,"K00511.01",984.2,5,0,-1.167e-06
"CANDIDATE",6451936,"K00511.02",1737,5,8.2587e-94,-3.935e-05
"CANDIDATE",6838050,"K00512.01",1150,5,0,-0.0001765
"CANDIDATE",6937692,"K00513.01",252.5,5,0,0.0002824
"FALSE POSITIVE",7602070,"K00514.01",621.6,5,5.49179999999999e-302,0.008493
"FALSE POSITIVE",7812179,"K00515.01",774.3,5,0,-0.03641
"FALSE POSITIVE",7840044,"K00516.01",578.3,5,3.3828e-137,-0.0113
"CANDIDATE",8015907,"K00517.01",2776,26,0,5.032e-06
"CANDIDATE",8017703,"K00518.01",857.1,23,0,-9.763e-05
"CANDIDATE",8017703,"K00518.02",47.18,23,0,-0.0001411
"CANDIDATE",8017703,"K00518.03",193.7,23,3.6937e-253,0.0001023
"CANDIDATE",8022244,"K00519.01",741.1,5,0,0.0002096
"CANDIDATE",8022244,"K00519.02",236.3,5,1.0529e-249,0.0002608
"CANDIDATE",8037145,"K00520.01",681.3,26,0,0.0001271
"CANDIDATE",8037145,"K00520.02",300.6,26,3.9384e-173,-0.000329
"CANDIDATE",8037145,"K00520.03",1351,26,2.7148e-118,0.0002179
"CANDIDATE",8037145,"K00520.04",148.3,26,2.1027e-22,-2.735e-05
"CANDIDATE",8162789,"K00521.01",800,8,0,-0.0005797
"CANDIDATE",8162789,"K00521.02",1452,8,1.1504e-17,-5.343e-05
"CANDIDATE",8265218,"K00522.01",661.5,5,0,-0.001307
"CANDIDATE",8806123,"K00523.01",248.2,26,0,9.553e-05
"CANDIDATE",8806123,"K00523.02",232.4,26,2.1674e-226,0.0001691
"CANDIDATE",8934495,"K00524.01",1798,5,0,4.563e-05
"FALSE POSITIVE",9119458,"K00525.01",806.6,5,0,0.0003125
"CANDIDATE",9157634,"K00526.01",3862,5,0,0
"FALSE POSITIVE",9636569,"K00527.01",655,5,3.0024e-103,0.0005201
"CANDIDATE",9941859,"K00528.01",969.3,26,0,0.000118
"CANDIDATE",9941859,"K00528.02",97.29,26,7.71279999999999e-299,-0.0005725
"CANDIDATE",9941859,"K00528.03",386.1,26,3.9262e-245,3.807e-05
"FALSE POSITIVE",10068030,"K00529.01",3968,5,0,0.0004393
"CANDIDATE",10266615,"K00530.01",698.5,5,5.4929e-130,0.0002336
"CANDIDATE",10395543,"K00531.01",6840,41,0,-0.001032
"CANDIDATE",10454313,"K00532.01",2004,5,0,-0.0001222
"CANDIDATE",10513530,"K00533.01",537.5,5,0,0
"CANDIDATE",10513530,"K00533.02",2264,5,4.4515e-28,0
"CANDIDATE",10554999,"K00534.01",1091,5,0,-8.023e-05
"CANDIDATE",10554999,"K00534.02",2154,5,1.4796e-301,-0.0001545
"CANDIDATE",10873260,"K00535.01",1328,5,0,-0.0007665
"CANDIDATE",10965008,"K00536.01",63.29,26,0,0.0001053
"CANDIDATE",11073351,"K00537.01",2268,26,0,-9.169e-05
"CANDIDATE",11090765,"K00538.01",387.3,5,0,0.0003562
"FALSE POSITIVE",11521048,"K00540.01",795.1,5,0,-0.01488
"CANDIDATE",11656721,"K00541.01",582.2,5,0,0.0003206
"CANDIDATE",11669239,"K00542.01",195.7,5,0,0.0001843
"CANDIDATE",11669239,"K00542.02",496.4,5,2.2884e-70,1.672e-05
"CANDIDATE",11823054,"K00543.01",1844,26,0,-0.0002051
"CANDIDATE",11823054,"K00543.02",2337,26,4.5075e-143,5.894e-05
"FALSE POSITIVE",11913012,"K00544.01",2133,5,0,-0.0001195
"FALSE POSITIVE",11972666,"K00545.01",3474,5,4.5223e-38,0.0008591
"CANDIDATE",12058931,"K00546.01",353.5,5,0,6.812e-05
"CANDIDATE",12058931,"K00546.02",776.6,5,1.2113e-227,-0.0001551
"CANDIDATE",12116489,"K00547.01",334.4,26,0,0.0005871
"CANDIDATE",12600735,"K00548.01",415,26,0,0.0001615
"CANDIDATE",12600735,"K00548.02",1326,26,3.2923e-16,-2.708e-05
"FALSE POSITIVE",3437776,"K00549.01",1176,18,0,0.006411
"FALSE POSITIVE",3437776,"K00549.02",13910,18,1.5861e-46,-0.0004883
"CANDIDATE",4165473,"K00550.01",592.8,31,0,-0.0002062
"CANDIDATE",4270253,"K00551.01",503.3,26,2.5285e-195,0.0001814
"CANDIDATE",4270253,"K00551.02",1138,26,4.6642e-172,0.0002918
"FALSE POSITIVE",5122112,"K00552.01",5502,5,-1,-0.0001169
"FALSE POSITIVE",5303551,"K00553.01",3070,5,3.7308e-221,0.00199
"CANDIDATE",5443837,"K00554.01",3144,18,0,-0.002703
"CANDIDATE",5709725,"K00555.01",78.68,15,1.5756e-177,0.0006303
"CANDIDATE",5709725,"K00555.02",2154,15,8.28909999999999e-173,-0.0001528
"FALSE POSITIVE",5738496,"K00556.01",1092,5,4.9442e-174,0
"CANDIDATE",5774349,"K00557.01",362.4,5,0,0.0002431
"CANDIDATE",5978361,"K00558.01",914,5,0,-5.676e-05
"CANDIDATE",6501635,"K00560.01",234.2,5,1.55e-179,0.0006524
"CANDIDATE",6665695,"K00561.01",1431,31,0,-9.331e-05
"CANDIDATE",6707833,"K00563.01",529.2,26,5.58369999999999e-229,0.0001922
"CANDIDATE",6786037,"K00564.01",408.2,26,0,8.877e-06
"CANDIDATE",6786037,"K00564.02",494.2,26,1.7538e-144,3.809e-06
"CANDIDATE",6786037,"K00564.03",1316,26,2.3405e-60,5.703e-05
"FALSE POSITIVE",7025846,"K00565.01",3558,5,1.4755e-193,-0.02127
"CANDIDATE",7119481,"K00566.01",209.3,5,1.0937e-151,0.0001672
"CANDIDATE",7119481,"K00566.02",112.2,5,9.7368e-17,0.0002137
"CANDIDATE",7119481,"K00566.03",307.5,5,7.8926e-16,-5.35e-06
"CANDIDATE",7445445,"K00567.01",836.3,5,0,-1.674e-05
"CANDIDATE",7445445,"K00567.02",390.4,5,2.4333e-305,-3.935e-05
"CANDIDATE",7445445,"K00567.03",276.2,5,3.3868e-232,6.28e-06
"CANDIDATE",7595157,"K00568.01",2491,26,1.3894e-130,0.0001523
"CANDIDATE",7595157,"K00568.02",3071,26,5.2996e-45,8.873e-05
"CANDIDATE",8008206,"K00569.01",373.2,26,1.5009e-133,-0.0003465
"CANDIDATE",8008206,"K00569.02",4435,26,5.5671e-128,-0.000276
"FALSE POSITIVE",8106610,"K00570.01",729.5,5,0,0.01201
"CANDIDATE",8120608,"K00571.01",996.8,41,1.7812e-306,6.936e-05
"CANDIDATE",8120608,"K00571.02",550.5,41,1.1575e-276,6.181e-05
"CANDIDATE",8120608,"K00571.03",1694,41,4.73419999999999e-250,-0.0001365
"CANDIDATE",8120608,"K00571.04",293.7,41,1.3091e-116,0.0001522
"CANDIDATE",8120608,"K00571.05",33.32,41,2.9731e-13,6.175e-06
"CANDIDATE",8193178,"K00572.01",814.2,15,0,0.000401
"CANDIDATE",8193178,"K00572.02",1449,15,1.3279e-64,6.503e-05
"CANDIDATE",8344004,"K00573.01",1255,26,0,-0.0002819
