"koi_disposition","kepid","kepoi_name","tce_duration","tce_fwm_pdeco","tce_dicco_mra"
"CANDIDATE",6029239,"K00304.02",3.63,1.187e-05,0.22869
"CANDIDATE",6063220,"K00305.01",2.525,8.762e-05,-0.096946
"CANDIDATE",6071903,"K00306.01",2.707,0.0001137,0.017298
"CANDIDATE",6289257,"K00307.01",3.728,-7.053e-05,-0.030576
"CANDIDATE",6289257,"K00307.02",3.398,-1.141e-06,0.064733
"CANDIDATE",6291837,"K00308.01",6.531,-2.242e-05,-0.065926
"FALSE POSITIVE",7024222,"K00309.01",1.675,-0.002303,3.7411
"CANDIDATE",7050989,"K00312.01",2.995,-2.228e-05,0.23097
"CANDIDATE",7050989,"K00312.02",3.647,-4.267e-05,-0.30421
"CANDIDATE",7419318,"K00313.01",3.21,-3.009e-05,-0.070804
"CANDIDATE",7419318,"K00313.02",3.39,3.286e-06,0.020537
"CANDIDATE",7603200,"K00314.01",2.473,6.723e-05,-0.023921
"CANDIDATE",7603200,"K00314.02",2.475,8.338e-05,0.045039
"CANDIDATE",7603200,"K00314.03",3.274,-4.545e-05,0.033318
"CANDIDATE",7700622,"K00315.01",4.386,-3.147e-05,0.092799
"CANDIDATE",8008067,"K00316.01",5.151,-0.0008024,0.73587
"CANDIDATE",8008067,"K00316.02",7.897,-0.0009338,0.76247
"CANDIDATE",8008067,"K00316.03",1.522,-0.0003585,0.33615
"CANDIDATE",8121310,"K00317.01",7.527,8.469e-05,0.39978
"CANDIDATE",8121310,"K00317.02",7.564,-2.532e-05,0.77675
"CANDIDATE",8156120,"K00318.01",10.53,2.315e-05,0.08226
"CANDIDATE",8684730,"K00319.01",6.383,-0.0001013,-0.044259
"FALSE POSITIVE",8700558,"K00320.01",1.902,0.0004418,-1.7834
"CANDIDATE",8753657,"K00321.01",2.652,2.52e-05,0.25072
"CANDIDATE",8753657,"K00321.02",3.006,-3.827e-05,0.15671
"FALSE POSITIVE",8948424,"K00322.01",3.782,-0.003887,3.1715
"CANDIDATE",9139084,"K00323.01",2.169,9.678e-05,-0.020139
"FALSE POSITIVE",9641041,"K00324.01",2.114,-0.0001347,-1.7185
"FALSE POSITIVE",9724984,"K00325.01",3.397,0.01469,0.25238
"CANDIDATE",9880467,"K00326.01",3.154,0.0001289,0.49177
"CANDIDATE",9880467,"K00326.02",10.01,0.0005978,1.1707
"CANDIDATE",9881662,"K00327.01",3.089,6.348e-06,0.24212
"CANDIDATE",9881662,"K00327.02",9.314,-0.0001094,0.13466
"FALSE POSITIVE",9895004,"K00328.01",1.186,0.001032,-0.92951
"FALSE POSITIVE",10031885,"K00329.01",8.103,-0.0004832,4.0104
"CANDIDATE",11361646,"K00330.01",5.622,1.957e-05,0.18088
"CANDIDATE",11361646,"K00330.02",3.458,5.368e-05,0.69246
"CANDIDATE",10285631,"K00331.01",7.073,-7.162e-05,0.051243
"CANDIDATE",10285631,"K00331.02",1.173,1.633e-05,-0.076927
"CANDIDATE",10290666,"K00332.01",4.1,1.265e-05,0.037903
"CANDIDATE",10290666,"K00332.02",4.911,1.767e-05,-0.46335
"CANDIDATE",10337258,"K00333.01",6.228,0.0001279,-0.15277
"FALSE POSITIVE",10383687,"K00334.01",4.119,-0.006247,9.675
"FALSE POSITIVE",10470206,"K00335.01",7.737,0.000406,0.97172
"FALSE POSITIVE",10518725,"K00336.01",3.408,0.003171,8.1956
"CANDIDATE",10545066,"K00337.01",5.63,-2.486e-05,0.022862
"CANDIDATE",10552611,"K00338.01",3.204,-7.746e-05,-0.013052
"CANDIDATE",10552611,"K00338.02",2.369,6.066e-05,-0.18114
"CANDIDATE",10587105,"K00339.01",2.496,-9.879e-05,0.097332
"CANDIDATE",10587105,"K00339.02",3.842,-9.701e-05,0.096312
"CANDIDATE",10587105,"K00339.03",7.974,-1.611e-06,0.49948
"FALSE POSITIVE",10616571,"K00340.01",3,0,-0.06465
"CANDIDATE",10878263,"K00341.01",3.029,9.287e-06,0.009243
"CANDIDATE",10878263,"K00341.02",2.836,0.0001348,0.18596
"CANDIDATE",10982872,"K00343.01",3.594,4.288e-05,0.029954
"CANDIDATE",10982872,"K00343.02",2.705,-7.255e-06,-0.095055
"CANDIDATE",10982872,"K00343.03",8.036,-2.603e-05,-0.0918
"CANDIDATE",11015108,"K00344.01",5.96,-0.000164,-0.088745
"CANDIDATE",11074541,"K00345.01",4.639,-5.119e-05,0.068708
"CANDIDATE",11100383,"K00346.01",2.793,-0.0001493,-0.12081
"CANDIDATE",11189127,"K00347.01",1.904,-0.00302,0.034388
"CANDIDATE",11194032,"K00348.01",4.735,4.054e-05,0.02111
"CANDIDATE",11394027,"K00349.01",2.337,-0.0004363,-0.021871
"CANDIDATE",11395587,"K00350.01",3.242,-5.194e-05,-0.049824
"CANDIDATE",11442793,"K00351.01",14.49,0.000427,-0.050972
"CANDIDATE",11442793,"K00351.02",12.06,0.0004105,-0.086355
"CANDIDATE",11442793,"K00351.03",8.537,-0.0002498,0.17748
"CANDIDATE",11442793,"K00351.04",10.03,0.0001046,0.54395
"CANDIDATE",11442793,"K00351.05",11.74,-0.0001436,-0.23648
"CANDIDATE",11442793,"K00351.06",4.417,4.227e-05,0.3701
"CANDIDATE",11442793,"K00351.07",4.809,-0.0001304,0.043838
"CANDIDATE",11521793,"K00352.01",5.062,0,-0.27672
"CANDIDATE",11521793,"K00352.02",1.073,0,0.27322
"CANDIDATE",11566064,"K00353.01",7.512,-0.0002041,0.012065
"CANDIDATE",11566064,"K00353.02",5.156,-4.687e-06,0.35692
"CANDIDATE",11566064,"K00353.03",4.951,7.65e-06,0.0093731
"CANDIDATE",11568987,"K00354.01",4.498,-5.72e-05,-0.04501
"CANDIDATE",11568987,"K00354.02",3.445,-1.761e-05,0.44103
"CANDIDATE",11621223,"K00355.01",3.016,-1.855e-05,0.059799
"CANDIDATE",11624249,"K00356.01",2.204,-6.571e-05,-0.028913
"FALSE POSITIVE",12017140,"K00358.01",5.312,-0.006728,-0.025767
"FALSE POSITIVE",12106929,"K00359.01",4.773,-0.001072,-1.9665
"FALSE POSITIVE",12107021,"K00360.01",5.167,0.000375,-2.6485
"CANDIDATE",12404954,"K00361.01",2.658,-1.063e-05,-0.077019
"FALSE POSITIVE",1571511,"K00362.01",8.084,9.951e-05,-0.0048492
"FALSE POSITIVE",2438070,"K00363.01",4.058,-0.004085,-2.1944
"CANDIDATE",11623629,"K00365.01",7.133,-0.0001404,0.70569
"CANDIDATE",3545478,"K00366.01",4.981,-8.289e-05,0.0034411
"CANDIDATE",4815520,"K00367.01",2.175,8.014e-08,-0.28574
"FALSE POSITIVE",6603043,"K00368.01",13.38,0.0001117,-0.061735
"CANDIDATE",7175184,"K00369.01",2.009,-2.911e-06,-0.30195
"CANDIDATE",7175184,"K00369.02",2.526,1.473e-05,0.34197
"CANDIDATE",8494142,"K00370.01",9.928,-2.254e-05,0.12502
"CANDIDATE",8494142,"K00370.02",5.112,4.971e-05,0.35556
"FALSE POSITIVE",5652983,"K00371.01",6.278,0.0004052,0.22162
"CANDIDATE",6471021,"K00372.01",9.038,0.0007538,-0.081313
"CANDIDATE",7364176,"K00373.01",9.012,-1.887e-05,-0.12405
"CANDIDATE",8686097,"K00374.01",11.63,-0.00026,-0.14557
"FALSE POSITIVE",12643589,"K00376.01",3.755,0.04227,-5.9753
"FALSE POSITIVE",12643589,"K00376.02",1.095,0.000995,3.8315
"CANDIDATE",3323887,"K00377.01",3.084,0.0004035,0.0055241
"FALSE POSITIVE",2449074,"K00378.01",3.175,-0.008007,8.2859
"FALSE POSITIVE",2446113,"K00379.01",2.643,-4.298e-05,1.1716
"CANDIDATE",2446113,"K00379.02",4.781,-0.0001179,0.95583
"FALSE POSITIVE",2452450,"K00380.01",5.572,0.00778,-5.2872
"FALSE POSITIVE",3230578,"K00381.01",1.724,0.0002694,-0.011728
"FALSE POSITIVE",3231137,"K00382.01",3.604,0.00862,-8.2399
"CANDIDATE",3353050,"K00384.01",5.41,-3.706e-05,0.14809
"CANDIDATE",3446746,"K00385.01",3.732,0.0001171,0.063961
"CANDIDATE",3656121,"K00386.01",5.265,-0.0001187,0.0023866
"CANDIDATE",3656121,"K00386.02",6.476,0.0006536,-0.20879
"CANDIDATE",3733628,"K00387.01",3.606,-0.0001153,0.085554
"CANDIDATE",3831053,"K00388.01",5.872,-1.078e-05,-0.055945
"FALSE POSITIVE",3847708,"K00389.01",3.33,-0.002733,4.8342
"FALSE POSITIVE",3849155,"K00390.01",1.424,0.0006628,-1.1493
"FALSE POSITIVE",3858804,"K00391.01",14.27,-0.001892,2.6486
"CANDIDATE",3942670,"K00392.01",8.533,-0.0004271,0.16891
"CANDIDATE",3942670,"K00392.02",4.574,9.193e-06,0.056735
"CANDIDATE",3964109,"K00393.01",7.196,-3.387e-05,0.14818
"FALSE POSITIVE",4159347,"K00394.01",3.646,0.001621,-2.0792
"FALSE POSITIVE",4165960,"K00395.01",2.504,0.002168,-0.22609
"CANDIDATE",4252322,"K00396.01",1.11,0.001457,-0.15042
"FALSE POSITIVE",4376644,"K00397.01",2.183,-0.004124,5.1535
"CANDIDATE",9946525,"K00398.01",4.832,-0.001273,0.0046038
"CANDIDATE",9946525,"K00398.02",2.559,-0.0001652,0.021017
"CANDIDATE",9946525,"K00398.03",1.852,-0.0001254,-0.16155
"FALSE POSITIVE",7289157,"K00399.01",3.525,0,-0.045322
"FALSE POSITIVE",2695110,"K00400.01",6.697,0.02695,1.4034
"CANDIDATE",3217264,"K00401.01",5.387,-0.0001831,0.055066
"CANDIDATE",3217264,"K00401.02",5.597,0.0002509,-0.03382
"CANDIDATE",3217264,"K00401.03",7.211,-0.0003375,-0.75027
"FALSE POSITIVE",3342592,"K00402.01",7.684,0.02083,0.0047357
"FALSE POSITIVE",4247092,"K00403.01",1.369,-0.0002615,0.034955
"FALSE POSITIVE",4949751,"K00404.01",7.748,0.01915,1.5995
"FALSE POSITIVE",5003117,"K00405.01",7.183,0.001177,-0.021233
"FALSE POSITIVE",5035972,"K00406.01",5.504,-0.003767,-0.04252
"FALSE POSITIVE",5218441,"K00407.01",5.773,0.0002254,1.0982
"CANDIDATE",5351250,"K00408.01",3.349,-0.0001835,0.019281
"CANDIDATE",5351250,"K00408.02",3.895,-0.0001034,-0.090319
"CANDIDATE",5351250,"K00408.03",5.844,-0.0003213,-0.063878
"CANDIDATE",5351250,"K00408.04",2.582,-0.0001644,-0.13591
"FALSE POSITIVE",5351250,"K00408.05",3.439,0.0004378,0.47904
"CANDIDATE",5444548,"K00409.01",4.694,-4.695e-05,0.061729
"FALSE POSITIVE",5449777,"K00410.01",1.892,0.0006684,-0.084474
"FALSE POSITIVE",5478055,"K00411.01",5.031,0.006505,2.2002
"CANDIDATE",5683743,"K00412.01",2.998,-0.0006801,-0.70107
"CANDIDATE",5791986,"K00413.01",2.668,-7.136e-05,0.070794
"CANDIDATE",5791986,"K00413.02",3.575,0.0003534,-0.084221
"FALSE POSITIVE",5872150,"K00414.01",5.364,-0.003894,0.021002
"FALSE POSITIVE",5872150,"K00414.02",3.591,0.003217,-0.64063
"CANDIDATE",6289650,"K00415.01",6.038,0.001017,-0.030384
"CANDIDATE",6508221,"K00416.01",3.96,5.89e-05,0.013779
"CANDIDATE",6508221,"K00416.02",4.542,0.0001687,-0.01949
"CANDIDATE",6508221,"K00416.03",3.309,-0.0002065,0.6533
"FALSE POSITIVE",6879865,"K00417.01",2.536,-1.645e-07,0.024039
"FALSE POSITIVE",7975727,"K00418.01",5.359,0.0008023,0.021284
"FALSE POSITIVE",8219673,"K00419.01",3.257,-0.006949,-0.036018
"CANDIDATE",8352537,"K00420.01",2.329,0.0003133,0.010988
"CANDIDATE",9115800,"K00421.01",2.399,0.001585,-0.0045756
"FALSE POSITIVE",9214713,"K00422.01",8.038,-0.00216,-0.08797
"CANDIDATE",9478990,"K00423.01",5.95,2.354e-05,0.0055183
"FALSE POSITIVE",9597411,"K00424.01",2.538,-3.618e-05,0.0061919
"FALSE POSITIVE",9967884,"K00425.01",1.915,0.00222,-0.044313
"CANDIDATE",10016874,"K00426.01",3.709,0.0001953,-0.069747
"CANDIDATE",10189546,"K00427.01",2.785,-0.002415,0.59237
"CANDIDATE",10189546,"K00427.02",5.563,-0.0008018,0.86235
"CANDIDATE",10189546,"K00427.03",7.315,-0.0006225,0.27164
"CANDIDATE",10418224,"K00428.01",6.927,0.0001109,-0.020821
"CANDIDATE",10616679,"K00429.01",4.111,-0.0004517,-0.015041
"CANDIDATE",10717241,"K00430.01",2.766,-0.0002181,-0.046492
"CANDIDATE",10717241,"K00430.02",2.792,0.0004113,0.32528
"CANDIDATE",10843590,"K00431.01",3.416,2.126e-05,0.013653
"CANDIDATE",10843590,"K00431.02",4.179,0.0002681,0.08537
"CANDIDATE",10858832,"K00432.01",2.238,-0.000224,0.019499
"CANDIDATE",10937029,"K00433.01",12.19,0.002356,0.21455
"CANDIDATE",10937029,"K00433.02",2.928,0.0003548,0.17915
"FALSE POSITIVE",11656302,"K00434.01",8.817,-0.006245,0.47652
"CANDIDATE",11709124,"K00435.01",5.573,0.0004661,-0.38462
"CANDIDATE",11709124,"K00435.03",16.32,0.0002762,-0.68774
"CANDIDATE",11709124,"K00435.04",3.019,4.654e-05,-0.40316
"CANDIDATE",11709124,"K00435.05",3.506,1.688e-06,-0.64577
"CANDIDATE",11709124,"K00435.06",4.603,0.0002928,-0.85058
"CANDIDATE",11805075,"K00436.01",4.373,-0.000392,-0.019056
"FALSE POSITIVE",11824222,"K00437.01",1.847,0.002232,3.435
"CANDIDATE",12302530,"K00438.01",2.557,-0.0002905,-0.048494
"CANDIDATE",12302530,"K00438.02",3.205,-0.00095,0.086291
"CANDIDATE",12470954,"K00439.01",2.434,0.0001804,-0.027574
"CANDIDATE",2438264,"K00440.01",4.156,-0.0004335,-0.094749
"CANDIDATE",2438264,"K00440.02",1.699,-0.0005214,-0.045647
"FALSE POSITIVE",3340312,"K00441.01",5.024,0.03376,0.033448
"CANDIDATE",3745690,"K00442.01",4.82,-0.0003827,0.1349
"CANDIDATE",3745690,"K00442.02",2.354,-0.0001034,0.12156
"CANDIDATE",3745690,"K00442.03",2.267,-0.0004404,0.058344
"CANDIDATE",3833007,"K00443.01",5.066,6.349e-06,-0.059201
"CANDIDATE",3847138,"K00444.01",4.31,6.365e-06,-0.1445
"CANDIDATE",4633570,"K00446.01",2.769,-0.0004529,-0.17248
"CANDIDATE",4633570,"K00446.02",4.187,0.0003033,0.26666
"FALSE POSITIVE",5021176,"K00447.01",2.846,-0.03819,-0.30018
"CANDIDATE",5640085,"K00448.01",2.695,0.0001894,0.0955
"CANDIDATE",5640085,"K00448.02",6.48,0.001232,-0.058057
"FALSE POSITIVE",5779852,"K00449.01",4.024,0.0003162,-0.12114
"FALSE POSITIVE",6042214,"K00450.01",2.734,-0.003059,3.0364
"FALSE POSITIVE",6200715,"K00451.01",3.245,-0.004278,-6.7025
"CANDIDATE",6291033,"K00452.01",5.239,-9.277e-05,-0.026226
"FALSE POSITIVE",6758917,"K00453.01",1.855,-0.0001041,-0.017996
"CANDIDATE",7098355,"K00454.01",5.178,-0.0003893,0.23596
"FALSE POSITIVE",7101828,"K00455.01",3.995,-0.01643,-1.3184
"CANDIDATE",7269974,"K00456.01",5.038,6.969e-05,-0.051683
"CANDIDATE",7269974,"K00456.02",3.114,-0.0001496,-0.065921
"CANDIDATE",7440748,"K00457.01",2.08,5.694e-05,-0.10439
"CANDIDATE",7440748,"K00457.02",1.773,0.000215,0.023303
"CANDIDATE",7504328,"K00458.01",4.131,-0.0006239,-0.18134
"CANDIDATE",7977197,"K00459.01",3.708,-0.0001777,-0.11596
"CANDIDATE",7977197,"K00459.02",3.497,-4.035e-05,-0.041683
"CANDIDATE",8043638,"K00460.01",4.525,-0.002068,-0.008579
"FALSE POSITIVE",8621348,"K00461.01",5.455,0.01194,7.3473
"FALSE POSITIVE",8773869,"K00462.01",2.861,0.0001171,-5.4127
"CANDIDATE",8845205,"K00463.01",2.086,0.001106,0.0014414
"CANDIDATE",8890783,"K00464.01",6.405,0.0001048,-0.0043287
"CANDIDATE",8890783,"K00464.02",2.384,0.0001053,-0.013811
"FALSE POSITIVE",9008220,"K00466.01",2.856,5.969e-05,-0.0059783
"CANDIDATE",9583881,"K00467.01",5.027,0.0008722,0.06456
"CANDIDATE",9589524,"K00468.01",3.23,1.071e-06,0.074651
"CANDIDATE",9703198,"K00469.01",1.56,-0.0001137,-0.063118
"CANDIDATE",9844088,"K00470.01",2.045,5.582e-05,-0.025608
"CANDIDATE",10019643,"K00471.01",4.108,-2e-04,-0.037579
"CANDIDATE",10019643,"K00471.02",3.298,0.0001664,-0.24947
"CANDIDATE",10123064,"K00472.01",3.421,-0.0007264,0.064582
"CANDIDATE",10155434,"K00473.01",3.288,6.985e-05,0.04599
"CANDIDATE",10460984,"K00474.01",3.26,-8.228e-05,0.010991
"CANDIDATE",10460984,"K00474.02",3.612,-0.0003127,-0.20951
"CANDIDATE",10460984,"K00474.03",6.248,-0.0001052,-0.046054
"CANDIDATE",10460984,"K00474.04",1.736,-3.356e-05,-0.022431
"CANDIDATE",10577994,"K00475.01",2.914,-0.0003212,-0.17635
"CANDIDATE",10577994,"K00475.02",3.199,-0.0003631,-0.12923
"CANDIDATE",10599206,"K00476.01",3.011,0.0001957,0.040875
"CANDIDATE",10934674,"K00477.01",3.985,-0.0001353,-0.030007
"CANDIDATE",10990886,"K00478.01",1.62,-0.0001004,0.046456
"CANDIDATE",11015323,"K00479.01",5.684,-7.755e-05,-0.16343
"CANDIDATE",11134879,"K00480.01",2.223,-2.759e-05,0.047152
"CANDIDATE",11192998,"K00481.01",2.861,-0.000649,0.037895
"CANDIDATE",11192998,"K00481.02",1.91,-0.000203,0.029193
"CANDIDATE",11192998,"K00481.03",5.213,-0.0005788,0.11837
"FALSE POSITIVE",11255761,"K00482.01",3.059,0.003536,1.4287
"CANDIDATE",11497977,"K00483.01",3.078,0.0001952,0.080489
"CANDIDATE",12061222,"K00484.01",3.986,-0.0002448,0.048158
"FALSE POSITIVE",12316431,"K00485.01",5.395,0.003621,6.9138
"CANDIDATE",12404305,"K00486.01",5.315,5.896e-05,-0.22769
"CANDIDATE",12834874,"K00487.01",3.332,0.0001231,0.22081
"CANDIDATE",2557816,"K00488.01",3.418,2.246e-05,0.23044
"FALSE POSITIVE",2576197,"K00489.01",2.075,-0.002826,4.4685
"CANDIDATE",3239945,"K00490.01",16.16,-0.0004655,-0.014968
"CANDIDATE",3239945,"K00490.02",2.565,-1.346e-05,-0.13722
"CANDIDATE",3239945,"K00490.03",3.083,-5.589e-05,0.080386
"CANDIDATE",3239945,"K00490.04",3.325,0.000133,0.76005
"FALSE POSITIVE",3541800,"K00491.01",3.756,0.003545,2.5456
"CANDIDATE",3559935,"K00492.01",6.792,-0.0005795,-0.34815
"FALSE POSITIVE",3834360,"K00493.01",1.957,0.02108,0
"CANDIDATE",3966801,"K00494.01",3.991,-5.89e-05,-0.11462
"FALSE POSITIVE",4049108,"K00495.01",3.442,0.02273,0
"CANDIDATE",4454752,"K00496.01",1.666,8.481e-06,0.057216
"CANDIDATE",4757437,"K00497.01",5.213,-2.965e-06,0.1904
"CANDIDATE",4757437,"K00497.02",3.579,5.377e-06,0.24059
"CANDIDATE",4847534,"K00499.01",2.537,7.884e-05,0.14029
"CANDIDATE",4852528,"K00500.01",2.725,-4.245e-05,0.128
"CANDIDATE",4852528,"K00500.02",2.624,0.0004591,-0.020586
"CANDIDATE",4852528,"K00500.03",2.051,5.26e-05,0.055572
"CANDIDATE",4852528,"K00500.04",1.506,3.915e-05,-0.24022
"CANDIDATE",4852528,"K00500.05",2.459,-0.0004079,-0.023051
"CANDIDATE",4951877,"K00501.01",8.483,-8.222e-05,0.42125
"FALSE POSITIVE",5282051,"K00502.01",4.08,0.02132,-0.3516
"CANDIDATE",5340644,"K00503.01",2.86,0.0002148,0.062388
"CANDIDATE",5461440,"K00504.01",6.166,-0.000448,-0.53109
"CANDIDATE",5689351,"K00505.01",3.07,-9.423e-05,0.11112
"CANDIDATE",5689351,"K00505.02",6.729,-4.687e-05,-0.23151
"CANDIDATE",5689351,"K00505.03",2.279,-5.135e-05,0.17269
"CANDIDATE",5689351,"K00505.04",3.255,-6.378e-05,0.19391
"CANDIDATE",5689351,"K00505.05",2.949,-9.191e-05,-0.14739
"CANDIDATE",5780715,"K00506.01",1.165,-0.0005836,0.17361
"CANDIDATE",5812960,"K00507.01",3.689,0.0002424,-0.021439
"CANDIDATE",6266741,"K00508.01",3.794,-8.915e-05,0.054823
"CANDIDATE",6266741,"K00508.02",4.216,-0.0001111,-0.039215
"CANDIDATE",6381846,"K00509.01",3.01,0.0001199,-0.14109
"CANDIDATE",6381846,"K00509.02",2.806,0.0001034,-0.056823
"CANDIDATE",6381846,"K00509.03",9.665,0.0001138,-0.53426
"CANDIDATE",6422155,"K00510.01",2.826,-5.661e-05,0.022382
"CANDIDATE",6422155,"K00510.02",3.566,7.884e-05,-0.083664
"CANDIDATE",6422155,"K00510.03",3.737,0.0003527,-0.477
"CANDIDATE",6422155,"K00510.04",3.87,0.0005304,0.20367
"CANDIDATE",6451936,"K00511.01",3.208,-1.167e-06,0.1087
"CANDIDATE",6451936,"K00511.02",2.458,-3.935e-05,-0.012168
"CANDIDATE",6838050,"K00512.01",3.417,-0.0001765,-0.14297
"CANDIDATE",6937692,"K00513.01",7.602,0.0002824,-0.11877
"FALSE POSITIVE",7602070,"K00514.01",4.682,0.008493,3.3318
"FALSE POSITIVE",7812179,"K00515.01",4.001,-0.03641,-2.4688
"FALSE POSITIVE",7840044,"K00516.01",4.638,-0.0113,-2.956
"CANDIDATE",8015907,"K00517.01",2.219,5.032e-06,-0.0047496
"CANDIDATE",8017703,"K00518.01",3.081,-9.763e-05,-0.032162
"CANDIDATE",8017703,"K00518.02",9.602,-0.0001411,0.012807
"CANDIDATE",8017703,"K00518.03",5.208,0.0001023,0.1553
"CANDIDATE",8022244,"K00519.01",4.403,0.0002096,-0.036838
"CANDIDATE",8022244,"K00519.02",7.088,0.0002608,-0.1409
"CANDIDATE",8037145,"K00520.01",4.3,0.0001271,0.037899
"CANDIDATE",8037145,"K00520.02",3.744,-0.000329,0.087262
"CANDIDATE",8037145,"K00520.03",2.557,0.0002179,0.1389
"CANDIDATE",8037145,"K00520.04",5.143,-2.735e-05,0.21079
"CANDIDATE",8162789,"K00521.01",3.232,-0.0005797,-3.0949
"CANDIDATE",8162789,"K00521.02",2.671,-5.343e-05,-2.3441
"CANDIDATE",8265218,"K00522.01",3.18,-0.001307,0.46865
"CANDIDATE",8806123,"K00523.01",5.226,9.553e-05,-0.041827
"CANDIDATE",8806123,"K00523.02",8.228,0.0001691,-0.16033
"CANDIDATE",8934495,"K00524.01",2.843,4.563e-05,-0.0069339
"FALSE POSITIVE",9119458,"K00525.01",2.967,0.0003125,-0.072656
"CANDIDATE",9157634,"K00526.01",1.924,0,-0.016404
"FALSE POSITIVE",9636569,"K00527.01",4.137,0.0005201,-10.115
"CANDIDATE",9941859,"K00528.01",3.569,0.000118,0.033613
"CANDIDATE",9941859,"K00528.02",5.775,-0.0005725,-0.039986
"CANDIDATE",9941859,"K00528.03",2.33,3.807e-05,-0.011648
"FALSE POSITIVE",10068030,"K00529.01",1.36,0.0004393,3.5889
"CANDIDATE",10266615,"K00530.01",2.494,0.0002336,0.23544
"CANDIDATE",10395543,"K00531.01",0.9219,-0.001032,-0.029365
"CANDIDATE",10454313,"K00532.01",3.157,-0.0001222,0.22788
"CANDIDATE",10513530,"K00533.01",4.365,0,0.087263
"CANDIDATE",10513530,"K00533.02",1.921,0,0.044343
"CANDIDATE",10554999,"K00534.01",2.046,-8.023e-05,0.078679
"CANDIDATE",10554999,"K00534.02",2.088,-0.0001545,0.072056
"CANDIDATE",10873260,"K00535.01",4.754,-0.0007665,-0.019112
"CANDIDATE",10965008,"K00536.01",7.78,0.0001053,0.029404
"CANDIDATE",11073351,"K00537.01",2.619,-9.169e-05,0.083952
"CANDIDATE",11090765,"K00538.01",5.848,0.0003562,0.030224
"FALSE POSITIVE",11521048,"K00540.01",3.149,-0.01488,-2.0327
"CANDIDATE",11656721,"K00541.01",3.745,0.0003206,0.039062
"CANDIDATE",11669239,"K00542.01",6.728,0.0001843,0.025059
"CANDIDATE",11669239,"K00542.02",3.894,1.672e-05,-0.15881
"CANDIDATE",11823054,"K00543.01",2.201,-0.0002051,0.17501
"CANDIDATE",11823054,"K00543.02",1.99,5.894e-05,-0.099459
"FALSE POSITIVE",11913012,"K00544.01",4.828,-0.0001195,4.0778
"FALSE POSITIVE",11972666,"K00545.01",2.19,0.0008591,9.3111
"CANDIDATE",12058931,"K00546.01",6.579,6.812e-05,0.012592
"CANDIDATE",12058931,"K00546.02",5.389,-0.0001551,0.093289
"CANDIDATE",12116489,"K00547.01",4.605,0.0005871,0.045148
"CANDIDATE",12600735,"K00548.01",4.198,0.0001615,0.017599
"CANDIDATE",12600735,"K00548.02",3.203,-2.708e-05,1.0601
"FALSE POSITIVE",3437776,"K00549.01",6.614,0.006411,4.0056
"FALSE POSITIVE",3437776,"K00549.02",3.665,-0.0004883,2.1255
"CANDIDATE",4165473,"K00550.01",4.33,-0.0002062,0.0046538
"CANDIDATE",4270253,"K00551.01",3.467,0.0001814,-0.22021
"CANDIDATE",4270253,"K00551.02",2.468,0.0002918,0.084076
"FALSE POSITIVE",5122112,"K00552.01",1.668,-0.0001169,-0.019061
"FALSE POSITIVE",5303551,"K00553.01",4.235,0.00199,0.72149
"CANDIDATE",5443837,"K00554.01",2.54,-0.002703,0.20402
"CANDIDATE",5709725,"K00555.01",7.79,0.0006303,-0.10925
"CANDIDATE",5709725,"K00555.02",2.621,-0.0001528,-0.068988
"FALSE POSITIVE",5738496,"K00556.01",6.632,0,4.8638
"CANDIDATE",5774349,"K00557.01",4.207,0.0002431,0.083221
"CANDIDATE",5978361,"K00558.01",2.377,-5.676e-05,0.44393
"CANDIDATE",6501635,"K00560.01",4.851,0.0006524,0.020315
"CANDIDATE",6665695,"K00561.01",2.843,-9.331e-05,0.0093077
"CANDIDATE",6707833,"K00563.01",6.201,0.0001922,0.22743
"CANDIDATE",6786037,"K00564.01",14.01,8.877e-06,-0.016598
"CANDIDATE",6786037,"K00564.02",10.95,3.809e-06,-0.063894
"CANDIDATE",6786037,"K00564.03",3.95,5.703e-05,0.36364
"FALSE POSITIVE",7025846,"K00565.01",4.159,-0.02127,1.4381
"CANDIDATE",7119481,"K00566.01",4.017,0.0001672,-0.12704
"CANDIDATE",7119481,"K00566.02",6.936,0.0002137,0.71958
"CANDIDATE",7119481,"K00566.03",3.833,-5.35e-06,1.352
"CANDIDATE",7445445,"K00567.01",3.529,-1.674e-05,0.062947
"CANDIDATE",7445445,"K00567.02",4.584,-3.935e-05,0.1236
"CANDIDATE",7445445,"K00567.03",4.08,6.28e-06,0.2474
"CANDIDATE",7595157,"K00568.01",1.514,0.0001523,-0.080935
"CANDIDATE",7595157,"K00568.02",1.779,8.873e-05,-0.14189
"CANDIDATE",8008206,"K00569.01",3.082,-0.0003465,0.11058
"CANDIDATE",8008206,"K00569.02",1.656,-0.000276,-0.047685
"FALSE POSITIVE",8106610,"K00570.01",4.289,0.01201,-1.5417
"CANDIDATE",8120608,"K00571.01",2.421,6.936e-05,0.082225
"CANDIDATE",8120608,"K00571.02",2.92,6.181e-05,-0.05986
"CANDIDATE",8120608,"K00571.03",1.94,-0.0001365,0.2309
"CANDIDATE",8120608,"K00571.04",3.469,0.0001522,0.077966
"CANDIDATE",8120608,"K00571.05",5.569,6.175e-06,0.21581
"CANDIDATE",8193178,"K00572.01",5.617,0.000401,0.075099
