"koi_disposition","kepid","kepoi_name","tce_period","tce_time0bk","tce_depth","tce_ldm_coeff1","tce_ldm_coeff2","tce_ldm_coeff3","tce_num_transits","tce_model_snr","tce_robstat","tce_dof1","tce_chisq1","tce_chisqgofdof","tce_sma","tce_smet","tce_steff_prov","tce_smet_prov","tcet_period","tcet_time0bk","tcet_time0","tcet_duration","tcet_model_dof","wst_robstat","tce_maxmes","tce_max_mult_ev","tce_ptemp_stat","boot_fap","boot_messtd","tce_rb_tpdur","tce_rb_tcount0","tce_rb_tcount2","tce_fwm_sdec","tce_fwm_prao","tce_dicco_mdec","tce_dikco_mra","tce_dikco_msky","tce_time0bk_sn","tce_time0_sn","tce_prad_sn","tce_sma_sn","tce_sradius_sn","tce_ptemp_sn","tce_fwm_sra_sn","tce_dicco_mra_sn","tce_dikco_mdec_sn","tce_dikco_msky_sn"
"FALSE POSITIVE",9597854,"K07201.01",1.28708,132.392,82.54,0.2498408,0.9326352,-0.6761772,1015,8.822,10.5,8991,5890,4630,0.02173,-0.58,5,5,1.28709,132.391,2454970,1.65,31450,2.005,2.174,9.608,2.183,3.7113e-22,1.0196,3,974,1,46.253401,0.002511,0,0,0,45036.3476172496,835117547.20768,1.82567388422448,4.64514749893117,3.96279069767442,3.68531029208245,455090.854503464,0,0,0
"FALSE POSITIVE",9602431,"K07202.01",3.55646,133.547,66.7,0.4188744,0.0209416,0.73048,304,8.973,9.41,2655,1750,4542,0.0389,-0.72,5,5,3.55648,133.542,2454970,6.24,25520,2.335,1.676,8.477,2.614,1.268e-17,1.0437,12,287,0,46.243648,0.000147,-1.1206,2.4092,2.6515,13744.6777415613,252665889.27644,1.91886099203919,13.0800268997983,11.5090909090909,3.57523642009489,455323.172413793,3.16759776536313,-1.7194099378882,3.25737100737101
"FALSE POSITIVE",9602538,"K07203.01",3.55655,133.551,45.97,0.3871702,0.3473276,0.1809034,305,8.396,8.446,2682,1711,3116,0.04117,-0.46,5,5,3.55637,133.554,2454970,7.936,23910,1.987,2.235,8.064,2.725,6.2333e-16,1.0256,12,288,0,46.283005,-9.117e-05,-3.2951,-0.54447,3.2696,13571.0010557967,249465750.626721,2.01501501501502,5.97099347353154,5.41721854304636,3.82201547251858,434397.5,-0.722894736842105,-2.77922413793103,2.84313043478261
"FALSE POSITIVE",9630640,"K07204.01",3.66189,132.525,763.6,0.2263886,1.1500306,-1.1157212,366,58.37,44.78,3258,2628,1664,0.04889,-0.46,5,5,3.66188,132.527,2454970,1.334,11760,9.692,7.617,46.71,1.6,-1,-1,3,322,0,46.321081,-3.026e-05,-0.0085113,-0.17762,0.21125,257956.204379562,4778530413.6253,1.45052083333333,3.67042042042042,3.39529914529915,3.18000746805585,4753251.13924051,-0.725213549337261,-1.612976022567,3.02650429799427
"CANDIDATE",9635520,"K07205.01",2.35373,133.187,406.2,0.71131,-0.567974,1.191142,12,-1,15.69,77,57.41,82,0.03491,0.48,8,5,2.35373,133.186,2454970,5.759,659,1.172,1.444,13.08,0,-1,-1,-1,0,0,46.378207,-0.001768,9.213,-0.060083,9.3309,-133.187,-2454970,-2.805,-0.03491,3.04051172707889,0,1482816.640625,-1.86706443914081,118.110126582278,118.112658227848
"FALSE POSITIVE",9635529,"K07206.01",2.35196,131.917,204400,0.2942376,0.9464928,-0.8433472,574,25170,30490,4815,146200000,4050,0.03631,-0.22,5,5,2.35195,131.919,2454960,5.461,30460,-0.8125,3.531,42420,0,-1,-1,12,547,0,46.378738,-0.0001812,0.0028895,-0.07108,0.23245,18663001.5123713,347316283669.361,3.19784172661871,3.8896625602571,3.19843342036554,0,4246152572.70693,-0.0568620689655172,-3.25935198821797,3.42341678939617
"FALSE POSITIVE",9637299,"K07207.01",1.88244,132.738,343200,0.1274156,1.3450382,-1.2507104,0,-1,15000,5769,18210000,2957,0.02852,-0.78,5,5,1.88244,132.741,2454970,3.121,22140,3523,4381,18810,0,-1,-1,6,680,0,0,0,-0.0044625,0.17764,0.17857,-132.738,-2454970,-43.06,-0.02852,3.88782051282051,0,0,-0.0175142428785607,0.266090775988287,2.64156804733728
"CANDIDATE",9640123,"K07209.01",8.25502,135.214,52.66,0.6473486,-0.3854824,0.9901648,163,9.113,8.045,1413,862.3,1239,0.09566,0.26,26,25,8.25515,135.204,2454970,4.179,9057,2.361,2.896,9.022,1.846,1.0091e-18,1.0302,6,149,0,46.389856,3.132e-05,-0.36341,0.42405,0.47334,16675.3816935106,302761265.81654,1.35621198957428,2.92896509491733,2.61627906976744,3.02645431339284,479184.25,0.362550251256281,-0.327076205287714,0.647523939808482
"FALSE POSITIVE",9640921,"K07210.01",80.706,139.437,11790,0.3865716,0.5459428,-0.2298536,18,243.3,234.9,153,1815,178,0.3685,-0.16,5,5,80.7067,139.432,2454970,6.59,1418,223.9,233.3,247,15.92,0,1.0214,12,17,0,46.306896,0.001219,0.0008708,0.0024114,0.012583,215718.1865297,3797999644.17491,3.12228429546865,3.85500575373993,3.26116838487973,17.6215757060947,12073952.8301887,0.123961206896552,-0.180540935672515,0.182892441860465
"FALSE POSITIVE",9640921,"K07210.02",80.706,189.271,10640,0.3865716,0.5459428,-0.2298536,16,228.4,224.8,144,848.3,171,0.3685,-0.16,5,5,80.7067,189.265,2455020,5.961,1284,2.554,3.119,234,8.139,0,1.0214,12,15,0,46.306878,0.0006235,-0.0078806,-0.059315,0.063635,278444.941691198,3611688535.22581,3.26204733390362,3.85500575373993,3.26116838487973,10.9107730263158,10157453.4391534,-0.825074424898512,-0.3085140562249,0.855309139784946
"FALSE POSITIVE",9641031,"K07211.01",2.17814,132.027,396400,0.3058386,0.8119576,-0.5761668,0,-1,11080,4203,48940000,2601,0.03259,-0.3,5,5,2.17814,132.03,2454970,3.549,23660,4500,6895,23210,0,-1,-1,6,563,0,46.323889,0,1.9497,-1.4188,2.0103,-132.027,-2454970,-20.28,-0.03259,3.56363636363636,0,2666858888.88889,1.20061791967044,0.809204545454545,1.30538961038961
"FALSE POSITIVE",9641103,"K07212.01",1.08904,132.047,27.26,0.5819376,-0.396748,1.1212672,1226,7.525,8.126,10810,6846,4364,0.01888,-0.2,5,5,1.08905,132.042,2454970,2.424,29500,1.237,1.517,8.225,1.371,6.6163e-16,1.049,3,1155,0,46.379597,-2.751e-06,-0.7704,-1.4969,2.0217,34765.1292960461,646340692.843565,1.35826542491269,11.4981729598051,9.09876543209877,2.43128398096689,419311.615720524,-2.37581329561528,-1.63133253301321,2.64620418848168
"FALSE POSITIVE",9644411,"K07213.01",0.758854,131.949,352.2,0.6584436,-0.521486,1.081362,814,8.564,8.217,7209,4904,2912,0.01428,0.07,13,12,0.758859,131.947,2454960,1.887,14890,6.678,6.163,8.523,1.1,1.5211e-23,1.0619,3,776,0,46.321356,0.0021,-5.2828,-8.2065,10.258,48144.0940486224,895738695.44753,0.840477482365708,15.6716417910448,12.1090909090909,1.6777300694967,511246.296296296,-28.1160447761194,-89.8452554744525,144.887005649718
"FALSE POSITIVE",9644683,"K07214.01",0.585932,131.753,0.0007403,0.5324356,-0.1046218,0.7091246,1938,0.0001132,18.45,17100,13150,8778,0.01317,-0.12,8,5,0.585942,131.704,2454960,3.524,27280,-0.0845,0.2007,16.15,0,2.8262e-44,1.2718,6,1893,0,0,0,-6.7206,-0.74676,6.6413,0.370608008326184,6905.55688386943,0.000175378486055777,0.999241274658573,4.88957055214724,0,0,-9.31844802342606,-84.1734693877551,84.8186462324393
"CANDIDATE",9651602,"K07215.01",3.90721,133.773,97.06,0.5310276,-0.0832558,0.6733578,339,9.251,9.11,3006,1864,2529,0.04691,-0.1,5,5,3.90726,133.751,2454970,2.209,19060,2.452,2.156,8.902,1.735,7.2408e-19,1.0185,6,323,0,46.365052,3.152e-05,-0.58477,-0.65688,0.89536,22082.9880450465,405261698.257106,1.18081180811808,6.13362970711297,5.32236842105263,2.35359393468023,458262.089201878,-1.13742230347349,-1.0056694214876,1.55714782608696
"FALSE POSITIVE",9652166,"K07216.01",0.646488,131.66,4.556,0.3776524,0.8654864,-0.9063894,2085,3.709,11.24,18320,10950,7415,0.0167,-0.06,8,5,0.646542,131.665,2454960,5.768,32240,4.911,3.866,8.41,0.6806,-1,-1,12,1991,0,0,0,-0.216,-0.87324,0.90429,10095.9289619581,188250810.91029,0.50588066551922,3.71358683566822,3.02037037037037,1.02397758435674,0,-0.795664414414414,-0.197445378151261,0.980791757049891
"FALSE POSITIVE",9652632,"K07217.01",2.48881,132.125,128400,0.1667232,1.259978,-1.1878763,546,18090,20460,4635,62450000,3912,0.03585,-0.66,13,12,2.48883,132.124,2454970,5.452,29260,1.542,2.451,23910,-4.761,-1,-1,12,521,0,46.31037,0.001282,0.014153,0.056717,0.07781,26489953.3656526,492200876549.299,2.84037735849057,2.868,2.84060721062619,7.38943193086839,4141912711.86441,-0.219745889387145,-0.78801775147929,1.15616641901932
"FALSE POSITIVE",9655424,"K07218.01",1.03633,131.565,54.69,0.2682928,0.9379416,-0.753672,1268,9.65,7.446,11190,6103,9412,0.02005,-0.4,5,5,1.03629,131.601,2454960,6.966,31370,6.425,6.328,8.126,3.947,2.2327e-12,1.1826,12,1242,0,46.311529,9.371e-05,4.9765,3.6274,6.9466,29829.2749285811,556604543.59951,2.21555915721232,3.81323697223279,3.20344827586207,5.85670222588947,1868898.95238095,-4.94891944990177,25.1029661016949,20.0768786127168
"CANDIDATE",9658089,"K07220.01",1.05708,131.694,64.27,0.3937636,0.5090244,-0.1701292,1260,11.45,10.79,11200,6981,4509,0.02033,-0.16,5,5,1.05708,131.696,2454960,1.602,30410,2.532,1.983,9.416,1.805,9.721e-20,1.0335,3,1201,0,46.344349,4.582e-05,-0.8043,-0.065846,0.13539,63312.9011321843,1180240859.59472,1.51802721088435,3.63230301947472,3.03205128205128,3.31192230518733,674333.664383562,-0.560024630541872,-0.340951008645533,0.379243697478992
"FALSE POSITIVE",9665503,"K07221.01",11.568,137.335,414000,0.3435064,0.423133,0.1487182,0,-1,10670,783,9130000,657,0.08952,-0.68,5,5,11.568,137.338,2454970,5.312,4756,3513,3697,11420,0,-1,-1,12,86,0,46.358068,0,-0.24267,-0.0011239,0.077281,-137.335,-2454970,-35.36,-0.08952,7.62352941176471,0,1023153350.51546,-4.50345285524568,1.1380412371134,1.13815905743741
"FALSE POSITIVE",9673173,"K07222.01",21.2947,147.097,122600,0.4045868,0.5114404,-0.2029488,65,3558,4191,558,2256000,652,0.1524,-0.08,5,5,21.2947,147.099,2454980,7.025,5010,3440,3727,4594,21.45,-1,-1,12,63,0,46.345301,0.01509,-0.0036985,0.0024368,0.069363,3442306.83724881,57450488040.6065,3.46910994764398,4.17077175697865,3.5013698630137,27.8076809627751,529125714.285714,-0.284587706146927,1.02848664688427,1.02912462908012
"CANDIDATE",9674320,"K07223.01",317.091,297.799,437.5,0.4440876,0.1173338,0.4944294,5,10.48,10.42,45,25.38,92,0.8402,-0.4,5,5,317.095,297.796,2455130,9.316,724,3.717,3.421,10.32,3.587,7.3921e-14,1.7499,24,4,0,46.340101,-0.0008146,0.26653,0.63597,0.74342,18505.1078743289,152560772.519388,1.880112175742,7.19349315068493,5.86065573770492,3.77427063882274,690450.137931035,0.608582169709989,1.45825757575758,0.888195937873357
"FALSE POSITIVE",9711751,"K07225.01",0.855778,132.346,121300,0.3127464,0.9243612,-0.8510392,1571,6176,11200,13560,30710000,6951,0.01895,-0.16,5,5,0.855767,132.349,2454970,3.329,31860,0.3579,0.9428,14670,-5.664,-1,-1,6,1490,0,46.433355,-0.0004364,0.0048686,0.10835,0.10977,10841812.0750389,201111657245.843,3.09061901723038,3.80904522613065,3.09090909090909,1.9742463565582,1856875333.33333,0.0892983508245877,0.26160237388724,1.62141802067947
"FALSE POSITIVE",9762514,"K07227.01",7.51508,138.094,204.3,0.628782,-0.5838608,1.3245533,179,10.72,10.36,1566,1007,974,0.06835,-0.08,5,5,7.51515,138.087,2454970,2.441,7135,4.762,5.017,9.423,2.412,5.0711e-21,1.0165,6,170,0,46.581614,-0.006325,1.3764,5.9006,6.1374,25899.0997749437,460421980.495124,1.47323032698527,10.8423223350254,8.48780487804878,2.94975161800887,485987.113924051,43.3242424242424,14.941592920354,46.8503816793893
"FALSE POSITIVE",9762519,"K07228.01",7.51515,138.08,117500,0.25998,0.8328824,-0.4817648,179,7193,8009,1494,2076000,935,0.06739,-0.7,5,5,7.51515,138.08,2454970,3.282,6978,1786,2080,9522,22.3,-1,-1,6,168,0,46.582486,0.00469,-0.002218,0.13287,0.46392,14564018.1839277,258938497400.036,6.25358286966785,7.49193996664814,6.26612903225806,33.1927868193691,777169878.54251,-0.231529235382309,6.51744868035191,6.77255474452555
"FALSE POSITIVE",9777062,"K07229.01",19.23,132.58,266700,0.5491904,0.3293116,-0.2604132,0,-1,9398,585,29620000,623,0.1818,0.36,8,5,19.23,132.582,2454970,6.445,5078,1258,1205,10820,0,-1,-1,12,69,0,46.589705,0.003534,0.0038648,-0.035525,0.083834,-132.58,-2454970,-81.12,-0.1818,2.96341463414634,0,3655627001.8622,-0.13861377245509,1.12830609212481,1.23466863033873
"FALSE POSITIVE",9786821,"K07230.01",21.12,150.128,12900,0.320815,0.795908,-0.5831214,47,1642,1467,396,19640,159,0.154,-0.2,13,12,21.1199,150.131,2454980,1.968,1103,9.898,5.223,1668,4.043,0,1.2615,3,45,0,46.548843,-0.0003335,0.0071084,0.16301,0.19832,5159658.37815545,84373721925.3175,2.95717475137,3.07815310813512,2.97026022304833,20.1182451253482,123281894.409938,0.2178125,1.60440340909091,2.77370629370629
"FALSE POSITIVE",9790965,"K07231.01",0.822068,132.242,19960,0.2682316,1.0304348,-0.9505224,1301,1555,1753,11480,1974000,8403,0.01842,-0.28,5,5,0.822068,132.243,2454970,4.694,25740,-3.127,5.954,2205,0,-1,-1,3,1175,1,46.586628,-0.0003502,-0.0085226,-0.08707,0.087526,6988869.98065723,129742942003.403,2.71770025839793,2.7537748542383,2.72869318181818,0,284271640.513552,-0.222983508245877,-0.132766369047619,1.29668148148148
"CANDIDATE",9811915,"K07232.01",1.9668,132.692,187.9,0.4588074,0.1561046,0.380887,351,8.591,8.814,3123,2151,1607,0.02945,-0.24,8,5,1.96683,132.687,2454970,2.402,11310,1.917,1.894,8.294,1.329,5.9195e-17,1.0149,3,294,1,46.682168,0.0004802,0.69194,0.15237,0.57727,38729.0727811894,716536880.939594,1.04143426294821,5.86303006171611,4.94409937888199,2.06017723275735,387366.776859504,1.05779661016949,0.515546296296296,0.549780952380952
"FALSE POSITIVE",9818732,"K07233.01",45.0352,132.638,415800,0.3434192,0.794216,-0.6518392,0,-1,13240,261,13850000,368,0.2618,-0.12,5,5,45.0352,132.64,2454970,8.973,2762,11480,11780,14500,0,-1,-1,24,28,0,46.698709,0,-0.0038366,0.0038566,0.12701,-132.638,-2454970,-62.91,-0.2618,3.40117994100295,0,1139612035.92814,0.191916167664671,-1.82137733142037,1.82223816355811
"FALSE POSITIVE",9821078,"K07234.01",8.42946,132.277,452500,0.6716704,-0.6219796,1.2068144,0,-1,12570,1386,129300000,1616,0.07111,0.2,5,5,8.42946,132.29,2454970,3.468,12220,4222,4998,15280,0,-1,-1,6,149,0,46.664683,0,-0.068327,-0.15048,0.39215,-132.277,-2454970,-23.78,-0.07111,11.9298245614035,0,2002228481.67539,0.124169415292354,-5.22554112554113,5.67510853835022
"CANDIDATE",9837013,"K07236.01",14.4617,137.284,88.97,0.61191,-0.3118202,0.9222524,92,8.355,7.831,810,558.4,1128,0.1124,0.14,26,25,14.4619,137.277,2454970,6.258,8692,2.218,2.712,7.881,2.928,6.584e-15,1.0127,12,89,0,46.629478,-0.00038,-0.95348,0.49231,1.1206,9785.86906934307,174995010.264599,1.86629910406616,5.08367254635911,4.92181069958848,3.69880503695913,555798.243626062,0.613234152652005,-0.831900826446281,0.830074074074074
"FALSE POSITIVE",9850387,"K07238.01",1.37425,131.66,94960,0.3025944,0.9659828,-0.9277432,787,1202,1779,6858,2533000,5790,0.02763,-0.26,5,5,1.37423,131.67,2454960,4.822,25700,-3.032,1.684,2191,0,-1,-1,12,741,0,46.690516,0,-0.0042386,-0.105,0.10502,3321794.76828677,61938882609.3977,2.65976256630462,2.8868456796573,2.68821292775665,0,1112075810.05587,0.0192683658170915,0.0294668630338733,1.55585185185185
"FALSE POSITIVE",9850912,"K07239.01",8.48031,135.852,313.5,0.4167784,0.4720272,-0.1548584,128,11.39,10.69,1098,742.9,1524,0.08338,-0.06,5,5,8.4803,135.853,2454970,7.048,12080,3.282,2.165,10.79,7.412,2.9311e-26,1.0301,12,121,0,46.700853,0.0008254,-1.9739,1.274,2.3701,15079.6038179641,272502244.979737,3.11674825693517,4.01251203079884,3.39455782312925,9.59158253572833,634254.872611465,1.98079584775087,-2.71548913043478,3.10222513089005
"FALSE POSITIVE",9873869,"K07241.01",4.99474,136.176,162200,0.2349974,1.0394422,-0.8844674,269,-1,20290,2349,18770000,1711,0.05622,-0.46,5,5,4.99474,136.18,2454970,4.079,12540,2147,2654,24440,0,-1,-1,6,248,0,46.717055,-0.005512,0.00034994,0.011064,0.14941,-136.176,-2454970,-48.19,-0.05622,3.38395415472779,0,2352890262.17228,0.16256371814093,2.22720478325859,2.23333333333333
"FALSE POSITIVE",9881258,"K07242.01",2.0285,132.839,61880,0.340676,0.695056,-0.4230912,662,-1,11810,5769,12570000,4855,0.03126,-0.24,5,5,2.0285,132.844,2454970,4.599,31520,-1.663,2.744,15220,0,-1,-1,12,633,0,46.733447,-0.0003488,-0.003315,-0.1124,0.20711,-132.839,-2454970,-25.59,-0.03126,3.32792207792208,0,2447788491.04859,0.0105137931034483,-2.58100890207715,3.07741456166419
"FALSE POSITIVE",9899153,"K07243.01",1.33248,132.106,54.23,0.6958684,-0.7072784,1.397692,1008,9.394,8.835,8883,4986,10370,0.02195,0.26,5,5,1.33249,132.109,2454970,6.613,32100,2.115,1.596,9.411,1.706,1.1794e-16,1.1924,12,963,0,46.793251,-0.0003158,-7.6397,0.92894,1.0403,26007.3195172032,483302720.50587,1.33340782122905,2.43294169807138,9.74117647058823,2.58988760413906,493138.220551378,10.8390791027155,0.85470802919708,1.40962059620596
"FALSE POSITIVE",9899193,"K07244.01",1.33255,132.056,26.92,0.2422084,1.0970936,-1.0361688,1010,10.31,10.68,8838,5141,7429,0.02482,-0.4,5,5,1.33258,132.048,2454970,5.348,32140,3.761,2.094,10.71,3.732,5.287e-23,1.0953,12,965,0,46.737327,-3.531e-05,2.0287,1.3399,2.3658,42400.2491563681,788236351.785674,2.71908565133572,3.97501601537476,3.78603603603604,7.07152891748178,1124401.08571429,1.78695035460993,3.13961352657005,3.92990033222591
"FALSE POSITIVE",9899410,"K07245.01",1.33261,132.052,81.05,0.320718,0.519112,-0.0321538,938,8.804,14.65,8244,5634,6026,0,-0.5,5,5,1.33256,132.049,2454970,5.369,29920,3.965,4.496,12.36,0,1.9233e-26,1.1866,12,911,0,46.760132,-0.0001413,0.63622,0.84243,1.0083,77892.0793714461,1448086496.94453,2.68109407874962,0,3.02457813646368,0,2259673.70838117,0.988659673659674,0.983996447602131,1.00930930930931
"FALSE POSITIVE",9899421,"K07246.01",1.33253,132.065,77.16,0.656534,-0.6456314,1.3671634,491,10.67,13.56,4329,2929,2208,0,-0.22,57,55,1.33256,132.048,2454970,4.025,15610,3.775,3.775,12.39,0,6.06e-35,1.0063,6,466,0,46.770181,0.0001277,5.9637,-2.6747,6.448,112953.301402668,2099700650.01711,4.0748502994012,0,7.88220551378446,0,2610360.61007958,-4.95743119266055,3.76096153846154,4.47777777777778
"FALSE POSITIVE",9899577,"K07247.01",1.3325,132.089,73.3,0.551058,-0.22264,0.8837548,1006,14.41,12.88,8865,5512,9378,0.02233,-0.16,5,5,1.33255,132.059,2454970,5.266,32070,1.676,2.295,14.27,2.123,7.5175e-41,1.1302,12,961,0,46.771128,0.0001398,2.839,-0.6784,2.9921,43198.244455055,802870747.676388,2.00377358490566,7.51093171880256,6.25409836065574,3.6225835276682,1004368.92857143,-1.35544303797468,4.38885542168675,4.38081991215227
"FALSE POSITIVE",9899583,"K07248.01",1.33248,132.109,52.27,0.408828,0.50262,-0.1991288,1006,13.54,14.83,8874,5904,7453,0.02426,-0.08,5,5,1.33261,132.02,2454970,4.981,32180,6.691,5.071,13.24,3.232,5.1895e-37,1.0939,12,961,0,46.754938,0.0002612,1.6798,-2.3301,2.9301,34138.7214227202,634396876.300142,1.99597442576368,3.86059834500318,3.19551282051282,4.95583743506936,806790.573770492,-3.10724637681159,2.37513368983957,3.72312579415502
"FALSE POSITIVE",9906489,"K07249.01",8.96536,137.441,129.4,0.3204264,0.8689036,-0.7504008,125,25.07,22.88,1071,952.6,3711,0.08929,-0.16,5,5,8.96536,137.518,2454970,24.92,25840,3.497,5.851,19.73,2.861,2.2501e-96,0.94414,31,117,0,46.703274,2.314e-05,0.46441,0.45618,0.72677,8900.81210252956,158986231.818358,2.0675569520817,5.95266666666667,4.99568965517241,4.32233728634263,3408058.41924399,1.016,2.44922077922078,1.60081497797357
"CANDIDATE",9909965,"K07252.01",10.2174,139.099,116.3,0.2859556,0.887736,-0.6891968,103,9.146,8.798,909,547.7,660,0.09158,-0.34,5,5,10.2172,139.111,2454970,4.471,4875,2.364,2.877,8.385,1.844,3.5454e-17,1.0113,6,96,0,46.756534,-0.000255,-0.55458,0.96641,1.0949,17001.4214806132,300059523.736771,1.12674743709226,4.06480248557479,3.47854785478548,2.31325495005957,452347.636363636,1.66506779661017,-0.472201834862385,1.54865629420085
"FALSE POSITIVE",9913481,"K07253.01",3.50474,133.32,100200,0.4630992,0.4802636,-0.3875612,308,18830,18550,2745,89730000,3215,0.05757,-0.04,8,5,3.50473,133.322,2454970,7.69,23810,-0.9722,7.221,24770,0,-1,-1,12,290,0,46.765534,-0.0006981,0.38528,1.2797,1.3353,11009719.8021355,202734262096.075,1.88943463266799,1.96955183031132,1.89014373716632,0,1866582429.90654,1.4740253164557,2.57581081081081,3.29703703703704
"FALSE POSITIVE",9913798,"K07254.01",2.14344,133.498,138300,0.6401944,-0.6265368,1.367574,499,3202,5885,4266,2074000,2668,0.02959,-0.06,5,5,2.14344,133.499,2454970,3.704,19740,1291,1347,6089,9.879,-1,-1,6,418,0,46.734991,-0.274,-0.96145,3.6296,3.8767,5324436.53854591,97914065896.3733,6.8901303538175,12.6075841499787,10,16.5237512242899,610974862.385321,12.7216417910448,-19.6820809248555,56.2656023222061
"FALSE POSITIVE",9934208,"K07256.01",9.05849,137.338,128700,0.603508,-0.1792396,0.5985676,147,2830,3791,1287,232600,938,0.07017,-0.56,5,5,9.05843,137.343,2454970,3.899,6990,252.5,270.8,4270,23.96,-1,-1,6,119,2,46.856585,-0.001049,-0.0050051,-0.016534,0.13442,5239688.52890569,93661464036.2289,10.2288911495422,12.6729275781109,10.2321428571429,33.0389703767616,223176978.672986,0.172227204783259,-1.97045790251108,1.98259587020649
"FALSE POSITIVE",9936698,"K07257.01",2.85609,133.389,147700,0.3345352,0.860904,-0.7698996,96,2626,4824,837,3002000,604,0.04278,-0.12,8,5,2.85607,133.399,2454970,4.626,4425,2.745,3.144,5475,-4.441,0,1.1359,12,86,0,46.809544,0.0009856,0.002311,-0.13657,0.18646,726824.430725304,13376906436.7954,3.36728395061728,4.14133591481123,3.36865342163355,12.0405336069779,662161503.496504,0.138133233532934,-1.85328467153285,1.77580952380952
"CANDIDATE",9943009,"K07258.01",2.43758,132.138,23.61,0.4891692,0.2307478,0.166923,553,7.415,7.78,4860,2846,1969,0.0368,0.12,26,25,2.43764,132.12,2454970,1.458,13250,2.61,2.53,7.477,2.189,1.4949e-13,1.0254,3,507,1,46.832245,2.471e-05,0.28595,0.8528,0.85613,36865.0557838616,684909760.990076,1.72293789655835,5.05147563486616,4.75155279503106,3.52019494793826,495725.374677003,0.991305285868393,0.0974870801033592,0.839343137254902
"CANDIDATE",9944201,"K07259.01",0.721526,131.707,21730,0.444012,-0.0903004,0.8761628,1849,1294,1159,15380,1172000,9586,0.01338,-0.7,5,5,0.721524,131.708,2454960,1.433,32170,3.576,29.58,1239,-7.161,-1,-1,3,1765,0,46.804967,-0.002055,-0.27335,0.44476,0.49337,10131385.6260433,188844529573.304,10.9623797025372,13.4081571299729,11.3636363636364,10.0323247995862,147944115.384615,5.32927170868347,-2.90544217687075,6.61353887399464
"FALSE POSITIVE",9944421,"K07260.01",7.09521,135.371,231300,0.4968452,-0.0034896,0.599634,186,5751,7822,1647,2146000,1019,0.06881,-0.22,5,5,7.09515,135.377,2454970,3.365,7365,1057,1204,9369,18.79,-1,-1,6,177,0,46.802988,0.01807,0.0011074,-0.030114,0.060789,9545268.65040192,173104639684.107,4.73732335827099,5.7103734439834,4.74390243902439,32.405776345626,734400076.335878,0.00157931034482759,0.777717231222386,0.896592920353982
"FALSE POSITIVE",9945280,"K07261.01",0.651729,131.754,16690,0.32278,0.6636088,-0.3058808,2057,1448,2360,18180,280400,7334,0.01416,-0.38,5,5,0.651728,131.756,2454960,2.336,32070,1.485,2.083,2799,-3.55,-1,-1,6,1964,0,46.811082,0.0003788,0.007676,-0.029272,0.05936,8662498.27412769,161407522830.825,2.62742282842785,2.30731627831188,2.62857142857143,6.93742509844205,309360626.00321,-0.00407616191904048,0.769597615499255,0.882020802377415
"FALSE POSITIVE",9953736,"K07262.01",0.50816,131.624,13.76,0.4476596,0.700952,-0.7185158,2643,11.15,16.75,23260,18880,9402,0.01444,0.21,13,12,0.508197,131.615,2454960,4.726,32180,3.565,4.139,12.55,1.226,-1,-1,6,2520,0,46.851435,-2.303e-05,0.085106,0.75804,0.76228,34833.3280404797,649687192.352885,1.24385203554453,3.25078793336335,2.61744966442953,2.73999506718674,879439.954954955,2.61217838765009,0.192086124401914,0.946931677018634
"FALSE POSITIVE",9958053,"K07263.01",2.73396,133.772,60.14,0.608976,-0.0018168,-0.0129288,483,27.32,25.05,4248,3059,2175,0.05322,0.07,8,5,2.734,133.758,2454970,3.795,15320,15.41,19.04,26.61,8.724,-1,-1,3,451,0,46.826766,0.000133,-0.010374,-0.029888,0.032589,155636.609017876,2856227058.28287,2.98576972833118,3.58383838383838,3.09427207637232,16.1150636959746,1327127.83783784,-0.790280777537797,0.0902152777777778,0.304570093457944
"FALSE POSITIVE",9959093,"K07264.01",19.1645,141.305,61.98,0.5150048,0.1578512,0.253862,72,7.709,7.587,621,428.9,517,0.1537,0.2,26,25,19.1643,141.315,2454970,4.272,3991,3.289,3.695,7.549,2.349,5.6344e-14,1.0215,6,68,0,46.863049,0.0002069,-0.85264,-2.2445,2.4449,14268.7066930287,247898141.397577,1.36566186107471,3.14829987709955,3.04774897680764,2.97691955119954,533047.073170732,-3.49754977029096,-2.0938444924406,3.46794326241135
"FALSE POSITIVE",9963009,"K07265.01",40.0696,153.019,41900,0.5381794,0.068402,0.3747236,28,1692,1943,234,106400,400,0.2375,0.22,5,5,40.0698,153.016,2454990,8.842,3268,460.4,477.6,2061,22.33,0,1.101,24,27,0,46.8518,-0.0003522,0.13932,0.11129,0.23359,1277532.41440343,20496339030.0308,3.35288367546432,4.08496732026144,3.35277777777778,28.1239920780874,140174099.29078,0.134252600297177,2.9507183908046,3.35617816091954
"FALSE POSITIVE",9965691,"K07267.01",15.6846,133.018,747.5,0.3627436,0.7781492,-0.6521188,71,76.36,50.28,594,1980,2048,0.1357,-0.02,5,5,15.6849,132.857,2454970,29.5,15820,6.829,8.119,38.83,5.168,0,1.0254,31,65,0,46.845186,4.668e-05,0.047716,-0.19534,0.20623,15743.3960656304,290558909.615546,2.68779342723005,3.35061728395062,3.13447782546495,9.5310209733527,14260273.381295,-0.176586387434555,-0.218174917491749,0.650567823343849
