"koi_disposition","kepid","kepoi_name","tce_ldm_coeff4","tce_prad","tce_steff","tce_fwm_prao"
"CANDIDATE",10027323,"K01596.02",0.1509532,1.835,3883,-0.001204
"CANDIDATE",5039228,"K01597.01",0.0940556,2.738,6521,-0.0001539
"CANDIDATE",10004738,"K01598.01",-0.4207984,3.257,5497,-7.984e-05
"CANDIDATE",10004738,"K01598.02",-0.4207984,2.691,5497,-0.0001437
"CANDIDATE",10004738,"K01598.03",-0.4207984,1.384,5497,0.0001063
"CANDIDATE",5474613,"K01599.01",-0.2379852,2.448,5823,2.847e-05
"CANDIDATE",5474613,"K01599.02",-0.2379852,3.519,5823,0.0001085
"FALSE POSITIVE",4860932,"K01600.01",0.01972,3.114,6075,-0.002514
"CANDIDATE",5438757,"K01601.01",-0.41127,2.104,5534,-4.304e-05
"CANDIDATE",5438757,"K01601.02",-0.41127,2.705,5534,0.0001526
"CANDIDATE",4860678,"K01602.01",-0.392213,2.752,5557,6.79e-05
"CANDIDATE",4860678,"K01602.02",-0.392213,1.834,5557,-0.0002324
"CANDIDATE",5177104,"K01603.01",0.110126,1.488,6201,7.856e-05
"FALSE POSITIVE",10033279,"K01604.01",0.2122594,13.65,5754,0.005397
"FALSE POSITIVE",5009189,"K01605.01",-0.1315312,2.651,5956,9.922e-05
"CANDIDATE",9886661,"K01606.01",-0.468821,1.698,5430,-8.256e-05
"FALSE POSITIVE",5477805,"K01607.01",0.137326,3.547,6116,0.001337
"CANDIDATE",10055126,"K01608.01",-0.0768544,2.038,5903,-7.814e-05
"CANDIDATE",10055126,"K01608.02",-0.0768544,1.614,5903,0.0001441
"CANDIDATE",10055126,"K01608.03",-0.0768544,2.073,5903,0.000347
"CANDIDATE",5009743,"K01609.01",-0.026218,2.371,5997,-0.0001712
"FALSE POSITIVE",5474733,"K01610.01",0.0533064,1.113,5975,0.000542
"FALSE POSITIVE",12644769,"K01611.01",-0.4378304,23.32,4451,0.01095
"CANDIDATE",10963065,"K01612.01",0.0949856,0.7769,6139,-6.597e-05
"CANDIDATE",6268648,"K01613.01",0.1493498,1.323,6099,6.833e-06
"CANDIDATE",6268648,"K01613.02",0.1493498,1.039,6099,8.519e-05
"CANDIDATE",6268648,"K01613.03",0.1493498,1.591,6099,0.0002228
"FALSE POSITIVE",10514429,"K01614.01",-0.0697516,2.584,5837,-5.77e-05
"CANDIDATE",4278221,"K01615.01",-0.1699782,1.375,5992,3.229e-06
"CANDIDATE",9015738,"K01616.01",-0.1018522,1.639,6026,7.682e-06
"CANDIDATE",7215603,"K01618.01",-0.042428,0.9491,6250,2.339e-06
"CANDIDATE",4276716,"K01619.01",-0.563612,0.8238,4830,0.0001511
"FALSE POSITIVE",6468337,"K01620.01",0.1061174,1.374,6061,0.0002078
"CANDIDATE",5561278,"K01621.01",0.026134,2.728,6065,-6.368e-05
"CANDIDATE",7287683,"K01622.01",0.2286982,3.442,7732,5.868e-05
"FALSE POSITIVE",11392618,"K01623.01",-0.2432972,3.619,5725,0.0003556
"FALSE POSITIVE",6233890,"K01624.01",0.17616,7.098,6106,0
"FALSE POSITIVE",6312314,"K01625.01",0.0351436,1.088,5874,-0.0003331
"CANDIDATE",6387542,"K01626.01",-0.0695688,1.946,5662,0.000208
"CANDIDATE",6543893,"K01627.01",-0.064876,6.694,6068,0.001532
"CANDIDATE",6543893,"K01627.02",-0.064876,4.19,6068,0.0001357
"CANDIDATE",6543893,"K01627.03",-0.064876,3.282,6068,-9.058e-05
"CANDIDATE",6975129,"K01628.01",-0.0407152,2.863,6243,3e-04
"CANDIDATE",6975129,"K01628.02",-0.0407152,1.207,6243,2.024e-05
"FALSE POSITIVE",6975129,"K01628.03",-0.0407152,1.982,6243,3.293e-05
"CANDIDATE",8685497,"K01629.01",-0.3163038,1.597,5836,-1.313e-05
"CANDIDATE",9017682,"K01630.01",-0.2202536,1.61,5705,0.0002378
"FALSE POSITIVE",9084778,"K01631.01",-0.323608,2.836,4920,0.0007163
"CANDIDATE",9277896,"K01632.01",-0.0667234,1.702,6056,-9.948e-05
"CANDIDATE",9401997,"K01633.01",-0.5145548,2.26,5246,-0.0003902
"FALSE POSITIVE",10487119,"K01635.01",-0.340044,28.51,5754,-0.004499
"FALSE POSITIVE",10621666,"K01636.01",0.0704996,1.263,5912,1.854e-05
"CANDIDATE",10686864,"K01637.01",-0.5413312,2.062,5068,5.255e-05
"FALSE POSITIVE",10747439,"K01638.01",0.002206,5.614,6075,-0.01021
"CANDIDATE",10879038,"K01641.01",-0.2923566,1.863,5778,0.0002556
"FALSE POSITIVE",10879656,"K01642.01",-0.0821804,0.7414,5220,-0.0005945
"CANDIDATE",10990917,"K01643.01",0.0213472,2.132,6093,0.0002664
"FALSE POSITIVE",11043136,"K01644.01",0.0861592,11.35,5749,0.0008974
"FALSE POSITIVE",11045383,"K01645.01",-0.4823098,9.813,5193,-0.0007849
"CANDIDATE",11046025,"K01646.01",-0.5509496,0.9917,5017,-2.406e-05
"CANDIDATE",11153121,"K01647.01",-0.3166774,2.791,5726,5.895e-05
"CANDIDATE",11153121,"K01647.02",-0.3166774,2.846,5726,-2.72e-05
"CANDIDATE",11177543,"K01648.01",-0.5104354,2.167,5229,0.0004991
"CANDIDATE",11337141,"K01649.01",-0.0309536,1.239,3871,0.0002084
"CANDIDATE",11337372,"K01650.01",-0.4964226,3.202,5301,0.0004675
"CANDIDATE",11337372,"K01650.02",-0.4964226,4.369,5301,0.001086
"CANDIDATE",11337833,"K01651.01",0.0062784,2.516,6032,-0.0006608
"FALSE POSITIVE",11391667,"K01652.01",0.074933,59.74,5591,0.0003368
"FALSE POSITIVE",11392017,"K01653.01",-0.2820992,3.81,5148,0.03119
"FALSE POSITIVE",11546211,"K01654.01",0.136904,6.643,3497,-9.25e-05
"CANDIDATE",11547505,"K01655.01",-0.4202542,1.731,5499,7.154e-05
"CANDIDATE",4471747,"K01656.01",-0.0986888,3.485,6074,5.222e-05
"FALSE POSITIVE",4474645,"K01657.01",0.0901758,5.314,5798,0.1005
"CANDIDATE",4570949,"K01658.01",0.156346,12.65,6309,0
"CANDIDATE",4650733,"K01659.01",0.1557034,2.809,6572,-0.0004928
"CANDIDATE",4830605,"K01660.01",-0.0525608,2.086,5926,-2.948e-05
"FALSE POSITIVE",4832197,"K01661.01",0.3976074,16.07,6302,0
"FALSE POSITIVE",4844004,"K01662.01",-0.444632,1.965,5435,0.0001895
"FALSE POSITIVE",4927315,"K01663.01",0.055714,3.265,6215,-0.0007627
"FALSE POSITIVE",4928119,"K01664.01",0.0509568,30.28,6197,-0.0003537
"CANDIDATE",4932442,"K01665.01",-0.1505724,1.664,5861,0.0001305
"FALSE POSITIVE",5008501,"K01666.01",0.1245078,1.934,6469,-8.157e-05
"FALSE POSITIVE",5015913,"K01667.01",-0.2938078,14.39,5500,9.861e-05
"FALSE POSITIVE",5103942,"K01668.01",0.1461852,2.95,6058,0.0003215
"CANDIDATE",5183357,"K01669.01",0.0111476,3.969,6309,6.808e-05
"FALSE POSITIVE",5184709,"K01670.01",0.117652,2.31,6323,6.41e-05
"CANDIDATE",5195172,"K01671.01",-0.1412012,1.13,5897,-1.009e-05
"CANDIDATE",5269467,"K01672.01",-0.5367524,2.496,4564,-0.0002838
"FALSE POSITIVE",5271608,"K01673.01",0.0661286,1.562,6067,-0.003851
"FALSE POSITIVE",5357470,"K01674.01",0.428072,1.258,6038,-0.0003167
"CANDIDATE",5360920,"K01675.01",-0.1053004,3.432,5753,0.000776
"FALSE POSITIVE",5443775,"K01676.01",-0.1397264,4.439,5959,0.0005423
"CANDIDATE",5526717,"K01677.01",-0.443561,3.442,5565,0.0002386
"FALSE POSITIVE",5527172,"K01678.01",-0.150952,37.38,5716,0.0001791
"FALSE POSITIVE",5529643,"K01679.01",0.0381276,1.256,6174,0.0003688
"FALSE POSITIVE",5530882,"K01680.01",-0.2062828,0.9559,5706,0.0001344
"CANDIDATE",5531953,"K01681.01",0.159456,1.183,3638,-2.132e-05
"FALSE POSITIVE",5531953,"K01681.02",0.159456,0.8056,3638,9.988e-06
"CANDIDATE",5531953,"K01681.03",0.159456,1.054,3638,-0.001005
"CANDIDATE",5531953,"K01681.04",0.159456,0.8773,3638,-0.0001565
"CANDIDATE",6034945,"K01683.01",-0.1161926,1.954,5962,-0.0001649
"FALSE POSITIVE",6048024,"K01684.01",-0.06861,10.83,6340,-0.0006886
"CANDIDATE",6049190,"K01685.01",0.1984,3.753,6461,0.0003177
"CANDIDATE",6198999,"K01687.01",-0.557476,2.013,4841,0.0001358
"CANDIDATE",6310636,"K01688.01",-0.2055138,1.815,5843,0.0001177
"FALSE POSITIVE",6312534,"K01689.01",-0.5416472,5.209,5069,0.03577
"FALSE POSITIVE",6470917,"K01690.01",0.2956076,1.171,6065,0.001988
"FALSE POSITIVE",6611330,"K01691.01",-0.3173392,9.469,5437,-0.006608
"CANDIDATE",6616218,"K01692.01",-0.4896324,3.027,5418,-4.06e-05
"CANDIDATE",6616218,"K01692.02",-0.4896324,0.9442,5418,1.349e-05
"CANDIDATE",6696462,"K01693.01",-0.2985156,3.195,5596,-0.0001672
"CANDIDATE",6699368,"K01694.01",0.070866,3.18,6120,-0.0001236
"CANDIDATE",6803855,"K01695.01",0.0910048,2.465,6148,-5.412e-05
"FALSE POSITIVE",6891366,"K01696.01",0.0631646,1.842,6221,-0.0002522
"FALSE POSITIVE",6891637,"K01697.01",-0.1534372,1.546,4408,-3.585e-05
"FALSE POSITIVE",6975615,"K01698.01",-0.3257984,1.157,5266,-0.0043
"FALSE POSITIVE",7137725,"K01699.01",0.2407178,1.576,6526,-4.418e-05
"CANDIDATE",7220429,"K01700.01",-0.545256,1.537,5044,0.0002686
"CANDIDATE",7222086,"K01701.01",0.0805096,2.908,6546,-6.29e-05
"CANDIDATE",7304449,"K01702.01",0.10922,0.9195,3364,6.408e-05
"FALSE POSITIVE",7380829,"K01703.01",0.062595,1.929,5999,0.02029
"CANDIDATE",7386827,"K01704.01",-0.3023168,3.1,5692,-0.0004333
"CANDIDATE",7522911,"K01705.01",0.0705444,2.525,6249,-4.681e-06
"CANDIDATE",7626370,"K01706.01",-0.4769712,1.67,5238,2.68e-05
"CANDIDATE",7703955,"K01707.01",-0.0856264,3.826,5792,0.0002149
"CANDIDATE",7703955,"K01707.02",-0.0856264,4.17,5792,-0.0002676
"CANDIDATE",7750419,"K01708.01",-0.3290568,4.801,5640,0.000789
"FALSE POSITIVE",7768952,"K01709.01",-0.2007672,5.796,5461,0.0009507
"CANDIDATE",7815744,"K01710.01",-0.208011,2.12,5350,0.0006068
"CANDIDATE",7955580,"K01711.01",-0.5492204,2.625,4998,-0.0001164
"FALSE POSITIVE",8162790,"K01712.01",-0.2555756,3.153,5636,0.001502
"CANDIDATE",8230616,"K01713.01",-0.0997106,1.425,4198,0.0004896
"CANDIDATE",8230616,"K01713.02",-0.0997106,1.62,4198,0.0005614
"CANDIDATE",9655129,"K01714.01",-0.3632604,15.68,5334,0
"CANDIDATE",9836959,"K01715.01",-0.0588786,2.084,5868,0.0001252
"CANDIDATE",9838949,"K01716.01",-0.5517862,1.822,4929,9.837e-05
"CANDIDATE",9895006,"K01717.01",-0.447092,2.42,5610,0.0003241
"CANDIDATE",9896558,"K01718.01",0.1418092,3.406,6127,2.296e-07
"CANDIDATE",9896558,"K01718.02",0.1418092,2.541,6127,0.0002614
"FALSE POSITIVE",9899483,"K01719.01",0.2209734,1.977,6468,0.0001771
"CANDIDATE",10015937,"K01720.01",-0.515675,3.505,5243,0.0001278
"CANDIDATE",10019065,"K01721.01",-0.4938492,4.31,5339,0.0001903
"CANDIDATE",10080248,"K01722.01",-0.0711504,1.564,5822,0.0002145
"CANDIDATE",10213902,"K01723.01",0.0015252,3.512,6108,-0.0007194
"CANDIDATE",10214162,"K01724.01",0.0144872,3.028,6018,-0.0006432
"CANDIDATE",10905746,"K01725.01",0.0804944,1.861,3609,0.0006897
"CANDIDATE",8242434,"K01726.01",-0.5563644,2.428,4827,9.689e-06
"CANDIDATE",6185331,"K01727.01",-0.091171,5.155,5774,0.0002814
"CANDIDATE",11820830,"K01728.01",0.3106344,16.58,7238,0
"CANDIDATE",6603756,"K01729.01",-0.4247058,15.89,5332,0.001208
"FALSE POSITIVE",8460600,"K01730.01",-0.4043796,18.85,5089,0.04709
"CANDIDATE",8266276,"K01731.01",-0.5581792,2.295,4748,7.469e-05
"FALSE POSITIVE",8266276,"K01731.02",-0.5581792,1.411,4748,0.001431
"CANDIDATE",6869184,"K01732.01",-0.1233156,2.883,5654,4.655e-05
"CANDIDATE",8396405,"K01733.01",0.3987046,1.861,5214,0
"FALSE POSITIVE",8845574,"K01734.01",-0.352192,2.223,5075,0.002547
"FALSE POSITIVE",3446451,"K01735.01",0.0807528,2.393,7089,2.755e-05
"CANDIDATE",6604328,"K01736.01",-0.1364978,2.964,6090,0.0006553
"CANDIDATE",4365645,"K01738.01",-0.5263354,1.315,5251,9.237e-05
"FALSE POSITIVE",6762829,"K01740.01",-0.208532,30.82,5623,-0.004565
"FALSE POSITIVE",8180020,"K01741.01",-0.3148768,19.03,5533,0.03558
"FALSE POSITIVE",9528420,"K01742.01",0.1477508,19.54,6214,-0.001378
"FALSE POSITIVE",6364327,"K01744.01",0.1012832,2.509,5772,0.0006118
"FALSE POSITIVE",9574614,"K01745.01",-0.1421578,6.455,5472,0.0004585
"CANDIDATE",8197343,"K01746.01",-0.3685952,2.756,5619,-0.0004223
"CANDIDATE",7032421,"K01747.01",-0.4029112,3.591,5578,-0.0003953
"FALSE POSITIVE",7593110,"K01748.01",-0.1605882,28.24,5759,0.005966
"CANDIDATE",6786348,"K01749.01",-0.2856808,2.332,5754,-1.607e-06
"CANDIDATE",6209677,"K01750.01",-0.4540114,1.558,5447,-0.0001253
"CANDIDATE",6209677,"K01750.02",-0.4540114,1.008,5447,8.965e-05
"CANDIDATE",9729691,"K01751.01",-0.5135228,3.298,5211,0.0001252
"FALSE POSITIVE",9729691,"K01751.02",-0.5135228,5.165,5211,9.116e-05
"FALSE POSITIVE",8127586,"K01752.01",0.0226716,1.934,6047,-0.003285
"FALSE POSITIVE",4950232,"K01753.01",-0.190159,1.846,5532,-0.01375
"CANDIDATE",8651389,"K01754.01",-0.0800714,3.031,6050,-4.864e-05
"FALSE POSITIVE",5302006,"K01755.01",0.2024474,4.193,6726,0.034
"FALSE POSITIVE",4851464,"K01757.01",-0.0142036,21.53,6124,-0.003197
"CANDIDATE",6705142,"K01758.01",-0.3548264,3.697,5610,-0.0003113
"FALSE POSITIVE",3248019,"K01759.01",0.2228558,28.92,6319,0.0463
"CANDIDATE",3967760,"K01760.01",-0.4840208,2.611,5334,0.0009149
"CANDIDATE",3967760,"K01760.02",-0.4840208,2.289,5334,-0.0003816
"CANDIDATE",4067336,"K01761.01",0.0910574,5.23,6392,0.0009665
"FALSE POSITIVE",5387843,"K01762.01",0.076293,1.967,5985,-0.0006666
"FALSE POSITIVE",10491044,"K01763.01",-0.5071324,2.828,5003,-6.385e-06
"CANDIDATE",11904734,"K01764.01",-0.5178928,7.383,4976,-0.000141
"FALSE POSITIVE",8043714,"K01765.01",-0.3914436,14.24,5465,-0.003327
"FALSE POSITIVE",3654950,"K01766.01",-0.167256,26.75,5385,-0.01184
"FALSE POSITIVE",8223328,"K01767.01",-0.3697218,16.13,5514,-2.487e-05
"FALSE POSITIVE",4150390,"K01768.01",-0.1039896,22.74,5793,-0.002809
"FALSE POSITIVE",8444552,"K01769.01",0.1068256,25.73,5592,0.001198
"FALSE POSITIVE",7918217,"K01770.01",-0.1717208,699.4,3626,0.0223
"FALSE POSITIVE",11342573,"K01771.01",-0.044864,35.29,6142,0.006436
"FALSE POSITIVE",3345675,"K01772.01",-0.377888,22.22,4315,-0.0001377
"FALSE POSITIVE",10153011,"K01773.01",0.0500898,11.66,5286,0.000281
"FALSE POSITIVE",11285136,"K01774.01",0.0861416,12.44,5944,0.0002291
"FALSE POSITIVE",4913000,"K01775.01",0.202772,3.922,6496,0.01993
"FALSE POSITIVE",8453214,"K01776.01",-0.4154694,2.907,4401,0.07777
"FALSE POSITIVE",5110423,"K01777.01",-0.0712336,9.536,5552,0.01245
"FALSE POSITIVE",5444384,"K01778.01",-0.17009,10.58,6033,0
"CANDIDATE",9909735,"K01779.01",-0.3519392,4.228,5729,0
"CANDIDATE",9909735,"K01779.02",-0.3519392,3.212,5729,0
"FALSE POSITIVE",5450814,"K01780.01",0.0894044,11.15,4481,3.472e-05
"CANDIDATE",11551692,"K01781.01",-0.553994,3.624,4920,8.549e-06
"CANDIDATE",11551692,"K01781.02",-0.553994,2.309,4920,-3.923e-05
"CANDIDATE",11551692,"K01781.03",-0.553994,2.899,4920,5.015e-05
"FALSE POSITIVE",8678664,"K01782.01",-0.4286446,16.11,5468,0.0002329
"CANDIDATE",10005758,"K01783.01",-0.2067588,10.43,5791,0.0001024
"CANDIDATE",10005758,"K01783.02",-0.2067588,6.024,5791,9.725e-05
"CANDIDATE",10158418,"K01784.01",-0.1173178,8.96,5957,0.0007173
"FALSE POSITIVE",9366989,"K01785.01",-0.3324358,4.903,5833,0
"FALSE POSITIVE",3128793,"K01786.01",-0.5687024,45.08,4648,-0.000788
"CANDIDATE",5864975,"K01787.01",0.036644,6.955,5808,-0.001524
"CANDIDATE",2975770,"K01788.01",-0.5555404,5.943,4855,0.001125
"FALSE POSITIVE",2975770,"K01788.02",-0.5555404,3.32,4855,-0.001339
"FALSE POSITIVE",5565497,"K01789.01",-0.053788,0.9948,8468,0
"CANDIDATE",6504954,"K01790.01",-0.1611124,7.472,5970,-0.0003013
"FALSE POSITIVE",4144231,"K01791.01",0.7790772,8.205,5451,-0.1341
"CANDIDATE",8552719,"K01792.01",-0.444998,4.631,5611,0.0008261
"FALSE POSITIVE",8552719,"K01792.02",-0.444998,1.496,5611,6.613e-06
"CANDIDATE",8552719,"K01792.03",-0.444998,0.9324,5611,-5.021e-05
"CANDIDATE",5731623,"K01793.01",0.0888838,7.233,6131,0.004971
"FALSE POSITIVE",6153672,"K01794.01",0.0756558,6.93,5813,0.0008661
"FALSE POSITIVE",9674608,"K01795.01",-0.5311968,6.932,4491,-0.001419
"FALSE POSITIVE",10019399,"K01796.01",0.3093836,14.77,6065,-7.194e-05
"CANDIDATE",10676014,"K01797.01",-0.56224,2.471,4925,1.283e-05
"FALSE POSITIVE",6867766,"K01798.01",0.068104,9.804,6210,0.0005861
"FALSE POSITIVE",6058614,"K01799.01",-0.014558,10.68,6045,-0.003918
"CANDIDATE",11017901,"K01800.01",-0.4148528,7.797,5494,6.353e-05
"CANDIDATE",5088591,"K01801.01",-0.4190478,3.521,5345,-4.573e-05
"CANDIDATE",11298298,"K01802.01",-0.2525232,3.082,5807,-7.368e-05
"CANDIDATE",4349442,"K01803.01",-0.5558276,2.532,4914,0.0006957
"FALSE POSITIVE",4349442,"K01803.02",-0.5558276,1.465,4914,0.0002806
"FALSE POSITIVE",4349442,"K01803.03",-0.5558276,0.9386,4914,1.519e-06
"CANDIDATE",11187436,"K01804.01",-0.5107128,5.706,4963,-0.0003542
"CANDIDATE",4644952,"K01805.01",-0.3480632,3.089,5527,5.989e-05
"CANDIDATE",4644952,"K01805.02",-0.3480632,1.881,5527,2.34e-05
"CANDIDATE",4644952,"K01805.03",-0.3480632,2.275,5527,5.936e-06
"FALSE POSITIVE",9529744,"K01806.01",0.2731222,2.746,6426,0
"CANDIDATE",9529744,"K01806.02",0.2731222,2.431,6426,0
"CANDIDATE",9529744,"K01806.03",0.2731222,1.99,6426,0
"CANDIDATE",10614012,"K01807.01",-0.348502,78.94,5067,-0.0003155
"CANDIDATE",7761918,"K01808.01",0.0111796,4.465,6071,-6.759e-06
"CANDIDATE",8240797,"K01809.01",-0.2778652,2.249,5772,0.0001335
"CANDIDATE",8240797,"K01809.02",-0.2778652,1.685,5772,3.369e-05
"FALSE POSITIVE",8164262,"K01810.01",0.0295308,15.29,7700,-9.995e-05
"FALSE POSITIVE",3966262,"K01811.01",-0.2696136,6.503,5541,0.08385
"FALSE POSITIVE",6279974,"K01812.01",-0.191384,7.984,5872,-0.0001114
"CANDIDATE",9455325,"K01813.01",-0.462191,2.633,5371,5.997e-05
"CANDIDATE",5621125,"K01814.01",0.104208,18.01,6327,0.0001302
"CANDIDATE",9872283,"K01815.01",-0.5576644,5.986,4854,-0.0003892
"CANDIDATE",9872283,"K01815.02",-0.5576644,1.558,4854,0.0001318
"CANDIDATE",8624520,"K01816.01",-0.0673934,4.188,5227,0.0007237
"FALSE POSITIVE",7918172,"K01817.01",-0.5093118,8.753,5209,-0.02987
"CANDIDATE",7870032,"K01818.01",-0.4157056,2.665,5497,-0.0003039
"CANDIDATE",9597058,"K01819.01",-0.4648022,2.338,5365,4.609e-05
"CANDIDATE",8277797,"K01820.01",-0.4582886,1.981,5390,-5.792e-05
"CANDIDATE",8277797,"K01820.02",-0.4582886,1.185,5390,9.901e-05
"CANDIDATE",8832512,"K01821.01",-0.334344,3.329,5500,0.0001269
"CANDIDATE",5124667,"K01822.01",-0.4631142,4.903,5504,0.0001308
"FALSE POSITIVE",10092312,"K01823.01",-0.2181604,3.254,5869,0
"FALSE POSITIVE",10092312,"K01823.02",-0.2181604,1.531,5869,0
"CANDIDATE",2989404,"K01824.01",-0.009274,1.731,6015,4.578e-05
"CANDIDATE",2989404,"K01824.02",-0.009274,1.485,6015,3.507e-05
"CANDIDATE",5375194,"K01825.01",-0.4750918,2.527,5338,-0.0001401
"CANDIDATE",6468138,"K01826.01",-0.2019192,3.582,5818,9.427e-05
"FALSE POSITIVE",10031707,"K01827.01",-0.4615588,397.4,3837,0.00127
"CANDIDATE",11875734,"K01828.01",-0.1638536,3.895,5620,-0.0005841
"FALSE POSITIVE",7697568,"K01829.01",-0.4234096,7.461,5381,0.0005292
"CANDIDATE",3326377,"K01830.01",-0.5217536,2.582,5180,-5.842e-06
"CANDIDATE",3326377,"K01830.02",-0.5217536,3.749,5180,-4.355e-05
"CANDIDATE",11601584,"K01831.01",-0.5168952,3.218,5191,0
"CANDIDATE",11601584,"K01831.02",-0.5168952,1.406,5191,0
"CANDIDATE",11601584,"K01831.03",-0.5168952,1.997,5191,0
"CANDIDATE",11601584,"K01831.04",-0.5168952,1.286,5191,0
"CANDIDATE",11709244,"K01832.01",-0.4537392,3.263,5445,-0.0003564
"CANDIDATE",11709244,"K01832.02",-0.4537392,4.4,5445,-0.0001875
"CANDIDATE",11709244,"K01832.03",-0.4537392,3.091,5445,-0.0004873
"CANDIDATE",11853878,"K01833.01",-0.2801708,1.898,4402,0.0001635
"CANDIDATE",11853878,"K01833.02",-0.2801708,2.531,4402,-0.0003125
"CANDIDATE",11853878,"K01833.03",-0.2801708,1.808,4402,-0.0003344
"FALSE POSITIVE",5802478,"K01834.01",0.2373404,2.519,6171,0.0008881
"CANDIDATE",9471268,"K01835.01",-0.5332812,1.532,5103,7.106e-05
"CANDIDATE",9471268,"K01835.02",-0.5332812,1.677,5103,8.036e-05
"CANDIDATE",9471268,"K01835.03",-0.5332812,1.506,5103,-0.0001752
"FALSE POSITIVE",5389540,"K01836.01",-0.09478,1.949,4316,-0.02532
"CANDIDATE",10657406,"K01837.01",-0.5417716,2.41,5201,-5.979e-05
"CANDIDATE",10657406,"K01837.02",-0.5417716,1.187,5201,-4.4e-06
"CANDIDATE",5526527,"K01838.01",-0.387224,2.661,4334,0.0001305
"CANDIDATE",5856571,"K01839.01",-0.047708,4.696,5476,0
"CANDIDATE",5856571,"K01839.02",-0.047708,4.405,5476,0
"CANDIDATE",7765528,"K01840.01",-0.2333872,4.498,5846,4e-04
"CANDIDATE",7765528,"K01840.02",-0.2333872,1.944,5846,-0.0002146
"CANDIDATE",11760231,"K01841.01",-0.5207848,2.316,5187,-0.0002861
"CANDIDATE",7779077,"K01842.01",-0.3643224,3.387,5602,1e-04
"CANDIDATE",5080636,"K01843.01",-0.177538,1.61,3706,2.948e-05
"CANDIDATE",5080636,"K01843.02",-0.177538,0.6902,3706,-2.949e-05
"FALSE POSITIVE",8892721,"K01844.01",-0.4517344,4.53,4796,0.02348
"CANDIDATE",3338885,"K01845.01",-0.556144,4.074,4883,3.295e-05
"CANDIDATE",3338885,"K01845.02",-0.556144,5.644,4883,4.006e-05
"CANDIDATE",9886255,"K01846.01",-0.4811158,3.988,5327,0.0007247
"CANDIDATE",6776401,"K01847.01",-0.4232554,2.908,5329,5.463e-05
"CANDIDATE",7430034,"K01848.01",-0.1861882,3.215,5938,-0.0002496
"CANDIDATE",9735426,"K01849.01",-0.5076236,3.094,5269,-3.32e-05
"CANDIDATE",8826168,"K01850.01",-0.1479454,2.726,5907,-7.165e-05
"CANDIDATE",10464050,"K01851.01",-0.0469156,2.69,5988,-0.0001733
"CANDIDATE",9763348,"K01852.01",0.143749,3.163,6283,-5.226e-05
"CANDIDATE",8804397,"K01853.01",-0.1727426,2.422,6028,-5.86e-05
"CANDIDATE",9662811,"K01854.01",-0.3825464,2.511,5550,0.0001363
"CANDIDATE",5992270,"K01855.01",-0.2904922,3.459,4338,0.002158
"CANDIDATE",11570749,"K01856.01",-0.3896314,6.765,5396,-0.0001336
"CANDIDATE",11297236,"K01857.01",-0.3188996,2.583,5661,-3.684e-06
"CANDIDATE",8160953,"K01858.01",-0.4687926,3.653,5354,0.0003993
"FALSE POSITIVE",8625821,"K01859.01",0.1194796,4.968,5649,0.01018
"CANDIDATE",4157325,"K01860.01",-0.3214558,2.887,5670,-8.963e-05
"CANDIDATE",4157325,"K01860.02",-0.3214558,2.854,5670,-0.0001683
"CANDIDATE",4157325,"K01860.03",-0.3214558,1.73,5670,-5.793e-06
"FALSE POSITIVE",4157325,"K01860.04",-0.3214558,1.574,5670,-6.336e-05
"CANDIDATE",3648437,"K01861.01",-0.087282,3.956,5815,-0.0007065
"CANDIDATE",7286173,"K01862.01",-0.3820116,2.649,5534,-6.761e-05
"CANDIDATE",11126381,"K01863.01",0.0346232,2.793,6202,0.000124
"CANDIDATE",4149450,"K01864.01",-0.406804,1.407,5541,-3.979e-05
"FALSE POSITIVE",9115681,"K01865.01",0.3877092,7.552,6689,0.005624
"CANDIDATE",9520838,"K01866.01",-0.3959448,3.415,5534,-0.0004844
"CANDIDATE",8167996,"K01867.01",0.0140136,1.342,3716,-0.0002917
"CANDIDATE",8167996,"K01867.02",0.0140136,1.982,3716,-1.572e-05
"CANDIDATE",8167996,"K01867.03",0.0140136,1.112,3716,1.608e-05
"CANDIDATE",6773862,"K01868.01",0.0906672,2.119,3826,0.0003058
"FALSE POSITIVE",8009496,"K01869.01",0.2028052,18.31,6079,0
"CANDIDATE",10187159,"K01870.01",-0.524454,2.966,5185,0.0001344
"CANDIDATE",9758089,"K01871.01",-0.5260894,2.813,4580,-0.00102
"CANDIDATE",9758089,"K01871.02",-0.5260894,2.294,4580,-0.0008774
"CANDIDATE",9883311,"K01872.01",-0.3251208,5.568,5518,-0.0006421
"CANDIDATE",4939346,"K01873.01",-0.013699,5.19,6194,-0.0001287
"CANDIDATE",4939346,"K01873.02",-0.013699,2.408,6194,2.992e-05
"CANDIDATE",8978528,"K01874.01",-0.0359376,2.169,4156,-0.001065
"CANDIDATE",8978528,"K01874.02",-0.0359376,1.419,4156,0.000828
"CANDIDATE",9967771,"K01875.01",-0.4054704,1.899,5539,0.000103
"CANDIDATE",9967771,"K01875.02",-0.4054704,3.01,5539,-0.0001403
"CANDIDATE",11622600,"K01876.01",-0.2208672,2.662,4316,0.0006947
"CANDIDATE",10454632,"K01877.01",-0.5580968,1.679,4975,-0.0002554
"CANDIDATE",3098810,"K01878.01",-0.0765902,3.368,6183,4.768e-05
"CANDIDATE",8367644,"K01879.01",-0.2518152,3.653,3828,-0.005159
