"koi_disposition","kepid","kepoi_name","tce_maxmesd","tce_fwm_prao","tce_fwm_pdeco","tce_dikco_mra_sn"
"CANDIDATE",3246984,"K00799.01",1.064,-1.773e-05,0.0008047,-0.0740542168674699
"CANDIDATE",3342970,"K00800.01",1.094,-0.0003685,-0.0002963,0.166640350877193
"CANDIDATE",3342970,"K00800.02",-1.498,-0.0001094,-0.0008314,0.461179487179487
"CANDIDATE",3351888,"K00801.01",0.3563,-0.001345,-0.002258,-0.542715328467153
"CANDIDATE",3453214,"K00802.01",2.366,-0.0108,-0.01335,0.775886426592798
"FALSE POSITIVE",3554600,"K00803.01",2.994,0,-0.001912,0
"CANDIDATE",3641726,"K00804.01",3.675,-0.0003815,-6.135e-05,-0.600277777777778
"FALSE POSITIVE",3734868,"K00805.01",6.157,0.001007,0.0008281,-0.432475660639777
"CANDIDATE",3832474,"K00806.01",-14.65,0.001074,3.805e-06,0.951932650073206
"CANDIDATE",3832474,"K00806.02",83.9,-0.0003323,0.0009133,0.420494505494505
"FALSE POSITIVE",3836375,"K00807.01",0.7542,0.001675,0.002052,-5.11441860465116
"FALSE POSITIVE",3838486,"K00808.01",1.526,-0.07562,0.002602,129
"CANDIDATE",3935914,"K00809.01",1.026,-0.0009209,0.0006342,0.346773722627737
"CANDIDATE",3940418,"K00810.01",1.896,-0.0002188,1.964e-05,0.655519187358916
"CANDIDATE",4049131,"K00811.01",12.06,0.0001275,0.0001036,0.049451572327044
"CANDIDATE",4139816,"K00812.01",0.2,0.0005299,-0.000126,-1.63296943231441
"CANDIDATE",4139816,"K00812.02",14.97,-0.001244,-9.91e-05,-1.26042857142857
"CANDIDATE",4139816,"K00812.03",5.347,-0.0004438,0.001439,-1.46776470588235
"CANDIDATE",4139816,"K00812.04",3.958,-0.0007103,0.0003142,0.374602649006622
"CANDIDATE",4275191,"K00813.01",-0.4626,0.002112,-0.001106,-0.14325730994152
"CANDIDATE",4476123,"K00814.01",3.731,0.000156,-0.0001554,0.597932432432432
"CANDIDATE",4544670,"K00815.01",3.238,-0.001205,-7.295e-05,-0.028718785151856
"CANDIDATE",4664847,"K00816.01",-0.9944,0.0005415,-1.018e-05,0.851290322580645
"CANDIDATE",4725681,"K00817.01",10.38,0.000683,-0.0008789,-0.896368421052631
"CANDIDATE",4725681,"K00817.02",-0.5156,0.0001297,-0.0009625,-1.4671320754717
"CANDIDATE",4913852,"K00818.01",4.014,0.0003266,0.0005428,-6.07983453981386
"FALSE POSITIVE",4932348,"K00819.01",-8.759,0.03298,-0.07478,0.800173913043478
"FALSE POSITIVE",4936180,"K00820.01",0.2906,-9.48e-05,0.0005132,-0.953728813559322
"CANDIDATE",5021899,"K00821.01",5.459,0.0001615,0.0003259,0.111100628930818
"FALSE POSITIVE",5077629,"K00822.01",3.953,0.0003238,-0.002208,-0.368893740902475
"CANDIDATE",5164255,"K00824.01",-1.005,-0.0008236,-0.001973,-0.803956466069142
"CANDIDATE",5252423,"K00825.01",0.6563,0.0003788,-0.001371,-0.968303571428571
"CANDIDATE",5252423,"K00825.02",-0.5,-0.0002604,-0.0003561,0.37563829787234
"CANDIDATE",5272878,"K00826.01",3.075,-1.068e-05,-4.495e-05,-0.231689272503083
"FALSE POSITIVE",5283542,"K00827.01",1.693,9.124e-05,-0.001037,3.05589285714286
"FALSE POSITIVE",5287983,"K00828.01",1.254,-0.002,-0.005001,19.6629766297663
"CANDIDATE",5358241,"K00829.01",4.298,-0.0006846,0.0004115,0.959432624113475
"CANDIDATE",5358241,"K00829.02",8.288,-0.001012,0.0007021,1.9884496124031
"CANDIDATE",5358241,"K00829.03",5.359,-0.0001336,6.031e-05,-0.396220689655172
"CANDIDATE",5358624,"K00830.01",0.2631,-0.001957,0.006008,0.467224669603524
"FALSE POSITIVE",5370302,"K00831.01",1.948,0.002916,-0.002989,1.08528138528139
"FALSE POSITIVE",5372966,"K00832.01",4.781,-0.002185,-0.01124,-1.39885507246377
"FALSE POSITIVE",5376067,"K00833.01",-0.7094,-0.0001682,7.354e-05,1.63390410958904
"CANDIDATE",5436502,"K00834.01",11.25,-5.821e-05,-0.0002271,-0.430409731113956
"CANDIDATE",5436502,"K00834.02",6.674,-0.0002297,3.314e-05,-1.26886178861789
"CANDIDATE",5436502,"K00834.03",2.779,0.000133,-0.0001993,-0.99447963800905
"CANDIDATE",5436502,"K00834.04",33.28,-0.0001423,-0.0001412,2.87899598393574
"CANDIDATE",5436502,"K00834.05",-0.4155,0.000137,7.156e-05,-0.149426799007444
"CANDIDATE",5456651,"K00835.01",0.8625,-0.0006155,0.0002307,-1.66462121212121
"CANDIDATE",5456651,"K00835.02",32.01,-0.0004133,-0.000529,-3.34822134387352
"FALSE POSITIVE",5481416,"K00836.01",-0.4125,-0.024,0.009309,80.5208053691275
"CANDIDATE",5531576,"K00837.01",0.2708,0.0003026,-8.979e-05,-0.396688073394495
"CANDIDATE",5531576,"K00837.02",0.4792,-1.251e-05,-3.731e-06,0.79578431372549
"FALSE POSITIVE",5534814,"K00838.01",-1.103,0.0006757,-0.001674,-1.64603550295858
"FALSE POSITIVE",5649215,"K00839.01",-0.3322,0.07152,-0.01944,-101.33378746594
"CANDIDATE",5651104,"K00840.01",0.9813,-0.003483,0.00219,-0.148680351906158
"CANDIDATE",5792202,"K00841.01",18.78,0.001676,0.002584,-1.02419847328244
"CANDIDATE",5792202,"K00841.02",6.494,0.001621,0.00184,-0.935563725490196
"CANDIDATE",5792202,"K00841.03",1.269,0.0004126,0.0001936,-0.10924
"FALSE POSITIVE",5792202,"K00841.04",27.08,-9.502e-05,0.001546,-0.465496368038741
"FALSE POSITIVE",5792202,"K00841.05",122.9,0.0008979,0.001795,0.0263514814814815
"CANDIDATE",5794379,"K00842.01",4.231,-0.0001251,-6.526e-05,-0.191642276422764
"CANDIDATE",5794379,"K00842.02",-8.316,-0.0002012,0.0001984,-0.928715596330275
"CANDIDATE",5881688,"K00843.01",0.8802,0.0002632,0.001698,-1.29873744619799
"CANDIDATE",6022556,"K00844.01",-0.4875,-0.0002504,7.992e-05,-0.39760582010582
"CANDIDATE",6032497,"K00845.01",2.132,0.0009652,0.000185,1.6411
"CANDIDATE",6061119,"K00846.01",3.551,-0.0003583,-0.002254,-0.172075471698113
"CANDIDATE",6191521,"K00847.01",17.21,-0.0002263,0.0001558,-2.75410872313527
"FALSE POSITIVE",6267425,"K00848.01",1.579,-0.022,-0.09283,26.7261904761905
"CANDIDATE",6276477,"K00849.01",4.68,-0.0001317,0.0003273,0.945040650406504
"CANDIDATE",6291653,"K00850.01",1.538,-4.507e-05,0.0007517,0.765375722543353
"CANDIDATE",6392727,"K00851.01",-0.25,-0.000388,-0.0002781,-0.978967391304348
"CANDIDATE",6422070,"K00852.01",2.506,-0.0002203,-0.0002479,0.171287804878049
"CANDIDATE",6428700,"K00853.01",2.144,2.264e-05,-0.0003975,-1.29161290322581
"CANDIDATE",6428700,"K00853.02",3.865,-6.637e-05,0.000492,0.0517478632478632
"CANDIDATE",6435936,"K00854.01",5.279,0.0007654,0.0009246,0.729346153846154
"CANDIDATE",6522242,"K00855.01",-3.303,0.009187,-0.002679,-4.06312684365782
"CANDIDATE",6526710,"K00856.01",13.55,-0.004916,0.001748,0.916308823529412
"CANDIDATE",6587280,"K00857.01",-1.396,9.157e-05,-0.0001426,0.260954545454545
"CANDIDATE",6587280,"K00857.02",14.56,4.405e-05,0.0004966,0.259436363636364
"FALSE POSITIVE",6599919,"K00858.01",-1.804,-0.000656,0.0002147,1.7990932642487
"FALSE POSITIVE",6675056,"K00859.01",-0.75,-0.03841,0.1079,50.604748603352
"CANDIDATE",6685526,"K00861.01",1.45,-0.0001007,0.0001813,-0.280906779661017
"FALSE POSITIVE",6756669,"K00862.01",2.938,-0.0002603,0.0005813,0.152353801169591
"CANDIDATE",6784235,"K00863.01",1.303,-9.455e-05,4.691e-05,-0.425869565217391
"CANDIDATE",6849310,"K00864.01",-0.7552,-0.000135,-0.0008547,-0.852183006535948
"CANDIDATE",6849310,"K00864.02",-4.986,-0.0003261,-0.000835,0.112379032258065
"CANDIDATE",6849310,"K00864.03",-0.6719,-5.228e-05,-0.0004491,-0.0733443396226415
"CANDIDATE",6862328,"K00865.01",72.91,0.004299,-0.00411,0.0269649122807018
"FALSE POSITIVE",6862603,"K00866.01",1.434,-6.019e-05,0.006494,-2.31630695443645
"CANDIDATE",6863998,"K00867.01",1.246,0.0002241,-0.0001173,0.5254
"CANDIDATE",6867155,"K00868.01",144.9,-0.004091,-3.159e-05,1.49439374185137
"CANDIDATE",6948054,"K00869.01",4.115,-8.104e-05,0.00026,0.571755244755245
"CANDIDATE",6948054,"K00869.02",21.64,0.0008217,5.507e-05,-0.697625570776256
"CANDIDATE",6948054,"K00869.03",1.916,-4.326e-05,-1.357e-05,-0.327878378378378
"CANDIDATE",6948054,"K00869.04",0.4167,-3.927e-05,0.000931,-0.188273946360153
"CANDIDATE",6949607,"K00870.01",-1.099,-1.147e-05,0,0.141633109619687
"CANDIDATE",6949607,"K00870.02",3.63,-2.607e-05,0,-1.4926517571885
"FALSE POSITIVE",7031517,"K00871.01",8.925,-0.001609,0.002081,-2.11283185840708
"CANDIDATE",7109675,"K00872.01",3.467,0.0002155,0.0002657,0.636806136680614
"CANDIDATE",7109675,"K00872.02",1.773,-1.812e-05,-3.693e-05,0.80149377593361
"CANDIDATE",7118364,"K00873.01",2.283,-0.0001369,-0.0001195,-0.281710280373832
"CANDIDATE",7134976,"K00874.01",1.35,5.937e-06,0,0.0214715447154472
"CANDIDATE",7134976,"K00874.02",8.095,-1.54e-05,0,-1.03977777777778
"CANDIDATE",7135852,"K00875.01",1.788,0.0002057,-0.0005835,0.520153846153846
"FALSE POSITIVE",7270230,"K00876.01",3.501,-8.878e-05,-0.00399,-1.74385185185185
"CANDIDATE",7287995,"K00877.01",2.747,-0.0001621,0.0001402,0.342291933418694
"CANDIDATE",7287995,"K00877.02",2.078,0.0004435,-8.737e-05,0.0596783505154639
"CANDIDATE",7287995,"K00877.03",3.046,-0.0005663,0.0002885,0.970386643233744
"CANDIDATE",7303253,"K00878.01",7.412,0.0001718,-4.331e-05,1.67424778761062
"CANDIDATE",7366258,"K00880.01",16.52,0.000625,0.000801,-0.457366255144033
"CANDIDATE",7366258,"K00880.02",19.21,0.0006572,0.0003612,-0.447929824561403
"CANDIDATE",7366258,"K00880.03",1.765,0.0003176,0.0002462,0.228233898305085
"CANDIDATE",7366258,"K00880.04",-0.5417,0.0002851,-0.0001033,-2.57680473372781
"CANDIDATE",7373451,"K00881.01",-1.894,-0.0009027,-2.064e-05,-3.51565656565657
"CANDIDATE",7373451,"K00881.02",47.5,-0.0006286,-5.907e-05,-2.61971751412429
"FALSE POSITIVE",7377033,"K00882.01",0.7063,-0.0006007,0.0002081,0.688483965014577
"CANDIDATE",7380537,"K00883.01",-0.6042,0.02957,0.02731,1.6856093979442
"CANDIDATE",7434875,"K00884.01",1.51,0.0001323,0.0002833,1.82979865771812
"CANDIDATE",7434875,"K00884.02",-1.71,-0.0002187,0.0002594,1.23478260869565
"CANDIDATE",7434875,"K00884.03",-0.782,-0.0001169,-0.0001131,0.551959349593496
"CANDIDATE",7455287,"K00886.01",1.73,-7.565e-05,0.0001769,-0.862
"CANDIDATE",7455287,"K00886.02",5.764,0.0003189,-0.0003137,-0.565704697986577
"CANDIDATE",7455287,"K00886.03",-1.594,-0.0005273,-0.0001246,0.281971223021583
"CANDIDATE",7458762,"K00887.01",3.01,0.0003316,-0.0003594,-0.287544757033248
"FALSE POSITIVE",7552344,"K00888.01",0.9917,-0.0004159,0.0002121,1.445
"CANDIDATE",757450,"K00889.01",3.583,-0.001294,-0.00398,1.14748611111111
"CANDIDATE",7585481,"K00890.01",4.891,0.001066,0.001774,-0.656268221574344
"CANDIDATE",7663691,"K00891.01",4.755,0.0002026,0.0001403,0.438661887694146
"CANDIDATE",7678434,"K00892.01",1.334,-0.0002486,-0.0004461,-0.578089519650655
"CANDIDATE",7678434,"K00892.02",0.95,-0.0002758,-0.0001577,0.195643410852713
"CANDIDATE",7685981,"K00893.01",2.711,-0.0002258,-6.483e-05,-0.979871287128713
"FALSE POSITIVE",7708215,"K00894.01",3.978,0.02907,0.003002,0
"FALSE POSITIVE",7767559,"K00895.01",2.18,-0.002306,-0.0002298,1.00912857142857
"CANDIDATE",7825899,"K00896.01",10.5,0.0005409,0.0004925,-0.829930394431555
"CANDIDATE",7825899,"K00896.02",2.877,0.0002512,0.0005193,-1.60774818401937
"CANDIDATE",7825899,"K00896.03",-5.292,7.902e-05,6.917e-05,1.02796448087432
"CANDIDATE",7849854,"K00897.01",0.3188,6.22e-05,-0.0005709,0.401988217967599
"CANDIDATE",7870390,"K00898.01",-1.974,0.0002039,0.0004959,0.29348743718593
"CANDIDATE",7870390,"K00898.02",0.4115,-0.0004916,0.0005249,-0.0329729508196721
"CANDIDATE",7870390,"K00898.03",8.007,0.0003971,0.0001112,1.06971223021583
"CANDIDATE",7907423,"K00899.01",-0.7304,-0.0001857,0.0007444,2.77609625668449
"CANDIDATE",7907423,"K00899.02",1.894,-0.0001602,0.000142,6.95771428571429
"CANDIDATE",7907423,"K00899.03",8.078,0.0004231,0.0005459,1.37453287197232
"CANDIDATE",7938496,"K00900.01",3.329,-9.354e-05,0.0001265,0.0407758620689655
"CANDIDATE",8013419,"K00901.01",2.038,0.0005943,-0.0002135,-2.85173370319001
"CANDIDATE",8018547,"K00902.01",-14.89,0.003973,0.0001536,-0.418990318118949
"CANDIDATE",8039892,"K00903.01",2.057,0.004969,0.001904,-1.95691176470588
"CANDIDATE",8150320,"K00904.01",0.2,0.0002601,5.644e-05,-0.339728571428571
"CANDIDATE",8150320,"K00904.02",2.935,-0.0001524,-4.348e-05,-0.4496018735363
"CANDIDATE",8150320,"K00904.03",14.87,-0.0003731,0.000728,1.37552123552124
"CANDIDATE",8150320,"K00904.04",5.6,8.642e-05,0.0004493,0.281185286103542
"CANDIDATE",8150320,"K00904.05",17.49,0.0004197,-0.0007774,-0.591437308868501
"FALSE POSITIVE",8180063,"K00905.01",3.318,-0.001895,-0.0001718,18.3064102564103
"CANDIDATE",8226994,"K00906.01",-0.3854,0.0004108,-0.0003732,-1.68776978417266
"CANDIDATE",8226994,"K00906.02",5.846,0.0001303,0.0002325,-0.0172333333333333
"CANDIDATE",8226994,"K00906.03",2.561,0.0003912,0.000117,-1.60557894736842
"CANDIDATE",8247638,"K00907.01",-2.615,-7.608e-05,-0.0001891,0.455091503267974
"CANDIDATE",8247638,"K00907.02",8.269,0.0004075,7.18e-05,-0.667639751552795
"CANDIDATE",8247638,"K00907.03",0.8855,0.000462,-7.943e-05,-0.191832460732984
"CANDIDATE",8247638,"K00907.04",2.438,1.105e-05,-2.754e-05,0.36109151047409
"CANDIDATE",8255887,"K00908.01",1.456,-0.0009517,-0.0003838,0.708721590909091
"FALSE POSITIVE",8256049,"K00909.01",9.893,0.07971,-0.008561,-111.280227596017
"CANDIDATE",8414716,"K00910.01",2.306,-6.96e-05,-4.937e-05,-0.468805970149254
"CANDIDATE",8490993,"K00911.01",1.906,0.000246,-7.566e-05,0.0889826086956522
"CANDIDATE",8490993,"K00911.02",42.36,-0.0007631,0.001087,0.491923076923077
"CANDIDATE",8505670,"K00912.01",-1.356,0.0001453,-0.0001071,-1.101735218509
"CANDIDATE",8505670,"K00912.02",-0.6344,-0.0001908,0.0001853,0.713314285714286
"CANDIDATE",8544996,"K00913.01",-0.7063,0.00274,-0.003477,-0.158098068350669
"CANDIDATE",8552202,"K00914.01",1.724,-0.0001193,-0.0004693,0.338201680672269
"FALSE POSITIVE",8605074,"K00915.01",15.62,-0.002843,0.000254,-0.80487106017192
"CANDIDATE",8628973,"K00916.01",0.9375,0.0002391,-1.601e-05,0.01806275579809
"FALSE POSITIVE",8655354,"K00917.01",3.359,-0.0001468,-0.0004114,-0.858506694129763
"CANDIDATE",8672910,"K00918.01",-5.531,-0.0005577,0.0003683,0.788878378378378
"FALSE POSITIVE",8686150,"K00919.01",34.11,-0.0007077,9.7e-05,-0.616032210834554
"CANDIDATE",8689031,"K00920.01",8.155,-0.0002862,0.0003762,-0.237335390946502
"CANDIDATE",8689373,"K00921.01",4.511,0.0005116,0.001032,-0.833541666666667
"CANDIDATE",8689373,"K00921.02",5.388,0.0003265,0.0004264,-1.13136752136752
"CANDIDATE",8689373,"K00921.03",1.813,-8.863e-05,0.0002284,-1.30978494623656
"CANDIDATE",8826878,"K00922.01",2.679,5.356e-05,0.0003071,0.753845454545454
"CANDIDATE",8883593,"K00923.01",0.9672,-0.0006897,0.0007465,0.574019138755981
"CANDIDATE",8951215,"K00924.01",22.81,0.0004108,0.000149,0.0887894736842105
"FALSE POSITIVE",9016295,"K00925.01",12.05,-0.0003484,0.0002269,0.448316251830161
"CANDIDATE",9077124,"K00926.01",2.148,-0.0001639,-0.0001189,-0.671166219839142
"FALSE POSITIVE",9097120,"K00927.01",11.17,0.02281,-0.002963,-15.6332842415317
"CANDIDATE",9140402,"K00928.01",1.257,0.0002751,4.416e-05,-0.953047619047619
"CANDIDATE",9141746,"K00929.01",-0.3746,0.0004062,-0.0003137,-0.845982274741507
"CANDIDATE",9141746,"K00929.02",-0.4972,-4.79e-05,9.927e-05,0.576868381240545
"FALSE POSITIVE",9159275,"K00930.01",1.26,-0.02463,-0.00218,17.6740648379052
"CANDIDATE",9166862,"K00931.01",2.219,0.01353,0.01223,-0.644438040345821
"FALSE POSITIVE",9166870,"K00932.01",0.9563,0.01807,0.01759,-48.9848214285714
"FALSE POSITIVE",9171801,"K00933.01",1.587,0,0.02287,44.0819672131148
"CANDIDATE",9334289,"K00934.01",-1.37,-0.0004233,0.0001424,-1.61108490566038
"CANDIDATE",9334289,"K00934.02",9.926,0.0003608,8.193e-05,-1.38154255319149
"CANDIDATE",9334289,"K00934.03",7.202,-8.72e-05,-0.0001749,9.01911764705882e-05
"CANDIDATE",9347899,"K00935.01",13.83,-0.0004423,5.867e-06,-0.275616766467066
"CANDIDATE",9347899,"K00935.02",10.16,-0.0002865,0.0004011,-0.174226086956522
"CANDIDATE",9347899,"K00935.03",31.3,0.0007416,0.0002927,0.229347222222222
"CANDIDATE",9347899,"K00935.04",-1.233,-0.0001608,-9.114e-05,-1.6084965034965
"CANDIDATE",9388479,"K00936.01",6.126,-0.000121,-0.0001215,-5.65291262135922
"CANDIDATE",9388479,"K00936.02",0.2281,-2.553e-05,-0.0002343,-7.23192436040045
"CANDIDATE",9406990,"K00937.01",-3.622,7.925e-05,0.0004018,-0.939448818897638
"CANDIDATE",9415172,"K00938.01",3.651,-5.657e-05,-0.0004153,0.633886178861789
"CANDIDATE",9415172,"K00938.02",0.2,-0.0001602,-0.0001041,-0.668040816326531
"CANDIDATE",9415172,"K00938.03",1.51,-0.0002066,-0.0001742,0.222863688430699
"CANDIDATE",9466668,"K00939.01",2.352,-5.798e-06,0.0001293,-0.588802083333333
"CANDIDATE",9466668,"K00939.02",3.075,1.565e-05,0.000258,-0.336520681265207
"CANDIDATE",9466668,"K00939.03",0.9583,5.992e-05,0.0001268,-0.811912442396313
"CANDIDATE",9466668,"K00939.04",-0.383,-0.0001018,-0.0001394,-0.615296610169492
"CANDIDATE",9479273,"K00940.01",4.203,-0.0003119,-0.000357,0.0175336076817558
"CANDIDATE",9480189,"K00941.01",3.931,-8.124e-05,0.0001525,1.04408018867925
"CANDIDATE",9480189,"K00941.02",-5.328,0.0002727,-0.0001831,0.556322033898305
"CANDIDATE",9480189,"K00941.03",0.75,5.221e-05,4.195e-05,1.20595794392523
"CANDIDATE",9512687,"K00942.01",2.35,0.0003069,0.0001454,0.244370786516854
"CANDIDATE",9513865,"K00943.01",0.8802,8.551e-05,-3.018e-05,-0.119191402251791
"CANDIDATE",9595686,"K00944.01",-0.2875,-0.0005528,0.0009641,6.07177304964539
"CANDIDATE",9605514,"K00945.01",8.289,-5.018e-05,0.0002455,0.138847290640394
"CANDIDATE",9605514,"K00945.02",7.247,-3.03e-05,0.0001519,-0.163009828009828
"FALSE POSITIVE",9605514,"K00945.03",-5.987,0.0001597,-0.000142,1.09274253731343
"FALSE POSITIVE",9661877,"K00946.01",-2.026,0.03085,0.04519,-75.4381520119225
"CANDIDATE",9710326,"K00947.01",6.907,-2.878e-05,-0.0001061,1.0308064516129
"CANDIDATE",9761882,"K00948.01",-5.299,-0.000324,-0.0009412,1.74944444444444
"CANDIDATE",9766437,"K00949.01",2.629,5.41e-05,9.382e-05,0.432891832229581
"CANDIDATE",9772531,"K00950.01",22.47,0.00055,0.0004532,0.470794117647059
"CANDIDATE",9775938,"K00951.01",2.625,0.0001554,-0.0001326,-2.10383561643836
"CANDIDATE",9775938,"K00951.02",-5.463,4.72e-05,-0.0001102,-0.312214285714286
"CANDIDATE",9787239,"K00952.01",2.11,-0.001494,-6.721e-06,-0.321774358974359
"CANDIDATE",9787239,"K00952.02",5.35,-0.001725,0.0004482,0.191165048543689
"CANDIDATE",9787239,"K00952.03",5.747,-0.0004281,-0.0004946,0.744725274725275
"CANDIDATE",9787239,"K00952.04",0.2167,6.939e-05,-8.714e-06,0.807640264026403
"CANDIDATE",9787239,"K00952.05",0.1625,-0.0001329,0.0001537,0.0714901065449011
"CANDIDATE",9820483,"K00953.01",-0.625,-0.0001725,-5.855e-06,-0.0224268456375839
"CANDIDATE",9823457,"K00954.01",3.738,1.155e-05,-0.000506,0.234617647058824
"CANDIDATE",9823457,"K00954.02",6.573,-0.001171,-0.0001243,1.17821656050955
"CANDIDATE",9825625,"K00955.01",3.092,-0.0001462,4.647e-05,0.712807339449541
"CANDIDATE",9875711,"K00956.01",3.964,-0.0005045,0.0005585,-2.02395005675369
"FALSE POSITIVE",7661409,"K00957.01",0.6136,0.0006432,-0.08089,0.104879943502825
"CANDIDATE",1026957,"K00958.01",2.031,-8.421e-05,5.117e-05,-0.669894308943089
"CANDIDATE",10002261,"K00959.01",6.546,0.00426,-0.001727,-22.0466666666667
"FALSE POSITIVE",8176650,"K00960.01",9.501,-0.001036,-0.000514,-0.589287790697674
"CANDIDATE",8561063,"K00961.01",0.5719,0.000313,-0.0004339,13.3655793025872
"CANDIDATE",8561063,"K00961.02",-0.1563,0.0002416,-0.0002546,6.65180722891566
"CANDIDATE",8561063,"K00961.03",0.4566,-0.000126,-0.0003796,2.30929752066116
"FALSE POSITIVE",10657664,"K00964.01",1.636,0.0004089,0.0001729,-0.131438622754491
"FALSE POSITIVE",3337351,"K00965.01",0.6542,0.02418,0.02822,-10.9880893300248
"FALSE POSITIVE",3233043,"K00966.01",0.4063,0.0005219,-8.958e-05,-3.58985695708713
"FALSE POSITIVE",6579806,"K00967.01",5.278,-5.024e-05,0.0004285,0.73679419525066
"FALSE POSITIVE",3560301,"K00968.01",2.341,-3.348e-06,1.331e-06,1.36674300254453
"FALSE POSITIVE",4044005,"K00969.01",1.044,7.67e-05,0.0001591,-0.523120567375887
"FALSE POSITIVE",11502218,"K00970.01",2.039,-0.002889,0.003636,-5.75294117647059
"CANDIDATE",11180361,"K00971.01",0.1656,0.0001224,6.065e-05,4.38484162895928
"CANDIDATE",11013201,"K00972.01",0.7697,0.000238,0,-3.9895652173913
"FALSE POSITIVE",11013201,"K00972.02",-1.485,-2.639e-05,0,-3.79016129032258
"CANDIDATE",9414417,"K00974.01",24.67,-0.0001668,-0.0001396,1.11416666666667
"CANDIDATE",3632418,"K00975.01",0.8378,0.0001541,0.0001326,-2.55157024793388
"FALSE POSITIVE",3441784,"K00976.01",35.64,-0.002828,0.004613,4.73642105263158
"CANDIDATE",11192141,"K00977.01",0.4887,0.0001046,-8.303e-05,1.79018612521151
"FALSE POSITIVE",11494130,"K00978.01",-1.996,0.0001087,3.654e-06,-2.71793785310734
"FALSE POSITIVE",5648449,"K00979.01",1.992,-4.659e-05,-0.0004056,0.553267326732673
"FALSE POSITIVE",12167361,"K00980.01",34.14,-0.0006538,-0.0003311,2.61800302571861
"FALSE POSITIVE",1433962,"K00982.01",0.4836,-0.05866,0,0
"FALSE POSITIVE",11607193,"K00983.02",1.823,-0.003035,0,51.1994342291372
"CANDIDATE",1161345,"K00984.01",0.3229,0.0002789,0.0003835,-1.22962585034014
"FALSE POSITIVE",10227501,"K00985.01",0.5781,0.002559,0.002519,-43.8625146886016
"CANDIDATE",2854698,"K00986.01",-0.8875,-0.0001164,-0.0001446,-0.345886363636364
"CANDIDATE",2854698,"K00986.02",-5.068,-0.0007473,-2.706e-05,-0.623458781362007
"CANDIDATE",7295235,"K00987.01",1.635,2.831e-06,6.94e-06,-0.375866995073892
"CANDIDATE",2302548,"K00988.01",0.4635,0.0002777,-0.0002694,-0.101685483870968
"CANDIDATE",2302548,"K00988.02",-3.963,-3.884e-05,-0.0003211,0.705352459016394
"CANDIDATE",10154388,"K00991.01",0.775,-5.784e-05,7.413e-05,0.14543956043956
"CANDIDATE",1432789,"K00992.01",4.019,-0.0003182,-0.0004502,-0.105045064377682
"CANDIDATE",1432789,"K00992.02",2.03,0.0002399,0.0002981,0.523543689320388
"CANDIDATE",1718189,"K00993.01",12.69,-1.787e-05,0.0001467,0.125888888888889
"CANDIDATE",1718189,"K00993.02",2.75,-0.0001651,-0.0004078,0.0607987421383648
"FALSE POSITIVE",1718189,"K00993.03",47.99,0.0002271,-0.0001061,-0.787585365853659
"CANDIDATE",1431122,"K00994.01",2.505,-0.0002014,-0.0004529,-1.7535824742268
"FALSE POSITIVE",3858949,"K00995.01",-5.96,0.004695,0,-11.2382608695652
"FALSE POSITIVE",3858824,"K00996.01",-5.967,2.594e-05,-0.001628,-2.82073578595318
"FALSE POSITIVE",1432214,"K00998.01",16.78,-0.0008259,-0.001731,-1.54311543810848
"CANDIDATE",2165002,"K00999.01",11.43,-4.405e-05,-0.0004524,2.0863309352518
"CANDIDATE",2165002,"K00999.02",22.2,0.001191,0.0002675,3.82964912280702
"FALSE POSITIVE",2441728,"K01000.01",0.1625,0.0004827,-0.0005915,-45.8417721518987
"CANDIDATE",1871056,"K01001.01",29.89,-2.223e-05,9.152e-05,-1.82987804878049
"CANDIDATE",1871056,"K01001.02",-25.37,2.976e-05,-0.0001134,-0.642474226804124
