"koi_disposition","kepid","kepoi_name","tce_incl","tce_slogg_prov","wst_depth","tce_albedo_stat","tce_fwm_prao","tce_ingress_sn"
"FALSE POSITIVE",3228824,"K01100.01",79.33,7,0.4587,-0.1235,-0.0003386,0.114760746147607
"CANDIDATE",3245969,"K01101.01",87,7,116.1,1.896,0.0001391,0.712090353638215
"CANDIDATE",3231341,"K01102.01",78.34,16,59.63,1.581,0.000156,21.3031914893617
"CANDIDATE",3231341,"K01102.02",76.55,16,52.61,2.094,3.615e-05,4.09302325581395
"CANDIDATE",3231341,"K01102.03",87.07,16,97.52,2.137,0.0005875,0.911314413741598
"CANDIDATE",3231341,"K01102.04",89.78,16,428.2,0.9563,0.001019,0.197077338129496
"CANDIDATE",2860866,"K01103.01",88.85,7,255.8,1.991,-0.001999,6.99261190786615
"FALSE POSITIVE",2851100,"K01104.01",74.46,7,107.8,0.7767,0.00244,0.204445996275605
"FALSE POSITIVE",3130300,"K01105.01",82.97,58,36.1,0.5705,-0.002203,0.336550060313631
"CANDIDATE",3240158,"K01106.01",84.07,26,45.22,2.169,-9.176e-05,0.713522699684389
"CANDIDATE",3240158,"K01106.02",85.86,26,54.96,1.342,0.0001649,0.285927152317881
"CANDIDATE",3240158,"K01106.03",73.07,26,43.92,0.1315,-9.922e-05,8.19608790147307
"FALSE POSITIVE",3228959,"K01107.01",70.94,7,14.45,0.4354,0.0001688,0.103595080416272
"CANDIDATE",3218908,"K01108.01",87.83,26,-4.439,0,-0.0002661,0.635657329789409
"CANDIDATE",3218908,"K01108.02",89.74,26,383,0.5044,-7.268e-05,0.134906897456071
"CANDIDATE",3218908,"K01108.03",68.79,26,5.339,-5.909,9.983e-05,0.235374381715845
"CANDIDATE",2837111,"K01110.01",82.42,7,42.31,1.741,0.0005139,0.651517637407711
"FALSE POSITIVE",2837111,"K01110.02",75.99,7,22,0.6487,1.829e-05,0.127707244212099
"FALSE POSITIVE",3120276,"K01111.01",80.29,7,73.32,2.191,-0.001679,2.07158778025436
"CANDIDATE",3109930,"K01112.01",88.35,7,44.02,1.592,0.0001256,0.65255672197765
"CANDIDATE",2854914,"K01113.01",87.91,23,20.51,1.468,-0.0002111,0.931787543812348
"CANDIDATE",2854914,"K01113.02",88.85,23,25.9,1.294,-0.0003011,1.81983901515152
"FALSE POSITIVE",3337425,"K01114.01",85.31,7,48.92,1.539,0.0005354,0.421318911374738
"CANDIDATE",3116412,"K01115.01",84.96,32,36.05,2.103,-0.0001305,0.658586688578472
"CANDIDATE",2849805,"K01116.01",80.3,23,9.569,1.337,0.0001244,0.816519972918077
"CANDIDATE",3114811,"K01117.01",81.38,23,20.28,1.671,2.554e-05,1.37819693094629
"CANDIDATE",2853446,"K01118.01",83.38,48,18.66,1.626,-7.063e-05,1.44056757385438
"FALSE POSITIVE",3003992,"K01119.01",86.21,13,4.966,1.255,0.002609,0.363058103975535
"FALSE POSITIVE",3003992,"K01119.02",88.96,13,7.971,1.336,-0.001162,0.378610237346297
"FALSE POSITIVE",6307537,"K01120.01",90,13,50570,10.12,0,1438.12292358804
"FALSE POSITIVE",6359798,"K01121.01",87.56,32,20740,4.446,0.0278,13.4596871239471
"FALSE POSITIVE",6311681,"K01122.01",59.68,7,0.1182,-0.6926,-0.02391,1.88287153652393
"FALSE POSITIVE",6365321,"K01123.01",76.83,7,31.25,-1.005,-6.596e-05,1.07252559726962
"FALSE POSITIVE",6301035,"K01124.01",82.14,7,1677,1.464,0.05233,77.5335426777048
"FALSE POSITIVE",6292162,"K01125.01",84.01,7,308.2,2.493,-0.0005313,4.56633527596846
"FALSE POSITIVE",6307521,"K01126.01",77.79,26,210,4.045,-0.009988,6.4788189987163
"FALSE POSITIVE",6307521,"K01126.02",88.03,26,260.1,0.9184,-0.004309,9.57805907172996
"CANDIDATE",6359320,"K01127.01",80.68,7,37.09,1.327,-0.001223,1.19968512201522
"CANDIDATE",6359320,"K01127.02",83.53,7,58.91,1.036,-7.12e-05,0.249916247906198
"CANDIDATE",6359320,"K01127.03",77.39,7,37.12,0.527,0.0003067,0.111645962732919
"CANDIDATE",6362874,"K01128.01",67.08,3,5.264,-0.3448,0,0.498200899550225
"CANDIDATE",6272413,"K01129.01",85.83,7,30.06,0.5565,-0.0003953,0.141906873614191
"FALSE POSITIVE",8279765,"K01130.01",82.81,7,2759,2.252,0.005042,1038.54707190511
"CANDIDATE",8435247,"K01131.01",75.82,7,5.722,-6.758,-0.001568,1.01324041811847
"FALSE POSITIVE",8330548,"K01132.01",55.62,7,39.84,-35.37,0,627.898550724638
"FALSE POSITIVE",8374494,"K01133.01",78.03,7,1152,1.841,-0.6053,37.2732679155516
"FALSE POSITIVE",8414907,"K01134.01",88.69,7,2673,0.5943,-0.07366,0.395450643776824
"FALSE POSITIVE",8414907,"K01134.02",88.27,7,186.7,0.37,-0.03729,10.4289215686275
"FALSE POSITIVE",8397446,"K01135.01",61.57,7,62.2,0.6843,0.0005022,0.181689960251314
"FALSE POSITIVE",8386035,"K01136.01",51.54,5,13.98,0,0,0.120819185059423
"FALSE POSITIVE",8332986,"K01137.01",89.92,32,232.3,2.017,0.006771,186.657118987946
"FALSE POSITIVE",8415745,"K01138.01",88.64,7,151.1,0.7835,-0.003838,35.1128366901238
"FALSE POSITIVE",8378634,"K01139.01",58.93,5,45.27,3.138,-0.02544,14.9167397020158
"CANDIDATE",8397675,"K01140.01",88.04,7,7.773,0,-0.0002163,-0.03504
"CANDIDATE",8346392,"K01141.01",81.39,42,76.38,2.26,0.0001636,1.97082288579895
"CANDIDATE",8288947,"K01142.01",83.2,7,36.13,1.016,0.0003114,0.284810126582278
"FALSE POSITIVE",8312852,"K01143.01",80.99,7,43.29,1.875,0.002974,23.1549544251691
"FALSE POSITIVE",8302450,"K01144.01",72.36,7,33.29,1.682,-0.0004046,0.496602491506229
"CANDIDATE",8313667,"K01145.01",83.52,32,47.72,0.8211,-0.0002188,17.6632934682613
"CANDIDATE",8351704,"K01146.01",85.81,42,46.65,1.115,-0.0001696,0.26512056924496
"FALSE POSITIVE",8299955,"K01147.01",74.41,7,9.158,1.106,0.01474,0.367082294264339
"CANDIDATE",8410727,"K01148.01",84.6,16,15.54,1.449,3.718e-07,0.525221409318444
"CANDIDATE",8410727,"K01148.02",85.69,16,30.39,1.533,-5.512e-05,0.382392344497608
"CANDIDATE",8278371,"K01150.01",73.2,23,4.636,-0.3561,2.265e-05,0.678238993710692
"CANDIDATE",8280511,"K01151.01",85.1,16,21.85,2.253,0.000108,0.631714754867464
"CANDIDATE",8280511,"K01151.02",83.7,16,14.32,1.349,-0.0001177,0.32440373314898
"CANDIDATE",8280511,"K01151.03",84.78,16,13.9,0.8834,4.681e-05,0.200060624431646
"CANDIDATE",8280511,"K01151.04",87.25,16,16.31,0.7011,-0.0002113,0.149690676093681
"CANDIDATE",8280511,"K01151.05",87.03,16,10.39,0.6584,-0.0001435,0.152695035460993
"FALSE POSITIVE",10287248,"K01152.01",87.48,30,6931,12.65,0.0152,607.414215686274
"FALSE POSITIVE",10351767,"K01153.01",76.39,7,382.1,-6.42,-0.004509,224.179169384649
"CANDIDATE",10295951,"K01154.01",84.73,7,256.5,0.4817,0.0003823,396.750169262018
"FALSE POSITIVE",10342041,"K01155.01",86.16,7,0,0,-0.0002884,2.48551564310545
"FALSE POSITIVE",10514770,"K01156.01",81.32,7,255.3,3.78,0.0004456,5.63152400835073
"FALSE POSITIVE",10342065,"K01157.01",26.38,7,0,0,0.001017,88.6356128179716
"FALSE POSITIVE",10352945,"K01158.01",75,7,49.58,2.054,0.009138,1.37128225329919
"CANDIDATE",10354039,"K01159.01",88.87,7,130.8,2.648,0.0001096,6.59565024411895
"CANDIDATE",10330115,"K01160.01",87.73,7,89.4,1.915,0.0007729,0.665270018621974
"CANDIDATE",10426656,"K01161.01",82.78,26,27.9,1.422,0.0001098,0.501021735091956
"CANDIDATE",10426656,"K01161.02",86.97,26,41.62,1.053,3.286e-05,0.279601722282024
"CANDIDATE",10426656,"K01161.03",79.15,26,13.71,0.6219,-0.0001352,0.232188390580471
"CANDIDATE",10528068,"K01162.01",89.61,23,36.94,2.672,-8.144e-05,2.26212259835316
"CANDIDATE",10468940,"K01163.01",82.24,26,25.81,1.055,-0.0001205,0.367427029678685
"CANDIDATE",10468940,"K01163.02",78.75,26,49.68,2.347,0.0001304,18.0956761729531
"FALSE POSITIVE",10341831,"K01164.01",89.74,30,25.92,0.5635,0.0004963,0.129194352159468
"CANDIDATE",10337517,"K01165.01",86.77,32,24.98,2.061,-4.414e-05,0.860696517412935
"CANDIDATE",10337517,"K01165.02",81.5,32,14.71,0.6977,-3.338e-05,0.153771221820206
"CANDIDATE",10351231,"K01166.01",85.6,7,73.25,1.745,-0.001551,0.821635544108178
"FALSE POSITIVE",10485179,"K01167.01",69.64,7,37.47,0.8095,6.327e-05,0.174701277297075
"CANDIDATE",10319385,"K01169.01",64.37,23,3.941,-0.9712,4.992e-05,0.347134112409571
"CANDIDATE",10482160,"K01170.01",88.08,7,44.97,1.356,-0.0007533,0.324874686716792
"FALSE POSITIVE",10341913,"K01172.01",45.77,5,3.337,0.02458,5.424e-06,0.208933801991799
"FALSE POSITIVE",10480921,"K01173.01",37.51,7,14.82,0.6382,-0.000217,15.7948369565217
"CANDIDATE",10350571,"K01175.01",82.66,23,17.6,1.479,1.032e-05,0.644426751592357
"CANDIDATE",10350571,"K01175.02",84.74,23,25.03,1.694,3.709e-06,0.973140816643378
"FALSE POSITIVE",10350571,"K01175.03",87.97,23,63.39,1.866,5.4e-05,0.736398230998663
"CANDIDATE",3749365,"K01176.01",85,30,85.79,-5.722,-0.02706,81.9759206798867
"FALSE POSITIVE",3547091,"K01177.01",83.03,7,1502,4.22,-0.0032,311.819792457606
"FALSE POSITIVE",3869825,"K01178.01",79.48,7,771.1,2.056,-0.0007234,62.3691921305986
"FALSE POSITIVE",3655332,"K01179.01",87.46,18,14380,2.722,0.04309,58.9457831325301
"FALSE POSITIVE",4042026,"K01180.01",88.24,7,2319,6.819,0.01898,92.4166666666667
"FALSE POSITIVE",3344419,"K01181.01",78.16,7,86.39,0.9452,0,0.290828972734784
"FALSE POSITIVE",3865567,"K01182.01",84.72,7,533.5,2.685,0.03103,74.0867190167293
"FALSE POSITIVE",3544689,"K01183.01",64.32,7,23.14,-0.6705,-0.02216,13.6991995073892
"FALSE POSITIVE",4037164,"K01184.01",65.21,54,145.4,3.119,0.0014,1.0872801082544
"FALSE POSITIVE",3443790,"K01185.01",78.01,5,344.1,-0.1648,-0.001535,24.2751479289941
"FALSE POSITIVE",3966912,"K01186.01",83.32,7,-80.96,0,-0.003994,63.3943427620632
"FALSE POSITIVE",3848972,"K01187.01",78.97,7,171.8,2.265,4.653e-05,1.98582918422061
"FALSE POSITIVE",3860441,"K01188.01",65.41,7,23.37,0.104,0.01407,18.715801228364
"FALSE POSITIVE",3765771,"K01189.01",73.26,58,18.11,-5.628,-0.0009037,41.8073136427567
"FALSE POSITIVE",3557341,"K01190.01",70.54,7,99.5,0.47,-0.0004073,0.10180157320477
"CANDIDATE",3859628,"K01191.01",81.96,18,74.08,2.539,-0.0005465,3.33707865168539
"FALSE POSITIVE",3644071,"K01192.02",89.45,7,51.84,1.061,-0.02565,74.3225190839695
"CANDIDATE",3942446,"K01193.01",89.66,7,215.5,1.469,0.0004395,35.9906213364596
"CANDIDATE",3554031,"K01194.01",86.37,18,154,2.336,4.701e-06,0.979878787878788
"FALSE POSITIVE",3554031,"K01194.02",82.01,18,123.5,1.461,3.527e-05,0.36353645133716
"CANDIDATE",3554031,"K01194.03",87.03,18,156.5,1.519,0.0001013,0.441915550978373
"FALSE POSITIVE",3644523,"K01195.01",86.08,7,2635,0.741,-0.0003257,34.6272922124315
"FALSE POSITIVE",3348082,"K01196.01",79.53,26,35.19,1.217,0,0.478094286190238
"CANDIDATE",3348082,"K01196.02",85.42,26,37.35,1.004,0,0.276774330641734
"CANDIDATE",3348082,"K01196.03",88.57,26,99.5,0.6592,0,0.14521094640821
"FALSE POSITIVE",3853673,"K01197.01",68.98,7,36.84,0.6317,0.0009757,0.472641509433962
"CANDIDATE",3447722,"K01198.01",84.22,16,53.25,2.093,-9.349e-05,2.41433021806854
"CANDIDATE",3447722,"K01198.02",88.85,16,66.99,0.849,6.642e-05,0.171109510086455
"CANDIDATE",3447722,"K01198.03",80.74,16,32.67,1.197,0.000172,1.02474768422508
"CANDIDATE",3859079,"K01199.01",89.05,4,117.9,2.427,-0.0003986,0.828808180535966
"CANDIDATE",4061149,"K01201.01",80.29,42,53.76,1.959,-0.0002316,0.901014109347443
"CANDIDATE",3444588,"K01202.01",71.72,42,169.6,0.7809,-0.000291,0.220624342336022
"CANDIDATE",3962243,"K01203.01",86.79,26,94.59,2.08,-0.0004032,2.84858387799564
"CANDIDATE",3962243,"K01203.02",86.81,26,110.8,1.897,0.0004225,0.517949454336588
"CANDIDATE",3962243,"K01203.03",87.62,26,144.7,0.432,-0.0009125,6.15770609318996
"CANDIDATE",3438507,"K01204.01",81.88,7,38.29,1.6,7.773e-05,0.598173515981735
"CANDIDATE",3869014,"K01205.01",84.34,26,37.73,1.066,3.719e-05,0.519253208868145
"CANDIDATE",3732821,"K01207.01",87.44,7,71.78,2.313,0.00119,0.966460268317853
"CANDIDATE",3962357,"K01210.01",80.38,26,20.42,1.223,0.0001449,2.83444488034523
"FALSE POSITIVE",3858704,"K01211.01",42.2,18,10.05,0.09545,-0.01086,38.8098516138902
"CANDIDATE",3749134,"K01212.01",85.3,26,28.1,1.168,-0.0001427,0.310005350454789
"FALSE POSITIVE",3556220,"K01213.01",52.17,18,3.394,-0.6483,-0.002882,0.292
"CANDIDATE",3660924,"K01214.01",80.16,7,17.46,0.8473,0.0004389,0.237467318404001
"CANDIDATE",3939150,"K01215.01",84.67,23,13.11,1.573,0.0001691,1.29590643274854
"CANDIDATE",3939150,"K01215.02",86.95,23,25.97,1.97,0.0001063,1.42183321176757
"CANDIDATE",3839488,"K01216.01",84.27,23,21.43,2.02,-2.465e-06,0.885924796747968
"FALSE POSITIVE",3542588,"K01217.01",70.86,7,9.695,1.377,0.0007319,0.608715596330275
"CANDIDATE",3442055,"K01218.01",86.05,32,24.41,2.703,-0.000203,4.2360633172746
"CANDIDATE",4043190,"K01220.01",84.19,23,23.38,1.187,0.0001237,0.323410287565816
"CANDIDATE",3640905,"K01221.01",87.64,0,20.85,1.609,-2.215e-05,0.566045907319186
"CANDIDATE",3640905,"K01221.02",88.11,0,29.01,1.541,-2.962e-05,0.450467289719626
"FALSE POSITIVE",6613006,"K01223.01",84.06,7,874.9,2.714,0.01394,347.555350553506
"FALSE POSITIVE",6606653,"K01224.01",81.58,7,96.85,-3.488,-0.0002489,189.735327963176
"FALSE POSITIVE",6620003,"K01225.01",80.14,54,25.79,-21.42,0.001411,506.693108577095
"FALSE POSITIVE",6621116,"K01226.01",89.57,26,140.5,1.127,0.001299,529.425260984284
"FALSE POSITIVE",6629332,"K01227.01",81.21,7,21.45,-43.17,0.001543,1020.3488372093
"FALSE POSITIVE",6387450,"K01228.01",84.46,7,2447,5.235,0.01315,153.044074772766
"CANDIDATE",6470149,"K01230.01",89.64,0,165.9,2.714,0.003503,34.1417910447761
"FALSE POSITIVE",6462874,"K01231.01",90,7,168.5,1.654,0.002247,0.607753479125249
"FALSE POSITIVE",6462874,"K01231.02",89.97,7,1160,2.113,-0.0006035,0.613281682346431
"FALSE POSITIVE",6665223,"K01232.01",89.26,32,100.1,2.458,8.391e-05,269.936526255049
"FALSE POSITIVE",6665223,"K01232.02",89.91,32,321.2,0.4126,0.002469,0.0954175905395418
"FALSE POSITIVE",6545358,"K01233.01",78.09,7,81.56,0.6231,5.362e-05,0.753161077515118
"FALSE POSITIVE",6390824,"K01234.01",67.91,7,38.54,0.8513,-0.00154,0.223155929038282
"FALSE POSITIVE",6546528,"K01235.01",67.41,7,28.61,1.835,0.02767,31.8209438930525
"CANDIDATE",6677841,"K01236.01",83.07,16,41.39,2.023,1.984e-05,3.16693505099302
"CANDIDATE",6677841,"K01236.02",84.33,16,57.03,1.817,-0.000201,9.79215995790581
"CANDIDATE",6677841,"K01236.04",89.71,16,364.9,1.843,-0.0002786,0.4998766650222
"FALSE POSITIVE",6531491,"K01237.01",84.22,7,531.9,2.477,-0.02408,3.503800967519
"CANDIDATE",6383821,"K01238.01",88.08,26,46.56,2.19,-0.0001506,0.651919866444073
"CANDIDATE",6607286,"K01239.01",60.35,26,13.08,-1.973,0.0003443,0.467557874144115
"CANDIDATE",6607286,"K01239.02",78.55,26,36.24,1.328,0.0005079,0.416993687084115
"CANDIDATE",6690082,"K01240.01",75.66,26,10.9,0.4272,-5.624e-05,0.647670130740865
"CANDIDATE",6690082,"K01240.02",87.42,26,28.92,1.326,-1.907e-05,0.414930555555556
"CANDIDATE",6448890,"K01241.01",80.85,0,28.13,1.598,8.713e-05,5.82939787485242
"CANDIDATE",6448890,"K01241.02",47.85,0,11.04,-0.5662,5.857e-05,16.9448131993173
"CANDIDATE",6607447,"K01242.01",89.21,18,42.74,1.948,-0.0007418,84.3137254901961
"FALSE POSITIVE",6677256,"K01243.01",81.6,7,55.59,1.587,0,0.390117035110533
"FALSE POSITIVE",6692833,"K01244.01",82.47,7,27.65,1.842,-0.001153,3.01306477953185
"CANDIDATE",6693640,"K01245.01",85.69,7,29.58,2.005,5.415e-05,0.820741944218792
"CANDIDATE",6441738,"K01246.01",87.55,58,34.24,1.375,-2.628e-05,0.564427690198766
"FALSE POSITIVE",8801343,"K01247.01",81.7,5,190.8,-10.55,-0.0003612,822.693032015066
"FALSE POSITIVE",8488878,"K01248.01",86.03,7,839.2,2.301,0.002519,81.0160427807487
"FALSE POSITIVE",8560285,"K01249.01",89.2,7,2389,2.735,-0.0159,653.888820411685
"FALSE POSITIVE",8620565,"K01250.01",49.41,7,70.37,-1.267,0.0003564,36.8329896907216
"FALSE POSITIVE",8616873,"K01251.01",78.07,7,197.2,-2.741,-2.605e-05,19.7730496453901
"FALSE POSITIVE",8737796,"K01252.01",68.33,5,47.75,0,0,0.514465769120596
"FALSE POSITIVE",8462258,"K01253.01",59.99,7,15.61,-0.3905,-0.02566,72.3062200956938
"CANDIDATE",8454250,"K01254.01",78.78,15,77.81,4.731,-0.001561,10.2702222222222
"FALSE POSITIVE",8494263,"K01255.01",89.74,7,421.3,2.367,0.008172,14.0274903931422
"FALSE POSITIVE",8848271,"K01256.01",83.78,7,933,1.823,0.009441,189.614243323442
"CANDIDATE",8751933,"K01257.01",89.94,59,96.33,2.276,-0.0007955,3.61792833275723
"CANDIDATE",8630788,"K01258.01",88.16,7,91.89,1.895,0.0002042,7.39402362751911
"CANDIDATE",8630788,"K01258.02",83.48,7,54.13,1.739,0.0001218,2.25908372827804
"CANDIDATE",8630788,"K01258.03",89.66,7,296.5,2.214,0.0008221,1.17596424433041
"FALSE POSITIVE",8823426,"K01259.01",65.38,54,39.65,2.672,0,1.25779145825317
"FALSE POSITIVE",8766222,"K01260.01",70.12,14,419,-5.083,-0.00313,14.1314086610254
"CANDIDATE",8678594,"K01261.01",89.76,26,70.13,1.554,-0.0005292,5.52635135135135
"CANDIDATE",8678594,"K01261.02",86.74,26,54.3,1.573,-3.607e-05,0.575788852845768
"FALSE POSITIVE",8703884,"K01262.01",88.11,7,117.3,3.757,-0.001117,2.45351043643264
"FALSE POSITIVE",8560840,"K01263.01",82.41,7,529,1.239,-0.0002386,32.6082526744778
"CANDIDATE",8612847,"K01264.01",86.17,7,72.37,1.984,0,2.48744292237443
"FALSE POSITIVE",8552583,"K01265.01",67.82,7,10.86,0.3196,0.0002464,0.239598578298139
"CANDIDATE",8547140,"K01266.01",87.69,30,55.33,2.019,4.939e-06,0.591645353793691
"FALSE POSITIVE",8519253,"K01267.01",80.99,7,149.4,2.546,-0.00365,23.2638888888889
"CANDIDATE",8813698,"K01268.01",89.84,26,189.6,2.767,-0.0001991,12.6797964151361
"FALSE POSITIVE",8757910,"K01269.01",78.85,5,12.85,-0.5731,-0.0008355,0.42764405543399
"CANDIDATE",8564587,"K01270.01",86.83,7,49.31,2.564,0,1.35036496350365
"CANDIDATE",8564587,"K01270.02",84.7,7,65.08,0.4051,0,12.7845528455285
"CANDIDATE",8631160,"K01271.01",89.75,26,3.913,0.1419,8.299e-05,10.0926505571554
"CANDIDATE",8806072,"K01273.01",88.22,7,92.46,2.172,-0.0001775,4.69365079365079
"CANDIDATE",8583696,"K01275.01",89.32,32,44.51,2.537,-0.0001243,1.27659574468085
"CANDIDATE",8804283,"K01276.01",87.77,26,53.11,2.326,0.0003642,0.917171717171717
"CANDIDATE",8804283,"K01276.02",83.98,26,35.18,1.969,0.0001162,0.779629363597184
"FALSE POSITIVE",8552565,"K01277.01",71.18,5,5.605,-1.263,-0.0001441,0.387152317880795
"CANDIDATE",8609450,"K01278.01",88.7,16,82.83,2.608,0.0002651,0.943343982960597
"CANDIDATE",8609450,"K01278.02",88.12,16,62.28,1.994,0.0001183,0.566752011704462
"CANDIDATE",8609450,"K01278.03",83.32,16,43.21,1.833,-5.629e-06,0.46385068762279
"CANDIDATE",8609450,"K01278.04",78.22,16,44.91,2.398,0.0001916,0.713423985277579
"FALSE POSITIVE",8609450,"K01278.05",89.7,16,274.6,0.5437,-0.0007911,0.109135628952916
"CANDIDATE",8628758,"K01279.01",86.4,16,13.35,1.555,9.761e-05,0.802500710429099
"CANDIDATE",8628758,"K01279.02",83.45,16,21.23,1.403,8.205e-05,0.306536535251059
"FALSE POSITIVE",8509361,"K01280.01",80.98,7,27.3,0.9003,0.01958,0.784667713239142
"CANDIDATE",8742590,"K01281.01",89.39,7,79.94,1.283,-0.0007714,0.311336959633553
"CANDIDATE",8822366,"K01282.01",85.67,0,13.95,2.506,-1.714e-05,3.76859881332725
"CANDIDATE",8700771,"K01283.01",79.51,23,3.966,1.191,-7.772e-06,0.78175519630485
"FALSE POSITIVE",10960993,"K01284.01",65.95,13,4.506,-662.9,0,48.7171464330413
"FALSE POSITIVE",10879208,"K01286.01",75.58,7,150.8,1.95,-0.06175,2.21959026888604
"FALSE POSITIVE",10843203,"K01287.01",80.16,7,42.44,-0.587,0.001117,6.63733209819361
"CANDIDATE",10790387,"K01288.01",89.72,7,116.3,1.998,-0.001546,13.4207887700535
"FALSE POSITIVE",10748393,"K01289.01",84.22,7,86.89,1.682,0.002826,17.9648785181621
"FALSE POSITIVE",10748393,"K01289.02",89.93,7,547.9,0.1578,-0.0008619,0.0358952340060112
"FALSE POSITIVE",10874226,"K01290.01",86.75,7,4140,1.415,0.000115,74.0803621958121
"FALSE POSITIVE",10661771,"K01291.01",54.61,7,20.11,1.053,-0.0003751,0.294288480154889
"FALSE POSITIVE",10924853,"K01292.01",80.32,7,43.73,0.8455,-0.005767,2.37433628318584
"FALSE POSITIVE",10874926,"K01293.01",87.37,7,2105,1.167,0.0005457,49.5626822157434
"FALSE POSITIVE",10549562,"K01294.01",76.98,7,141.7,2.736,0,5.0212249848393
"FALSE POSITIVE",10666230,"K01295.01",75.19,7,37.92,1.627,-0.001433,1.13282621416033
"CANDIDATE",10971674,"K01296.01",81.15,7,685.7,-0.2515,0.03522,689.473684210526
"FALSE POSITIVE",10676923,"K01297.01",62.12,7,17.35,0.6177,-0.001314,0.23511367737279
"CANDIDATE",10604335,"K01298.01",86.79,42,104.6,2.788,4.014e-05,3.37794040773654
"CANDIDATE",10604335,"K01298.02",88.23,42,273.5,0.1909,-0.0001233,9.61042183622829
"CANDIDATE",10864656,"K01299.01",89.22,0,43.67,2.56,-1.462e-05,1.58111888111888
"CANDIDATE",10975146,"K01300.01",67.2,7,9.31,-0.7308,0.0001468,0.684787644787645
"CANDIDATE",10538176,"K01301.01",86.57,26,73.33,2.326,-0.0004383,1.09415887850467
"CANDIDATE",10538176,"K01301.02",88.8,26,92.96,1.587,-0.0006216,0.501611170784103
"CANDIDATE",10724369,"K01302.01",89.14,7,67.02,1.897,-7.841e-05,0.774805867126834
"CANDIDATE",10867062,"K01303.01",86.61,26,33.83,1.887,-0.0001559,1.70053238686779
"CANDIDATE",10744335,"K01304.01",84.45,7,26.15,0.6126,-0.0006718,0.146436591419454
"CANDIDATE",10730034,"K01305.01",79.03,26,32.08,1.123,0.0001116,0.322504963003068
"CANDIDATE",10730034,"K01305.02",83.17,26,38.96,0.7535,0.0003168,0.181368136813681
"CANDIDATE",10858691,"K01306.01",74.82,16,23.04,0.8604,8.354e-05,0.227226376614548
"CANDIDATE",10858691,"K01306.02",75.52,16,27.18,1.644,-2.426e-05,0.637735236859182
"CANDIDATE",10858691,"K01306.03",82.6,16,33.32,1.136,-0.0001104,0.298830280291326
"CANDIDATE",10858691,"K01306.04",88.49,16,108.1,0.926,0.0001572,0.196176911544228
"CANDIDATE",10973814,"K01307.01",88.96,26,70.57,2.211,-0.0002293,1.05426176059618
"CANDIDATE",10973814,"K01307.02",88.41,26,65.54,2.071,-0.0009264,0.628254471360652
"CANDIDATE",10586208,"K01308.01",87.8,32,28.78,1.65,-8.816e-05,0.713540431586436
"CANDIDATE",10854768,"K01309.01",82.32,26,19.8,1.8,7.45e-05,2.24694479561736
"CANDIDATE",10964440,"K01310.01",87.27,26,41.17,1.582,7.202e-05,0.794223826714802
"CANDIDATE",10964440,"K01310.02",88.85,26,93.73,1.946,-0.0002128,0.925881649731022
"CANDIDATE",10713616,"K01311.01",89.12,5,45.32,1.803,-0.0002691,1.4397046759639
"CANDIDATE",10963242,"K01312.01",82.94,26,16.3,1.117,0.000168,0.385858585858586
"FALSE POSITIVE",10785538,"K01313.01",73.11,7,9.116,-0.9342,0,0.757340850364106
"CANDIDATE",10585852,"K01314.01",75.66,0,17.33,1.718,-8.755e-06,1.24301310043668
"CANDIDATE",10928043,"K01315.01",82.96,23,7.124,1.112,-0.0001154,0.597646399551695
"CANDIDATE",10794087,"K01316.01",77.48,23,7.975,1.732,1.985e-05,0.572707423580786
"FALSE POSITIVE",4275739,"K01317.01",78.66,7,84.76,-31.43,-0.006073,791.852955787382
"FALSE POSITIVE",4070376,"K01318.01",74.97,7,279.2,-3.096,-0.00448,528.235294117647
"FALSE POSITIVE",4078157,"K01319.01",87.85,7,781.1,1.398,0.01441,246.4848143982
"CANDIDATE",4164994,"K01320.01",88.44,7,141.3,2.501,-0.001449,14.1101465002713
"FALSE POSITIVE",4480676,"K01321.01",61.85,7,30.63,-12.2,-0.0009659,33.4472511144131
"FALSE POSITIVE",4079535,"K01322.01",88.32,7,854.8,2.35,0.0459,30.4159224291911
"CANDIDATE",4076098,"K01323.01",85.12,7,36.56,-0.3525,0.000102,10.2316043425814
"FALSE POSITIVE",4551328,"K01324.01",75.33,7,50.37,0.8617,-0.001983,0.408958130477118
