"koi_disposition","kepid","kepoi_name","tce_depth","tce_ldm_coeff1","tce_chisq1","tce_chisqgofdof","tce_smet","tce_steff_prov","tcet_model_dof","wst_robstat","tce_fwm_prao","tce_time0_sn"
"CANDIDATE",4840672,"K04813.01",177.7,0.4579232,664.8,776,-0.7,13,5730,3.725,0.000117,276829691.841374
"FALSE POSITIVE",9777556,"K04814.01",497.3,0.4701108,740.1,894,-0.46,13,4383,3.171,-0.001898,682341725.358963
"CANDIDATE",7287677,"K04815.01",150.4,0.3095544,475.7,659,-0.42,5,5158,1.684,-0.0001143,249004733.664193
"FALSE POSITIVE",10753922,"K04816.01",370.8,0.6774684,299.5,402,0.36,5,3161,2.114,0.001981,319097884.309681
"FALSE POSITIVE",5980061,"K04817.01",92.93,0.585354,13420,7579,0.02,5,32200,11.66,-0.001249,1454437736.60918
"CANDIDATE",9459162,"K04818.01",46.92,0.3476026,2021,3312,-0.08,5,25440,2.567,1.369e-05,768109457.717482
"FALSE POSITIVE",5024138,"K04819.01",71.13,-0.1170732,7283,4568,-1.9,5,25720,9.178,0.0004307,1301351200.92024
"CANDIDATE",9969287,"K04820.01",270.8,0.4315656,404,912,-0.06,5,7103,3.29,0.000328,259828077.439239
"CANDIDATE",11401253,"K04823.01",41.31,0.4852424,1538,1491,-0.28,5,10720,2.622,7.801e-06,686802872.577626
"FALSE POSITIVE",4764774,"K04825.01",76.21,0.4720016,6124,6170,-0.14,5,25660,1.518,-0.0008267,472427595.496969
"CANDIDATE",10549902,"K04826.01",50.08,0.6695048,5621,4266,0.32,26,25660,1.501,0,828718222.234225
"CANDIDATE",5651846,"K04827.01",413,0.3078556,288.2,253,-0.54,5,1833,2.215,0.0007495,350037285.182455
"CANDIDATE",12401132,"K04829.01",332.1,0.3634076,73.01,104,-0.08,8,862,2.325,-0.0001771,74298243.7556935
"FALSE POSITIVE",10356124,"K04832.01",116.8,0.5826184,643.4,2649,-0.12,5,20490,3.489,-0.000124,157343647.853563
"CANDIDATE",10584140,"K04833.01",54.82,0.3592894,931.2,1344,-0.2,8,10430,1.706,0.0001721,367843079.67084
"CANDIDATE",8233326,"K04834.01",29.2,0.704555,2300,3740,0.28,5,28810,1.829,-4.011e-05,315827729.627576
"FALSE POSITIVE",10034146,"K04835.01",103.1,0.3354178,6542,4088,-0.58,5,25670,9.446,0.005316,1813418723.86946
"FALSE POSITIVE",4175105,"K04836.01",130.4,0.34268,9457,6278,-0.28,5,25690,8.753,-8.763e-05,3311945863.98001
"CANDIDATE",5645170,"K04837.01",164.2,0.2145688,1577,1130,-0.84,5,8028,0.406,0.0002133,493861359.050648
"CANDIDATE",8216763,"K04838.01",168.7,0.6300156,545.2,639,-0.2,5,4708,2.155,0,332009785.955882
"CANDIDATE",8216763,"K04838.02",185.4,0.6300156,332.1,421,-0.2,5,3097,1.884,0,237758946.298
"CANDIDATE",8216763,"K04838.03",122.7,0.6300156,990.3,1237,-0.2,5,9447,1.52,0,399931904.85577
"CANDIDATE",9110610,"K04839.01",77.83,0.247423,334.4,449,-0.38,5,3405,2.758,-9.083e-05,241736578.833353
"CANDIDATE",6665860,"K04840.01",115.2,0.5231856,737.6,1209,0.14,26,9157,2.038,0.0001186,269035449.552223
"FALSE POSITIVE",5480884,"K04841.01",169.3,0.2568936,10630,6594,-1.36,5,31390,9.288,0.0003174,1217412002.73736
"FALSE POSITIVE",10187563,"K04843.01",503.3,0.4005816,21.68,62,-0.06,5,478,3.428,0.001302,149865400.228301
"CANDIDATE",3098605,"K04844.01",115.2,0.5529992,5433,3733,-0.18,5,25060,6.497,5.114e-05,1153624209.95747
"FALSE POSITIVE",11456405,"K04845.01",53.08,0.614199,10630,7413,0.18,5,32130,0.7634,0.0004447,766485163.352982
"FALSE POSITIVE",8320630,"K04846.01",176.7,0.5248472,248.7,622,-0.02,5,4954,2.894,9.476e-05,150645852.125943
"CANDIDATE",8320630,"K04846.02",155.9,0.5248472,407.5,651,-0.02,5,5174,3.232,2.238e-05,180495982.00172
"FALSE POSITIVE",4544684,"K04847.01",86.59,0.3137204,3637,3340,-0.34,5,24530,4.832,0.0003138,736149426.666027
"CANDIDATE",2976017,"K04849.01",77.43,0.3401832,2756,2317,-0.56,5,16890,1.858,-6.259e-05,746252731.987124
"CANDIDATE",6786224,"K04850.01",63.07,0.4076426,2315,1565,-0.24,5,10550,1.788,9.38e-05,873813396.737486
"FALSE POSITIVE",4851239,"K04851.01",11.11,0.5307854,4021,8175,0.1,18,25480,-0.8992,-2.216e-05,596264964.551409
"CANDIDATE",11072016,"K04852.01",70.9,0.5234198,3469,2010,0.18,5,13490,0.9528,0.0002254,974248569.364965
"CANDIDATE",3758922,"K04853.01",135.9,0.5198948,415.1,769,0.08,5,5897,1.962,9.793e-06,201366514.649431
"CANDIDATE",8360041,"K04854.01",58.75,0.6484372,3123,2776,0.14,26,20240,1.63,-0.0001617,645119499.664954
"FALSE POSITIVE",9827596,"K04855.01",50.38,0.4610516,4576,6843,0.07,26,32200,1.601,-4.901e-05,704393709.417797
"CANDIDATE",9782748,"K04856.01",900.3,0.4644248,26.99,126,0.07,8,957,3.02,0.0009808,124931809.391984
"CANDIDATE",2860656,"K04857.01",157.6,0.3844086,1587,1773,-0.18,8,13400,1.512,1.881e-05,431732649.587079
"CANDIDATE",7094944,"K04859.01",207.2,0.6649032,944.6,1147,0.04,5,8427,2.572,-0.0002568,324402358.982355
"FALSE POSITIVE",3343281,"K04860.01",331.3,0.3359756,360.8,279,-0.18,5,1973,2.687,-0.00254,444444645.598586
"CANDIDATE",6425597,"K04861.01",427.8,0.3998208,203.1,212,-0.34,5,1551,2.573,0.0005256,325564340.521917
"FALSE POSITIVE",5471566,"K04863.01",80.16,0.5349456,6963,6331,-0.06,5,32070,4.291,0.0001283,720126837.739214
"FALSE POSITIVE",5814013,"K04865.01",125.6,0.365528,4356,3963,-0.62,8,27200,2.523,-0.001874,553331184.59399
"FALSE POSITIVE",7117355,"K04866.01",9.235,0.4918024,15880,10760,0.04,5,32200,0,-8.089e-06,206707363.280428
"FALSE POSITIVE",9509223,"K04867.01",51.31,0.307368,563.2,1163,-0.24,5,9320,7.32,-3.172e-05,191937703.277458
"FALSE POSITIVE",6720773,"K04868.01",98.09,0.38239,6171,4601,-0.12,5,32200,2.669,-0.00186,1348440074.70065
"FALSE POSITIVE",4665991,"K04870.01",40.16,0.4167988,5415,7057,-0.14,5,25630,2.183,-0.0001319,510007104.899056
"CANDIDATE",6767227,"K04871.01",27.05,0.2457788,1853,2476,-0.4,5,18580,2.748,4.89e-06,471618950.284416
"FALSE POSITIVE",7117549,"K04874.01",4.983,0.3251708,16050,10740,-0.18,5,32190,0,0,90650478.5537044
"CANDIDATE",2986833,"K04875.01",137.4,0.5698984,8333,5258,0.14,41,32180,1.567,-1.319e-05,1183849236.39275
"CANDIDATE",9581589,"K04877.01",59.34,0.3641128,1697,1942,-0.12,5,14530,2.317,5.523e-05,354001710.18802
"FALSE POSITIVE",9850966,"K04879.01",304,0.6152726,683.9,1262,-0.14,5,10100,3.45,-0.0003631,258945325.478738
"CANDIDATE",8094120,"K04881.01",35.39,0.2564832,11270,6751,-0.34,13,32100,1.815,-8.6e-05,1669865864.93987
"FALSE POSITIVE",8094120,"K04881.02",46.08,0.2564832,1006,1016,-0.34,13,8016,2.663,0.0001041,340641607.348513
"FALSE POSITIVE",6522824,"K04882.01",343,0.6028056,350.2,666,-0.24,57,5198,3.323,0.0008412,208511270.787681
"FALSE POSITIVE",4750341,"K04884.01",36.68,0.6217356,7345,6980,0.24,5,25740,2.016,0.0002477,466896410.069151
"CANDIDATE",9935642,"K04885.01",240.4,0.5857488,754.3,513,0.08,5,3452,3.111,7.691e-05,721829205.184296
"FALSE POSITIVE",4059887,"K04887.01",17.48,0.407147,7496,9849,-0.06,18,32240,1.633,-8.424e-05,563550217.618864
"CANDIDATE",6691169,"K04890.01",417.5,0.4436124,91.73,293,0.21,8,2258,2.182,-0.0009373,154728860.98926
"CANDIDATE",10747501,"K04891.01",190.8,0.4167988,1230,1379,-0.14,5,10440,1.874,-0.0001719,438111333.39163
"CANDIDATE",10586744,"K04892.01",96.23,0.2473648,313.3,902,-0.52,5,7255,2.624,2.055e-05,162069489.097355
"CANDIDATE",11970050,"K04893.01",415.5,0.4710776,561.4,474,0.07,5,3317,2.587,0.0002673,541834313.649757
"FALSE POSITIVE",10031918,"K04894.01",114.8,0.5808798,700.4,1262,-0.3,5,9925,1.923,0.0001938,238129280.074495
"CANDIDATE",12416597,"K04895.01",159,0.6115964,599.6,974,0.12,26,7557,2.429,-0.0003067,235855237.875644
"CANDIDATE",11135694,"K04896.01",217.5,0.3387936,163.5,554,-0.24,5,4544,2.143,-0.000329,123418812.8717
"CANDIDATE",11135694,"K04896.02",142.3,0.3387936,404.6,1047,-0.24,5,8225,2.132,-7.189e-05,172384543.545884
"FALSE POSITIVE",9910828,"K04897.01",195.3,0.3192052,811.1,1526,-0.66,5,12080,1.224,-0.0003494,363335385.599015
"CANDIDATE",6424561,"K04900.01",171.8,0.4042336,864,687,-0.1,5,4932,2.628,-1.839e-05,531443341.371861
"FALSE POSITIVE",10661917,"K04901.01",15.49,0.2876902,6394,8142,-0.34,5,32260,4.31,3.406e-05,545004084.822221
"FALSE POSITIVE",7799701,"K04903.01",1215,0.3681424,29.79,28,-0.02,13,221,10.2,-0.02617,547889778.856948
"CANDIDATE",8803757,"K04904.01",84.56,0.6030332,2092,1682,0.14,26,11880,2.445,-0.0002036,521602688.995642
"FALSE POSITIVE",12021811,"K04905.01",123.4,0.643614,11060,8232,-0.1,5,32140,10.61,0.0003613,1007419323.06884
"CANDIDATE",9479306,"K04906.01",262.2,0.4244264,906,945,-0.36,8,6992,2.204,-0.000213,506449836.09804
"CANDIDATE",5437762,"K04907.01",37.74,0.3386152,2013,2153,-0.16,5,15900,2.782,6.075e-06,484131914.247457
"FALSE POSITIVE",3962684,"K04908.01",134,0.6531436,272.6,724,0.06,5,5737,6.209,0.0002517,179073482.428115
"FALSE POSITIVE",2437897,"K04909.01",225.1,0.6512572,2228,1436,-0.22,5,9735,3.048,0.002152,723132571.99749
"FALSE POSITIVE",9307966,"K04910.01",85.16,0.37432,1131,701,-0.14,5,4783,3.338,-0.0004402,471869143.609507
"CANDIDATE",5208962,"K04912.01",39.6,0.4682048,10020,5445,0.16,26,32160,1.438,-4.704e-05,658445132.254413
"CANDIDATE",5769810,"K04913.01",103.2,0.3547208,632.1,501,-0.02,5,3642,2.69,-0.0001837,628557602.695534
"FALSE POSITIVE",5769810,"K04913.02",76.78,0.3547208,814.6,961,-0.02,5,7185,2.847,-1.834e-05,537288966.510402
"CANDIDATE",12071754,"K04914.01",71.51,0.5818436,1411,1856,0.14,26,13870,2.678,-1.419e-05,374267463.487514
"FALSE POSITIVE",1572948,"K04924.01",323.7,0.3109872,446.2,262,-0.16,8,1871,2.735,0.004396,874264611.615219
"FALSE POSITIVE",1725193,"K04925.01",35320,0.4766564,249600,1786,0.14,5,13410,3.584,-0.06759,44565323942.1279
"CANDIDATE",1865864,"K04926.01",467.6,0.595065,121.7,150,-0.28,5,1125,2.949,0.0007756,155335573.23007
"FALSE POSITIVE",1870398,"K04927.01",298,0.4454656,303.3,1021,0.14,26,7655,2.635,-0.000233,43807224.4438377
"CANDIDATE",1873513,"K04928.01",13530,0.538466,1152,296,0.48,8,2017,1.598,0.001889,16666395112.0163
"FALSE POSITIVE",2010607,"K04929.01",916.6,0.3727836,7089,2257,0.02,0,17670,6.203,-5.097e-05,695746682.763976
"FALSE POSITIVE",2165352,"K04934.01",125.9,0.60792,4601,6252,-0.1,18,32160,12.65,-0.0003886,1450259336.71239
"FALSE POSITIVE",2305255,"K04935.01",649.7,0.3722972,372.1,1380,-0.22,5,10780,5.15,-4.865e-05,73427288.7423993
"FALSE POSITIVE",2305543,"K04936.01",104200,0.2553272,1362000,3728,-0.58,8,17020,2.658,0.0003342,446863350419.385
"FALSE POSITIVE",2309910,"K04937.01",107.7,0.424112,3900,5826,-0.04,8,27370,3.409,-0.0005351,785952566.942847
"CANDIDATE",2310993,"K04938.01",439.8,0.3734112,115.6,351,-0.1,8,2858,2.365,0.0003396,129558600.016888
"FALSE POSITIVE",2437209,"K04939.01",14980,0.701895,184.4,122,0.1,5,964,16.78,-0.007743,228862144.828101
"FALSE POSITIVE",2438406,"K04941.01",1649,0.5975768,21.44,45,0.04,8,358,3.634,0.001327,43583320.6102805
"FALSE POSITIVE",2569488,"K04944.01",528.8,0.8021222,6008,8219,0.22,18,32010,1.708,-0.0003788,4534300416.31112
"FALSE POSITIVE",2569516,"K04945.01",77.12,0.4023312,190.3,194,-0.08,5,1434,2.506,-0.0007251,319282561.366728
"FALSE POSITIVE",2570432,"K04946.01",430.2,0.6390872,1932,4039,0.24,8,14850,0,-0.0001176,327168802.50757
"FALSE POSITIVE",2574543,"K04947.01",871,0.6304162,564.8,531,-0.18,5,4055,6.203,0.007007,1043926231.14638
"FALSE POSITIVE",2578811,"K04948.01",41,0.8631044,1014,1415,-0.22,57,10140,2.505,-0.0004898,606808199.302471
"FALSE POSITIVE",2707916,"K04950.01",464,0.496362,2020,2434,-0.7,8,14850,1.151,0.0003211,260127342.101833
"FALSE POSITIVE",2708270,"K04951.01",132.7,0.6438472,3902,5090,-0.34,13,31180,3.491,-6.476e-05,1424665881.30154
"FALSE POSITIVE",2711123,"K04953.01",238.8,0.676936,5694,6013,0.07,5,32190,1.879,-0.0002914,6130497537.78231
"FALSE POSITIVE",2850321,"K04956.01",255.8,0.2735504,512.7,1632,-0.26,5,12740,4.703,-1.836e-05,84556513.8322495
"FALSE POSITIVE",2987433,"K04959.01",84940,0.2870196,173700,95,-0.26,5,768,3.756,-0.007815,12320736725.8858
"CANDIDATE",3101178,"K04963.01",128.1,0.1972424,118.1,447,-0.54,13,3833,1.949,1.347e-05,298590840.095744
"FALSE POSITIVE",3120397,"K04965.01",303.7,0.573508,698.7,913,-0.04,5,6877,2.749,0.00148,202473422.461216
"FALSE POSITIVE",3222680,"K04966.01",471.3,0.7148752,2008,1426,0.21,5,9976,0.7142,-0.001143,2256634402.37524
"CANDIDATE",3239171,"K04967.01",339.1,0.3759,148,461,-0.12,5,3639,2.568,0.0004649,146286497.437731
"FALSE POSITIVE",3240049,"K04968.01",876.7,0.7446356,5074,2538,-0.08,18,18210,3.463,1.48e-05,11233144357.9642
"CANDIDATE",3340165,"K04972.01",124.1,0.4413344,256.9,710,0.14,26,6062,2.711,-5.706e-06,235785975.662463
"FALSE POSITIVE",3341760,"K04973.01",41.97,0.3712174,16940,11650,-0.04,5,32220,6.479,0.0002641,2716640385.0942
"FALSE POSITIVE",3355104,"K04975.01",1718,0.4633322,131.5,106,-0.08,5,766,2.866,6.391e-05,754476921.611231
"FALSE POSITIVE",3439031,"K04980.01",435100,0.238096,910500000,3257,-0.42,5,21270,1.536,0,570242942721.823
"FALSE POSITIVE",3449540,"K04982.01",396300,-0.1416808,78160000,4541,-1.74,57,31160,0.2845,0.02657,713260117958.104
"CANDIDATE",3542117,"K04987.01",703.8,0.4584874,492.6,699,-0.1,53,5183,2.438,2.265e-05,311139387.779156
"CANDIDATE",3553900,"K04992.01",320,0.3876132,415.6,448,-0.38,5,3360,2.721,3.087e-05,448881900.12982
"FALSE POSITIVE",3644399,"K04997.01",395.8,0.3095736,71.89,343,-0.22,5,2793,4.834,-0.0005019,65885083.9997853
"CANDIDATE",3646449,"K04999.01",364.5,0.5457568,104.4,249,0.16,26,1982,2.723,0.000502,147294719.032363
"FALSE POSITIVE",3755522,"K05005.01",207.2,0.4628604,23.08,41,-0.04,18,317,3.538,-2.808e-05,368884047.627991
"CANDIDATE",3758499,"K05007.01",80.76,0.4100622,421.3,751,-0.06,5,5644,3.2,2.022e-06,227924055.333767
"CANDIDATE",3758499,"K05007.02",126.7,0.4100622,77.44,276,-0.06,5,2114,2.597,0.0001706,131826041.196813
"FALSE POSITIVE",3836450,"K05010.01",49.18,0.5666612,4878,3930,-0.22,5,27800,2.476,-0.0003084,1246702925.59809
"FALSE POSITIVE",3836509,"K05011.01",369.8,0.6656916,4525,2886,0.07,5,19530,5.185,0.001334,6797298756.53091
"FALSE POSITIVE",3836522,"K05012.01",358.5,0.5218608,5345,3083,-0.14,5,20840,3.99,0.001836,4273712430.47516
"FALSE POSITIVE",3846515,"K05013.01",70.98,0.3498544,2135,1815,-0.1,8,8488,4.597,-8.151e-05,1919692218.66863
"FALSE POSITIVE",3848665,"K05014.01",3909,0.6630748,17.33,72,-0.06,13,560,7.224,-0.006032,55265023.87207
"FALSE POSITIVE",3848919,"K05015.01",51250,0.3374002,15420000,11350,-0.62,5,32200,0,0.01695,-2454960
"CANDIDATE",3848948,"K05016.01",3.399,0.509056,21730,11590,0.07,8,32140,0,0,788544557.50848
"FALSE POSITIVE",3854101,"K05018.01",6633,0.6022508,55.72,27,0.1,26,188,4.198,0.003548,1104599423.21622
"FALSE POSITIVE",3859890,"K05020.01",60.89,0.34953,1427,1599,-0.28,5,11700,2.259,0.00535,456868652.844438
"FALSE POSITIVE",3867593,"K05023.01",115500,0.3001684,21960,218,-0.24,8,1733,0.1732,0.009847,8564974234.98669
"FALSE POSITIVE",3953106,"K05025.01",126700,0.3930992,523700,128,-0.32,8,989,2.169,0.002566,1635610779.83944
"FALSE POSITIVE",3962728,"K05028.01",302.9,0.1826416,248.1,946,-1.32,5,7640,8.683,-0.0009003,125371007.772523
"FALSE POSITIVE",3973549,"K05032.01",592.9,0.344505,4465,4891,-0.28,5,25580,4.334,-0.0002243,8933368266.68704
"FALSE POSITIVE",4058169,"K05034.01",29010,0.2829056,36150,44,-0.28,13,400,3.727,-0.001296,13176843766.2693
"FALSE POSITIVE",4077252,"K05038.01",53.73,0.6152266,12610,7132,0.07,8,25670,0.6338,-0.0001122,4348425242.17846
"CANDIDATE",4135912,"K05040.01",239.5,0.4777464,267,272,0.18,26,1996,2.596,0.0001523,345619031.663595
"FALSE POSITIVE",4144238,"K05041.01",346.5,0.3266916,301.3,370,-0.22,18,2834,1.868,0.0007965,617336944.358528
"FALSE POSITIVE",4160006,"K05045.01",73710,0.3675512,4454000,1142,-0.12,8,4313,1.728,0,-2454960
"FALSE POSITIVE",4245861,"K05050.01",284.3,0.4130048,644.7,3057,-0.54,8,24240,2.393,-0.001217,140978419.414487
"FALSE POSITIVE",4253860,"K05052.01",1703,0.4718024,650.8,95,0.21,5,775,2.12,-0.0001086,283506613.037147
"FALSE POSITIVE",4276114,"K05054.01",55250,0.3016064,55530,968,-0.52,5,6497,110.7,-0.001476,80142920567.7649
"FALSE POSITIVE",4365461,"K05058.01",109800,0.3662044,18500000,5030,-0.04,5,31260,1.489,-0.06125,501107353028.228
"FALSE POSITIVE",4366923,"K05059.01",58710,0.3315116,84830,39,-0.12,18,262,5.759,-0.000361,3401033441.38753
"FALSE POSITIVE",4455763,"K05061.01",16240,0.257587,247300,7255,-0.42,5,29370,1.541,-0.001357,91106995869.5015
"CANDIDATE",4478142,"K05067.01",704.6,0.590406,23.44,43,0.12,26,317,3.453,0.0006026,206947242.428585
"CANDIDATE",4566848,"K05071.01",4291,0.4262712,22.18,27,-0.06,8,228,3.814,0.001777,698666120.251237
"FALSE POSITIVE",4570555,"K05072.01",374.2,0.5583604,1314,1003,-0.16,74,7250,2.78,0.009701,2349141189.41677
"FALSE POSITIVE",4586482,"K05073.01",175700,0.6213356,340000,76,0.32,5,596,1236,-0.1771,8344832977.58079
"FALSE POSITIVE",4678873,"K05075.01",83450,0.4565848,1765000,5318,-0.22,18,32190,176.9,0,62290543900.7805
"FALSE POSITIVE",4732015,"K05076.01",465.6,0.7706448,2667000,5698,-0.18,57,32190,14.77,0,954476178.627248
"CANDIDATE",4760478,"K05084.01",4329,0.581376,73.12,89,0.12,26,694,3.371,-0.004579,350786604.506027
"FALSE POSITIVE",4769799,"K05086.01",22290,0.593426,232800,944,-0.24,18,7388,2.48,0.0003535,8916431495.18216
"CANDIDATE",4813750,"K05088.01",418.6,0.3058364,115.3,247,-0.54,5,1962,2.548,0.001283,184218030.105203
"FALSE POSITIVE",4815612,"K05090.01",70490,0.2634086,259100,494,-0.32,8,3638,3.174,-0.007083,-2454960
"FALSE POSITIVE",4840327,"K05093.01",53470,0.5231224,410900,291,0.1,26,2223,2.465,-0.0003584,118600359427.235
"FALSE POSITIVE",4863260,"K05096.01",274.7,0.36026,8067,8798,-0.06,5,31470,0.544,0.0008285,9098645002.52024
"CANDIDATE",4912650,"K05098.01",351.8,0.6227608,90.01,232,0,31,1756,2.611,-8.055e-05,210645582.001956
"FALSE POSITIVE",4914399,"K05100.01",663.7,0.2560634,1240,1072,-0.36,8,4307,0.3596,0.0002219,-2454970
"CANDIDATE",4918303,"K05104.01",211.7,0.4610516,368.3,588,0.07,5,4567,2.586,-0.0002316,236194306.275796
"FALSE POSITIVE",4945035,"K05108.01",187.8,0.4366264,7150,8525,-0.02,5,32240,3.36,0.0007235,4078277626.42036
"FALSE POSITIVE",4946581,"K05109.01",167.7,0.6491432,546.3,1328,0.34,26,11190,3.64,-3.533e-05,28383929.593407
"FALSE POSITIVE",4953262,"K05110.01",316.3,0.664286,64.53,60,-0.04,57,419,2.936,9.783e-06,532248902.9953
"FALSE POSITIVE",4996558,"K05111.01",839.7,0.356855,10390,4554,-0.26,13,31560,4.629,-0.0007026,1599756286.69547
"FALSE POSITIVE",5006817,"K05112.01",1389,0.7307048,1392,409,0.24,57,3347,4.234,-5.613e-05,70766374.8598376
"FALSE POSITIVE",5016163,"K05115.01",402700,0.3234816,31770000,3787,-0.24,5,25140,3.749,0.01339,256978304606.424
"CANDIDATE",5027859,"K05117.01",468.2,0.5124756,175.7,196,-0.16,5,1484,2.678,-0.0001743,184483069.570314
"FALSE POSITIVE",5039053,"K05121.01",170.1,0.4987536,72.08,95,0.1,26,720,3.182,-0.0003157,105672818.6764
"FALSE POSITIVE",5094412,"K05124.01",1679,0.623036,13.03,26,0.1,26,231,2.815,-0.001605,368371220.64671
"FALSE POSITIVE",5113146,"K05127.01",39780,-0.0631824,7790,72,-1.56,8,519,2.426,-0.01271,1709369930.16244
"FALSE POSITIVE",5130563,"K05128.01",155.3,0.3755992,6992,9175,-0.04,13,31240,2.39,0.0003578,4574748199.42792
"CANDIDATE",5131276,"K05129.01",62.48,0.8579656,1955,1797,0.07,57,7430,1.095,0,3519666006.21077
"FALSE POSITIVE",5174677,"K05131.01",5330,0.2926092,55.25,20,-0.2,8,154,2.808,-0.001911,214328243.541727
"CANDIDATE",5179609,"K05132.01",9300,0.7443846,14180,676,0.34,57,5250,4.266,-0.001025,6049972645.41059
"FALSE POSITIVE",5199426,"K05138.01",78310,0.3787484,75650,99,-0.22,5,714,4.609,-0.002931,53501954853.1354
"FALSE POSITIVE",5263802,"K05145.01",27310,0.2825708,5169000,5788,-0.24,18,30480,-0.2651,-0.0001882,81096723044.3975
"CANDIDATE",5283728,"K05149.01",241.4,0.4345296,121.4,533,-0.22,5,4479,3.353,0.0003447,103489994.562033
"CANDIDATE",5289857,"K05150.01",160.4,0.7026868,206.5,236,0.26,5,1686,2.82,-0.0004308,393992354.430867
"FALSE POSITIVE",5308777,"K05152.01",88.68,0.7060874,8973,8592,0.14,57,30150,0.5219,0.0001792,1504473642.28021
"CANDIDATE",5374838,"K05155.01",3519,0.51045,20.47,102,0.36,18,910,3.787,0.0001893,603377850.306966
"CANDIDATE",5391911,"K05157.01",108.2,0.7358502,1571,926,-0.02,57,4866,2.498,0.0003585,2997117592.69546
"CANDIDATE",5443320,"K05169.01",556.7,0.5426382,325.5,221,-0.26,5,1474,4.332,0.0006704,798640186.0798
"FALSE POSITIVE",5467126,"K05171.01",2448,0.6776256,20820,7104,0,57,32130,5.008,0.1212,2527967592.19214
"FALSE POSITIVE",5470851,"K05172.01",174.4,0.5063198,594.4,2102,0.07,5,17710,5.647,0.0001551,43208294.6859308
"FALSE POSITIVE",5471108,"K05173.01",43.88,0.4656124,634.4,3250,-0.02,13,25770,6.223,-5.509e-05,227105959.407205
"CANDIDATE",5551240,"K05178.01",114.3,0.350698,1862,2116,-0.1,5,15700,2.911,-0.0001286,798304517.060513
"CANDIDATE",5563057,"K05179.01",14.24,0.4019908,7449,9517,-0.22,8,32160,0.7949,2.667e-06,649939241.189973
"FALSE POSITIVE",5565261,"K05180.01",567.2,0.5877764,3683,3098,-0.18,5,22640,7.523,0,3326418425.54189
"FALSE POSITIVE",5650420,"K05187.01",144.5,0.624774,8365,6590,-0.24,57,30120,-1.56,-0.003078,4639870270.51546
"FALSE POSITIVE",5653152,"K05189.01",845.9,0.7171696,2436,1981,0.21,5,14540,13.69,0.02737,1123263038.93264
"FALSE POSITIVE",5653163,"K05190.01",305.1,0.4997976,1547,2688,0,14,15000,1.46,0.001328,217409824.741629
"FALSE POSITIVE",5734702,"K05196.01",332.8,0.24742,26,30,-0.34,5,222,1.44,0.0002786,127396940.385254
"FALSE POSITIVE",5817712,"K05204.01",94.99,0.3682792,1654,4886,-0.48,8,27530,1.515,-7.272e-05,178626415.204168
"FALSE POSITIVE",5858519,"K05206.01",191600,0.345276,1773000,386,-0.18,8,3006,1.094,-0.03277,18713515820.9274
"CANDIDATE",5859725,"K05207.01",44.64,0.4917064,350.1,615,0.1,26,5046,2.63,-7.947e-05,195788306.789272
"FALSE POSITIVE",5905728,"K05209.01",30.27,0.5445664,757.9,1290,-0.1,5,9531,2.58,-0.0003655,564035464.593993
"CANDIDATE",5946568,"K05211.01",54.02,0.6006,1758,1677,0.07,26,11770,2.31,1.92e-05,1002306762.69332
"FALSE POSITIVE",5963591,"K05215.01",301,0.3292352,86.08,283,-0.2,18,2238,1.84,0.0002978,85547920.3835861
"FALSE POSITIVE",5980354,"K05218.01",2.419,0.3309456,5384,7997,-0.12,18,32230,4.629,0,91111424.5102005
"FALSE POSITIVE",5981058,"K05219.01",163,0.5290048,393.7,1614,0.16,26,12270,2.362,3.058e-05,104764160.404211
"CANDIDATE",5986270,"K05220.01",316.7,0.6471608,5236,6531,-0.04,57,32300,6.857,0.0001248,9454373904.83893
"CANDIDATE",6025174,"K05224.01",417.6,0.5322952,29.97,145,0.34,26,1190,2.878,0.0004958,167728778.82152
"FALSE POSITIVE",6058896,"K05233.01",169,0.2131024,40430,6574,-0.72,5,32210,48.68,0.01918,2002202050.35355
"FALSE POSITIVE",6067545,"K05236.01",343.3,0.4993008,19,93,0.1,26,724,3.795,4.013e-05,260718032.800812
"FALSE POSITIVE",6139220,"K05241.01",15250,0.4562264,785.4,49,0.1,26,382,3.473,0.00116,1730242850.49825
"FALSE POSITIVE",6145939,"K05243.01",77060,0.2269756,384200,217,-0.42,8,1508,3.64,-0.01117,45384413452.4373
"CANDIDATE",6184894,"K05245.01",1789,0.3103328,1010,782,-0.7,5,5411,3.819,1.507e-05,7167105067.24899
"CANDIDATE",6203955,"K05249.01",159.3,0.2813972,183.1,406,-0.32,8,3128,2.23,-7.647e-06,227670407.122322
"FALSE POSITIVE",6205384,"K05250.01",34.33,0.3259496,2355,6635,-0.4,18,32480,3.949,-0.0001408,291539549.515421
"FALSE POSITIVE",6205405,"K05251.01",63.75,0.5148794,2178,7637,-0.1,53,32470,4.75,-8.363e-05,96682051.9687148
"FALSE POSITIVE",6206470,"K05252.01",29.59,0.370574,4615,4094,-0.2,5,29690,1.749,3.405e-05,635567901.745956
"FALSE POSITIVE",6277594,"K05255.01",20.33,0.324364,2400,8727,-0.18,5,32370,0.3219,5.196e-06,213018126.285283
"FALSE POSITIVE",6289897,"K05260.01",32.98,0.194233,4865,4747,-0.58,5,32180,2.156,-0.0001226,895804445.871586
