"koi_disposition","kepid","kepoi_name","tce_time0bk","tce_ldm_coeff2","tce_ldm_coeff3","tce_robstat","tce_dof1","tce_sma","tce_smet_prov","tcet_period","tcet_time0bk","tcet_time0","tce_maxmes","boot_fap","boot_messtd","tce_rb_tcount0","tce_fwm_prao","tce_time0bk_sn","tce_sma_sn","tce_fwm_sra_sn"
"CANDIDATE",11974540,"K00129.01",132.864,-0.5799276,1.1840564,337.2,369,0.2321,25,24.6692,132.865,2454970,3.01,0,1.0345,48,0.0018,738149.736660815,3.26441631504923,53806065.2173913
"CANDIDATE",5297298,"K00130.01",155.297,0.7036206,-0.4693266,1226,333,0.2154,4,34.1935,155.3,2454990,3.91,0,1.0113,38,-2.357e-05,1653128.07040141,5.14081145584726,79614546.184739
"CANDIDATE",7778437,"K00131.01",133.175,0.58646,-0.419824,672.3,2340,0.06262,5,5.01419,133.18,2454970,1.376,0,1.0329,254,-0.002294,2141862.29035724,3.67272727272727,68758058.6206897
"FALSE POSITIVE",8892910,"K00132.01",132.952,0.588091,-0.3331786,701.2,1143,0.0993,5,10.8101,132.955,2454970,16.47,0,1.0215,123,-0.0001769,992186.508854544,3.99436846339501,54825410.6145252
"FALSE POSITIVE",11673674,"K00133.01",133.386,0.7148656,-0.42861,638.1,2502,0.0531,5,4.61879,133.383,2454970,15.19,0,1.0602,274,-0.01947,751123.424671419,4.10990712074303,29627556.0538117
"FALSE POSITIVE",9032900,"K00134.01",422.133,0.1435792,0.2424268,87.33,27,1.183,4,405.661,422.102,2455260,51.77,0,1.2432,3,0.0001761,356669.821045339,4.86831275720165,12551447.133758
"CANDIDATE",9818381,"K00135.01",132.417,0.1289564,0.2588122,1225,3879,0.04382,26,3.0241,132.414,2454970,3,0,1.0428,425,-0.0001734,4711409.82579984,14.8391466305452,103912885.245902
"FALSE POSITIVE",7601633,"K00136.01",131.732,0.243008,0.1229814,270,378,0.1381,4,15.6639,131.731,2454960,2.9,0,1.027,34,0,681401.784559679,4.38830632348268,19422006.0301508
"CANDIDATE",8644288,"K00137.01",143.013,-0.4532476,1.0955964,359.5,828,0.1136,27,14.8588,143.018,2454980,16.63,0,1.0232,90,0,630707.82800441,14.8167470979523,20939895.6796628
"CANDIDATE",8644288,"K00137.02",135.409,-0.4532476,1.0955964,345.2,1548,0.07289,27,7.64149,135.415,2454970,2.801,0,1.0257,166,0,662425.27419844,14.812030075188,19871960
"CANDIDATE",8644288,"K00137.03",133.511,-0.4532476,1.0955964,54.18,3105,0.04335,27,3.50472,133.509,2454970,2.283,0,1.0357,321,0,203057.010973301,14.8103860608131,2961543.81520119
"FALSE POSITIVE",8506766,"K00138.01",140.767,1.0561532,-1.0710988,349.2,234,0.2933,5,48.9375,140.771,2454970,3.159,0,1.0272,25,-0.0001232,394972.46048648,4.13797968397291,37941148.0769231
"CANDIDATE",8559644,"K00139.01",142.092,0.0695532,0.3822836,133.2,63,0.7453,22,224.776,142.105,2454980,4.473,0,1.2827,6,0.0001498,145246.908090637,6.78779599271403,12791805.9210526
"CANDIDATE",8559644,"K00139.02",134.67,0.0695532,0.3822836,36.26,3546,0.04506,22,3.34179,134.673,2454970,2.844,5.7881e-271,1.0206,385,2.957e-05,120744.533008168,6.78818921361856,2606372.78820375
"FALSE POSITIVE",5130369,"K00140.01",137.172,0.0401004,-0.0101788,98.78,594,0.188,5,19.9784,137.178,2454970,11.44,0,1.0269,66,-0.01005,51928.2093603425,2.98744636898141,6080465.24390244
"CANDIDATE",12105051,"K00141.01",132.304,-0.5484836,1.1923404,233.8,4500,0.03677,22,2.62424,132.304,2454970,1.846,0,1.0307,414,0.0001489,2002658.02053154,8.96610582784687,19012420.7920792
"CANDIDATE",4649305,"K00143.01",140.337,0.8937252,-0.873162,174.9,513,0.172,5,22.6511,140.34,2454970,23.87,0,1.0037,54,8.489e-05,226694.795471176,3.20119114088963,14763526.7175573
"CANDIDATE",4180280,"K00144.01",133.091,-0.6766228,1.3696429,205.3,2232,0.04832,22,4.17624,133.093,2454970,2.081,0,1.0292,238,0.0006774,526030.591676218,15.7342885053728,11296175.4285714
"CANDIDATE",9904059,"K00145.01",158.078,-0.5343124,1.2076076,40.39,90,0.5552,4,102.966,158.067,2454990,3.129,0,1.0275,9,-0.000121,23684.1553273543,6.15794143744454,8603410.43478261
"FALSE POSITIVE",9048161,"K00146.01",137.342,1.0886579,-0.9599024,314.6,1377,0.08501,5,8.66786,137.338,2454970,10.62,0,1.0293,148,0.03337,341400.482239181,2.20119109269808,24340936.5853659
"FALSE POSITIVE",1996679,"K00147.01",146.058,0.8130736,-0.581912,47.88,72,0.5362,5,145.562,146.06,2454980,9.468,0,1.0349,8,-0.01371,74691.6358132019,4.01347305389222,5232735.34246575
"CANDIDATE",5735762,"K00148.01",135.015,-0.5411756,1.2184306,124.5,1260,0.08442,19,9.6739,135.018,2454970,2.756,0,1.0414,125,-0.0002655,299022.636820879,14.1005511942542,9106219.63470319
"CANDIDATE",5735762,"K00148.02",133.617,-0.5411756,1.2184306,86.38,2430,0.05275,19,4.77803,133.614,2454970,2.463,0,1.0413,248,-4.422e-05,264008.346028227,14.1005078855921,5763762.13872832
"CANDIDATE",5735762,"K00148.03",146.064,-0.5411756,1.2184306,42.11,225,0.2279,19,42.8962,146.067,2454980,3.593,0,1.0893,28,-6.385e-05,67970.5714006506,14.1027227722772,3226960.67961165
"CANDIDATE",3835670,"K00149.01",145.095,0.0268636,0.4586142,161,810,0.1186,22,14.5571,145.103,2454980,2.623,0,1.0594,85,-1.314e-05,183115.211328041,5.38601271571299,11306905.9171598
"CANDIDATE",7626506,"K00150.01",134.007,0.3660056,0.1347604,125.4,1431,0.07434,14,8.4089,134.004,2454970,3.879,0,1.0368,154,-0.0001594,249574.441932276,12.1312010443864,9166081.94444444
"CANDIDATE",7626506,"K00150.02",143.832,0.3660056,0.1347604,81.75,405,0.168,14,28.5743,143.831,2454980,2.667,0,1.0401,44,-0.0002247,126840.452926029,12.129963898917,5981492.14501511
"CANDIDATE",2307199,"K00151.01",132.831,0.8827168,-0.697109,96.88,900,0.1109,5,13.4472,132.83,2454970,7.797,0,1.0006,95,8.82e-05,178938.902854002,3.84002770083102,5818403.88059701
"CANDIDATE",8394721,"K00152.01",158.746,0.606921,-0.3607938,130.9,234,0.2821,14,52.091,158.744,2454990,3.61,0,1.0462,25,0.0003244,204900.967415085,6.27028228495221,11925292.8571429
"CANDIDATE",8394721,"K00152.02",136.621,0.606921,-0.3607938,56.89,855,0.1146,14,13.4844,136.63,2454970,3.027,0,1.0054,93,0.0001088,93681.2583998464,6.27257799671593,4130822.88659794
"CANDIDATE",8394721,"K00152.03",133.63,0.606921,-0.3607938,48.23,432,0.1839,14,27.402,133.637,2454970,3.556,0,1.0352,47,-2.709e-05,62241.4949510005,6.27216916780355,3860211.17533719
"CANDIDATE",8394721,"K00152.04",139.544,0.606921,-0.3607938,13.17,153,0.3789,14,81.0631,139.544,2454970,3.485,4.7664e-38,0.99239,16,-4.183e-05,28753.2839495997,6.27214037411025,856175.128205128
"CANDIDATE",12252424,"K00153.01",133.301,-0.6948296,1.4139968,125.2,2475,0.05014,19,4.75398,133.305,2454970,3.699,0,1.0194,261,-0.0001466,342221.263770259,16.7133333333333,5907649.53846154
"CANDIDATE",12252424,"K00153.02",139.714,-0.6948296,1.4139968,115.5,1179,0.07631,19,8.92513,139.71,2454970,2.88,0,1.0198,132,-0.0001333,277573.806969444,16.712658782304,5613993.85964912
"CANDIDATE",8030148,"K00155.01",131.755,0.210792,0.2531112,175.2,2079,0.0606,22,5.6606,131.765,2454960,2.319,0,1.0507,227,-4.061e-05,296744.158810095,5.96456692913386,11010227.1186441
"CANDIDATE",10925104,"K00156.01",142.706,0.2980716,-0.1981892,127.9,1008,0.08355,28,11.7761,142.71,2454980,3.318,0,1.0413,110,0.0006336,311491.297382012,20.8458083832335,11812113.253012
"CANDIDATE",10925104,"K00156.02",134.997,0.2980716,-0.1981892,61.59,1386,0.06479,28,8.04127,135.004,2454970,2.821,0,1.034,153,0.0001799,148309.725928522,20.8462033462033,5602317.71428571
"CANDIDATE",10925104,"K00156.03",134.986,0.2980716,-0.1981892,43.43,2106,0.04838,28,5.18852,134.991,2454970,3.325,0,1.0324,229,0.0003111,118671.097513802,20.8444635932788,3859861.22047244
"CANDIDATE",6541920,"K00157.01",154.161,-0.0121176,0.5497124,99.96,360,0.1921,29,31.9957,154.156,2454990,6.912,0,1.0382,39,-0.0002271,177420.060213787,16.5318416523236,8019302.4291498
"CANDIDATE",6541920,"K00157.02",138.177,-0.0121176,0.5497124,91.3,846,0.1055,29,13.0248,138.183,2454970,4.256,0,1.038,95,-0.0001343,147196.46328797,16.5282782390725,7446495.11278195
"CANDIDATE",6541920,"K00157.03",148.454,-0.0121176,0.5497124,91.12,477,0.1527,29,22.6868,148.467,2454980,4.468,0,1.0375,55,0.0001353,134110.845114956,16.525974025974,7707264.20233463
"CANDIDATE",6541920,"K00157.04",168.909,-0.0121176,0.5497124,56.58,90,0.4594,29,118.377,168.918,2455000,5.618,0,1.0892,11,-6.545e-05,67854.8329429913,16.5251798561151,4819385.40145985
"CANDIDATE",6541920,"K00157.05",131.666,-0.0121176,0.5497124,40.44,225,0.2471,29,46.6859,131.667,2454960,3.543,0,1.0436,26,-0.000213,42898.8472641257,16.5284280936455,3505784.42477876
"CANDIDATE",6541920,"K00157.06",138.502,-0.0121176,0.5497124,42.08,1026,0.09024,29,10.3039,138.512,2454970,3.373,0,1.0382,112,3.354e-06,63729.4780240006,16.5305000915919,3284854.56053068
"FALSE POSITIVE",10555375,"K00158.01",131.776,0.778324,-0.5252,25.72,1593,0.06645,5,5.80179,131.78,2454960,2.917,2.474e-181,1.0057,154,0.003224,47461.7049707002,1.93393480791618,1972060.1980198
"CANDIDATE",8972058,"K00159.01",136.739,0.1830008,0.2540394,74.12,1287,0.08556,22,8.99093,136.736,2454970,3.304,0,1.031,141,6.127e-06,151865.73877658,7.0304026294166,4864573.28431373
"CANDIDATE",8972058,"K00159.02",132.332,0.1830008,0.2540394,16.34,4581,0.03551,22,2.40363,132.332,2454970,1.98,3.6519e-50,1.018,497,5.904e-05,79332.4021174171,7.02889944576405,910432.889908257
"CANDIDATE",6631721,"K00160.01",134.438,1.0244284,-0.8919544,63.34,909,0.112,5,13.738,134.44,2454970,3.596,0,1.03,91,-0.001227,111417.939516497,4.24725066363292,3905493.90962672
"CANDIDATE",5084942,"K00161.01",133.211,-0.6772642,1.36521,165.4,3816,0.03989,22,3.10551,133.21,2454970,2.24,0,1.0272,374,-1.297e-05,860536.175710594,15.1904036557502,13289429.1666667
"CANDIDATE",8107380,"K00162.01",142.209,0.1441746,0.3310468,92.57,846,0.1126,30,14.0065,142.206,2454980,2.683,0,1.0244,76,-0.0001673,146504.965091374,7.12207463630614,5178313.68421053
"CANDIDATE",6851425,"K00163.01",139.754,-0.5292824,1.245519,85.39,1071,0.09111,30,11.1199,139.756,2454970,2.76,0,1.0318,115,-1.631e-06,174480.070514149,16.4339826839827,6422909.03010033
"FALSE POSITIVE",5652237,"K00164.01",132.328,0.7504028,-0.512894,32.63,2664,0.0559,5,4.46454,132.316,2454970,3.114,3.6699e-247,1.0312,277,-0.007128,53337.8477512556,2.20861319636507,1832157.33944954
"CANDIDATE",9527915,"K00165.01",139.571,-0.4467972,1.1392432,80.39,891,0.1032,30,13.2218,139.569,2454970,2.425,0,1.0106,94,0.0001255,180590.041417538,14.8169418521177,5431512.81337047
"CANDIDATE",2441495,"K00166.01",138.462,-0.4491828,1.1424726,66.97,954,0.0994,30,12.4934,138.463,2454970,3.012,0,1.0133,99,0.000255,168761.632208313,14.3289606458123,4379560.72234763
"CANDIDATE",11666881,"K00167.01",134.606,0.479858,-0.22405,96.33,2367,0.06051,22,4.91958,134.603,2454970,4.663,0,1.0265,259,4.078e-05,197340.276586605,6.70916953099013,6271861.02236422
"CANDIDATE",11512246,"K00168.01",133.288,0.1138944,0.3609098,68.36,1107,0.09644,0,10.7425,133.285,2454970,3.265,0,1.0334,118,-4.612e-06,76726.2072657568,23.4191355026712,4339513.05309734
"CANDIDATE",11512246,"K00168.02",132.304,0.1138944,0.3609098,30.35,747,0.122,0,15.2741,132.318,2454970,2.511,1.744e-202,1.0317,81,1.32e-05,39009.8922321652,23.4299980795084,1868056.76190476
"CANDIDATE",11512246,"K00168.03",138.323,0.1138944,0.3609098,22.44,1449,0.07323,0,7.10687,138.332,2454970,2.657,5.2432e-98,1.0477,152,-1.461e-06,34223.7111335987,23.4186120882635,1371650.27972028
"FALSE POSITIVE",6185711,"K00169.01",139.43,0.7175776,-0.3604968,49.58,801,0.09503,5,11.7021,139.437,2454970,3.449,0,1.0384,87,-0.02987,103417.072754649,5.10365198711063,3029549.68051118
"FALSE POSITIVE",11044770,"K00170.01",144.298,0.3765928,-0.1207016,35.22,648,0.1508,5,15.6087,144.297,2454980,11.81,5.3737e-268,1.0261,64,-0.003724,44176.1928961983,3.14625495514292,1398988.02816901
"CANDIDATE",7831264,"K00171.01",137.16,0.5160154,-0.224221,87.44,2007,0.06699,14,5.96868,137.164,2454970,2.144,0,1.0137,189,8.767e-05,209584.727024908,5.69642857142857,6549822.33333333
"CANDIDATE",7831264,"K00171.02",144.442,0.5160154,-0.224221,25.9,819,0.113,14,13.0714,144.444,2454980,2.868,1.4807e-143,1.0109,88,-0.0001113,63155.6395053955,5.69843671205245,1945493.36633663
"CANDIDATE",8692861,"K00172.01",137.842,0.3095084,0.1789268,85.25,846,0.1047,31,13.7225,137.835,2454970,2.264,0,1.0148,93,8.908e-05,119139.483828588,7.64233576642336,5430758.33333333
"CANDIDATE",8692861,"K00172.02",150.859,0.3095084,0.1789268,17.85,45,0.7104,31,242.465,150.867,2454980,3.69,1.8659e-66,1.0565,5,0.0001001,13725.9344178768,7.64610913787536,1245269.17197452
"CANDIDATE",11402995,"K00173.01",138.966,0.0573702,0.4547656,73.53,1161,0.08934,30,10.0609,138.965,2454970,3.383,0,1.0275,124,-0.0001198,110377.201134225,6.31824611032532,4865118
"CANDIDATE",10810838,"K00174.01",144.837,-0.58369,1.3505036,48.48,171,0.2536,22,56.3543,144.835,2454980,3.887,0,1.0087,18,-0.0001845,106167.581712761,17.7715487035739,2834985.81661891
"FALSE POSITIVE",8323753,"K00175.01",134.318,0.7384642,-0.5285422,41.57,1773,0.07737,5,6.71424,134.318,2454970,2.516,0,1.0126,193,-0.003715,90867.7621653802,2.96436781609195,2220368.26280624
"CANDIDATE",6442377,"K00176.01",134.522,0.5221048,-0.3049584,54.02,387,0.2071,22,30.2288,134.528,2454970,3.345,0,1.0381,44,-0.0001025,67893.0846177917,6.5413771320278,3753499.03474903
"CANDIDATE",6803202,"K00177.01",143.598,0.0360612,0.4830952,43.5,576,0.1462,30,21.0605,143.61,2454980,2.353,0,1.0166,61,-8.963e-05,67359.3455357394,7.84755770263017,2374968.8172043
"FALSE POSITIVE",11455491,"K00178.01",135.164,0.8662332,-0.7529244,29.26,1944,0.06943,5,6.14287,135.157,2454970,10.02,6.5806e-157,1.0491,213,0.01245,31536.7529025273,4.84846368715084,1557246.16
"CANDIDATE",9663113,"K00179.01",142.8,0.6028,-0.3555496,110.8,450,0.1539,30,20.7408,142.782,2454980,5.123,0,1.0637,49,0.0001853,116764.924732414,6.76483516483517,7889651.39442231
"CANDIDATE",9663113,"K00179.02",306.512,0.6028,-0.3555496,31.9,27,0.8855,30,286.179,306.512,2455140,4.601,1.8387e-61,1.9561,4,-3.568e-05,41752.9276987477,6.76470588235294,4066330.59548255
"CANDIDATE",9573539,"K00180.01",139.139,-0.0244468,0.5744872,78.79,1125,0.0896,22,10.0455,139.142,2454970,2.733,0,1.0661,123,-0.0001111,254373.969352049,8.33488372093023,9071589.95215311
"FALSE POSITIVE",12504988,"K00181.01",134.624,0.573346,-0.3119752,1562,2268,0.0598,5,5.09394,134.624,2454970,55.99,0,1.0412,248,0,3493297.48973735,3.53427895981087,117176006.097561
"CANDIDATE",5376836,"K00182.01",133.318,0.5828642,-0.2329288,1340,2736,0.04386,5,3.47943,133.317,2454970,39.88,0,1.0599,288,-0.0007776,5487331.03936515,4.21730769230769,189532913.461538
"CANDIDATE",9651668,"K00183.01",133.355,0.0065508,0.5453516,2586,4437,0.03594,32,2.68432,133.357,2454970,2.566,0,1.0499,479,0.001694,9318030.9541278,8.41292134831461,172776256.637168
"FALSE POSITIVE",7972785,"K00184.01",133.567,0.7496288,-0.590232,1221,1665,0.07763,5,7.30077,133.563,2454970,24.9,0,1.0488,180,-0.0004379,1842224.67728966,3.58237194277803,96275648.7804878
"FALSE POSITIVE",4178389,"K00185.01",134.386,0.6862464,-0.3524784,1016,405,0.1533,5,23.2105,134.388,2454970,3.46,0,1.036,42,0.01859,1958654.1012135,4.43576388888889,63085252.3961661
"CANDIDATE",12019440,"K00186.01",133.669,0.0701892,0.4032264,1502,3609,0.04326,25,3.24327,133.667,2454970,2.42,0,1.0246,389,-0.001763,4464965.1104141,6.82980738869593,77732897.2332016
"FALSE POSITIVE",7023960,"K00187.01",151.529,0.2841996,0.1016484,1153,378,0.199,5,30.8823,151.536,2454980,14.88,0,1.0171,40,-0.0002169,1543209.75081169,3.90425740631744,73749563.2183908
"CANDIDATE",5357901,"K00188.01",133.509,-0.5789852,1.255074,1474,3150,0.0457,33,3.79704,133.505,2454970,2.476,0,1.0226,340,0.000323,4954668.76468209,14.784859268845,96786005
"CANDIDATE",11391018,"K00189.01",148.091,-0.5563364,1.2881688,1001,315,0.1725,5,30.3605,148.09,2454980,4.86,0,1.0775,30,0.0004704,1251022.1666554,11.5076717811875,51608676.6304348
"FALSE POSITIVE",5771719,"K00190.01",139.304,-0.4612208,1.0814089,543.3,729,0.1134,25,12.2648,139.308,2454970,7.793,0,1.0653,81,0.0007134,884526.001650898,3.6,63255300
"CANDIDATE",5972334,"K00191.01",132.385,-0.289348,0.9224488,645.5,630,0.1157,14,15.3588,132.384,2454970,2.474,0,1.0505,66,0.001427,1010919.78160437,11.1357074109721,39930659.2292089
"CANDIDATE",5972334,"K00191.02",132.512,-0.289348,0.9224488,58.35,3708,0.03373,14,2.4184,132.509,2454970,1.615,0,1.0543,402,0.0002529,228547.77509486,11.1320132013201,3216635.29411765
"CANDIDATE",5972334,"K00191.03",131.945,-0.289348,0.9224488,23.29,11240,0.01488,14,0.708624,131.945,2454960,0.7417,1.5317e-97,1.0654,1251,9.406e-05,116110.949778681,11.1293941660434,1144523.31395349
"CANDIDATE",5972334,"K00191.04",164.032,-0.289348,0.9224488,13.85,126,0.214,14,38.6514,164.053,2455000,3.137,3.7253e-36,1.1547,23,-3.766e-05,19957.5619537075,11.1342351716961,1171774.94047619
"CANDIDATE",7950644,"K00192.01",137.022,0.4062732,0.007576,1093,1107,0.0906,33,10.2909,137.03,2454970,2.595,0,1.0273,122,1.316e-05,1770838.58360829,4.65331278890601,76561649.4023904
"FALSE POSITIVE",10799735,"K00193.01",157.35,0.5756084,-0.2996176,784.6,315,0.2244,5,37.59,157.356,2454990,9.434,0,1.0208,35,0.001137,1401107.70765066,3.55569640310569,51381778.9473684
"CANDIDATE",10904857,"K00194.01",133.224,0.5317512,-0.2410504,940.8,3834,0.04276,5,3.12083,133.225,2454970,19.04,0,1.0488,414,9.224e-05,4247726.66403091,3.80427046263345,61248084.4155844
"CANDIDATE",11502867,"K00195.01",133.632,0.2844344,0.189212,1258,3672,0.04094,33,3.21752,133.631,2454970,2.328,0,1.0235,332,0.0009451,4552134.32393488,8.24239983893698,62043877.8135048
"CANDIDATE",9410930,"K00196.01",131.614,0.0712076,0.4456916,1751,6399,0.02857,34,1.85556,131.613,2454960,8.813,0,1.0455,692,-0.0004327,7123164.60012232,17.210843373494,122713850
"CANDIDATE",2987027,"K00197.01",133.839,-0.6042754,1.3340728,724.8,684,0.1209,30,17.2762,133.844,2454970,2.964,0,1.0247,75,0.0001316,1221838.79714074,17.4232598357112,52544392.9539295
"FALSE POSITIVE",10666242,"K00198.01",153.327,-0.2700378,0.8352878,536.3,153,0.3919,4,87.2426,153.346,2454990,3.576,0,1.1306,15,-0.0002927,621104.098646207,8.20389365710697,30570196.2323391
"CANDIDATE",10019708,"K00199.01",134.213,0.2267388,0.1674552,1270,3654,0.04529,25,3.26868,134.217,2454970,2.208,0,1.0484,393,0.0004907,3376206.83930108,4.79970326409495,78989457.8313253
"FALSE POSITIVE",10019708,"K00199.02",135.37,0.2267388,0.1674552,18.49,1161,0.08755,25,8.78463,135.378,2454970,7.481,1.4122e-62,1.0713,144,-0.0009013,14001.1666776991,4.79989035087719,0
"CANDIDATE",6046540,"K00200.01",134.346,0.120278,0.2687298,843.3,1638,0.08008,35,7.34065,134.352,2454970,2.496,0,1.0098,171,-0.0002521,1754959.36106343,12.9078014184397,50359538.6597938
"CANDIDATE",6849046,"K00201.01",133.336,-0.4575124,1.0595342,1306,2763,0.05158,22,4.22535,133.341,2454970,2.763,0,1.0193,299,0.0001861,3581162.74447661,7.13515008991562,87807518.3486238
"CANDIDATE",7877496,"K00202.01",133.023,-0.1531336,0.6810558,1591,6858,0.02872,36,1.72086,133.023,2454970,8.152,0,1.0453,736,-0.001587,7356937.83079756,14.8117586384734,116305006.097561
"CANDIDATE",10619192,"K00203.01",132.794,-0.3116512,0.8867544,1659,6408,0.02567,37,1.48571,132.792,2454970,5.568,0,1.2088,644,0.000807,10934226.9942691,18.0647431386348,187670009.433962
"CANDIDATE",9305831,"K00204.01",133.379,-0.1073724,0.6192816,703.2,3681,0.04422,26,3.24674,133.377,2454970,2.057,0,1.0245,396,0.001239,1934775.89185598,14.3618057810978,45992735.6321839
"CANDIDATE",7046804,"K00205.01",142.174,-0.313422,1.0041764,689.5,945,0.09346,5,11.7201,142.175,2454980,3.039,0,1.0257,107,0.002979,1397163.88722373,9.30876494023904,49004430.3482587
"CANDIDATE",5728139,"K00206.01",131.982,0.6833088,-0.50502,499.5,2241,0.06643,38,5.33411,131.979,2454960,2.33,0,1.0055,241,7.626e-06,1014730.98273184,4.85244704163623,49723245.6140351
"CANDIDATE",3762468,"K00208.01",131.707,0.416284,-0.1549708,403.3,3141,0.04393,5,3.0039,131.703,2454960,3.357,0,1.0179,323,-0.0008451,1839665.66517071,3.69470142977292,41186550.209205
"CANDIDATE",10723750,"K00209.01",135.632,0.5998822,-0.3488314,322.1,261,0.2775,14,50.7912,135.622,2454970,8.187,0,1.0883,28,-0.000125,330780.711937488,5.93836935587417,26555688.2758621
"CANDIDATE",10723750,"K00209.02",145.823,0.5998822,-0.3488314,201,576,0.143,14,18.7961,145.816,2454980,2.069,0,1.0265,64,-0.0001188,261369.481949889,5.93607305936073,14053192.7007299
"FALSE POSITIVE",10602291,"K00210.01",139.326,0.5873936,-0.3146872,235.9,567,0.1498,5,20.9274,139.325,2454970,3.315,0,1.0568,61,0.0005884,547792.137327446,3.89293139293139,16402372.2689076
"CANDIDATE",10656508,"K00211.01",136.015,0.059664,0.4100104,166.8,90,0.4945,25,124.036,136.016,2454970,3.578,0,1.064,9,0.0007906,191067.457636166,6.49888290182678,8204280.76923077
"CANDIDATE",6300348,"K00212.01",133.536,0.6757696,-0.397159,320.5,1062,0.06268,5,5.69585,133.542,2454970,2.683,0,1.0416,111,-0.0008977,801830.201934682,3.65268065268065,25875030.1441678
"FALSE POSITIVE",9164836,"K00213.01",170.84,0.722352,-0.4341216,2686,270,0.2548,5,48.1184,170.846,2455000,335.7,0,1.0383,29,-0.008019,3415345.06300316,3.80582524271845,155229566.929134
"CANDIDATE",11046458,"K00214.01",131.742,-0.5414352,1.1676538,418.2,2799,0.04364,11,3.31187,131.742,2454960,2.564,0,1.021,281,0.0002351,2513483.96710046,7.96205072067141,22674638.952164
"FALSE POSITIVE",12508335,"K00215.01",155.207,0.61146,-0.22578,267.8,288,0.2237,5,42.9437,155.209,2454990,3.603,0,1.0049,31,0.0009722,492839.542238762,4.32772296382279,12643358.1699346
"CANDIDATE",6152974,"K00216.01",141.209,-0.5969904,1.288682,185.5,576,0.1353,25,20.1722,141.204,2454970,2.953,0,1.0554,62,0.001078,412710.799357007,11.0358890701468,14454752.173913
"CANDIDATE",6152974,"K00216.02",132.529,-0.5969904,1.288682,15.19,1539,0.07006,25,7.51848,132.537,2454970,4.479,1.4901e-44,1.0495,163,0.0004392,44958.0031480677,11.0365469439193,1223774.47852761
